Track,Artist,Album,Album_type,Licensed,official_video
Grandes Coisas - Ao Vivo,Fernandinho,Uma Nova História (ao Vivo),album,False,False
Galileu - Ao Vivo,Fernandinho,Galileu (ao Vivo),album,True,True
Todas As Coisas - Ao Vivo,Fernandinho,Uma Nova História (ao Vivo),album,True,True
Uma Nova História - Acústico,Fernandinho,Acústico,album,True,True
Yeshua,Fernandinho,Yeshua,single,False,False
Caia Fogo - Ao Vivo,Fernandinho,Teus Sonhos (ao Vivo),album,True,True
Pra Sempre - Acústico,Fernandinho,Acústico,album,False,False
Ainda Que a Figueira - Ao Vivo,Fernandinho,Uma Nova História (ao Vivo),album,True,True
Venha o Teu Reino,Fernandinho,Venha o Teu Reino,single,True,True
Nada Além do Sangue - Ao Vivo,Fernandinho,Sede de Justiça (ao Vivo),album,True,True
El Ultimo Adiós - Varios Artistas Version,Ana Bárbara,El Ultimo Adiós,single,False,False
Bandido,Ana Bárbara,Te Atraparé Bandido,album,True,True
Lo Busqué,Ana Bárbara,Loca De Amar,album,True,True
Loca,Ana Bárbara,Loca De Amar,album,True,True
Color Esperanza / Sólo le Pido a Dios - Versión México,Ana Bárbara,Color Esperanza / Sólo le Pido a Dios (Versión México),single,True,True
La Trampa,Ana Bárbara,Lo Más Escuchado De,album,False,True
Solos,Ana Bárbara,Lo Más Escuchado De,album,True,True
Como Me Haces Falta,Ana Bárbara,Los Besos No Se Dan En La Camisa,album,False,True
Quise Olvidar,Ana Bárbara,Lo Más Escuchado De,album,False,True
Que Poca,Ana Bárbara,Las Que Más Amo,album,True,True
Happy Xmas (War Is Over) - Remastered 2010,Yoko Ono,Signature Box,compilation,True,True
Instant Karma! (We All Shine On) - Remastered 2010,Yoko Ono,Signature Box,compilation,True,True
Give Peace A Chance - Remastered 2010,Yoko Ono,Signature Box,compilation,True,True
Instant Karma! (We All Shine On) - Ultimate Mix,Yoko Ono,GIMME SOME TRUTH. (Deluxe),album,True,True
Happy Xmas (War Is Over) - Ultimate Mix,Yoko Ono,Imagine (The Ultimate Collection),album,True,True
Give Peace A Chance - Ultimate Mix,Yoko Ono,Plastic Ono Band (The Ultimate Collection),album,True,True
Give Peace A Chance - Ultimate Mix,Yoko Ono,GIMME SOME TRUTH. (Deluxe),album,True,True
The Luck Of The Irish - Remastered 2010,Yoko Ono,Sometime In New York City,album,True,True
Kiss Kiss Kiss - Remastered 2010,Yoko Ono,Double Fantasy,album,True,True
Nobody Sees Me Like You Do,Yoko Ono,"Yes, I'm A Witch",album,True,True
Volveré,Diego Verdaguer,Diego En Los 70,album,True,True
Voy A Conquistarte,Diego Verdaguer,Mexicano Hasta Las Pampas,album,True,True
Voy a Conquistarte,Diego Verdaguer,Voy a Conquistarte,single,True,True
Quién De Los Dos Será,Diego Verdaguer,Mexicano Hasta Las Pampas,album,True,True
La Ladrona,Diego Verdaguer,Estoy Vivo (Remasterizado),album,True,True
Tonta,Diego Verdaguer,Orgánico,album,True,True
Pídeme (En Vivo),Diego Verdaguer,Pideme (En Vivo),album,True,True
Ventana del Alma,Diego Verdaguer,Mexicano Hasta Las Pampas,album,True,True
Mentiras Bonitas,Diego Verdaguer,Mexicano Hasta Las Pampas,album,False,False
Color Esperanza / Sólo le Pido a Dios - Versión México,Diego Verdaguer,Color Esperanza / Sólo le Pido a Dios (Versión México),single,True,True
Christmas (Baby Please Come Home),Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
Winter Wonderland,Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
A Marshmallow World,Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
All Alone on Christmas,Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
(Today I Met) The Boy I'm Gonna Marry,Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
All Alone on Christmas,Darlene Love,Christmas Hits,compilation,True,True
White Christmas,Darlene Love,"Christmas (Baby, Please Come Home)",album,True,True
Rockin' Around The Christmas Tree,Darlene Love,A Very Special Christmas 2,compilation,True,True
Silent Night,Darlene Love,A Christmas Gift For You From Phil Spector,compilation,False,False
The Spirit of Christmas,Darlene Love,The Spirit of Christmas (Music from the Netflix Film The Christmas Chronicles 2),single,False,False
Stand by Me,Ben E. King,Don't Play That Song (Mono),album,False,False
Stand by Me,Ben E. King,Don't Play That Song,album,False,False
"Supernatural Thing, Pt. 1",Ben E. King,Supernatural Thing,album,False,False
Spanish Harlem,Ben E. King,Spanish Harlem,album,False,False
Sway,Ben E. King,Spanish Harlem,album,False,False
Perfidia,Ben E. King,Spanish Harlem,album,False,False
Come Closer to Me,Ben E. King,Spanish Harlem,album,True,True
Don't Play That Song (You Lied),Ben E. King,Don't Play That Song,album,True,True
This Magic Moment,Ben E. King,Ben E. King & The Drifters,album,False,False
Amor,Ben E. King,Spanish Harlem,album,True,True
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,album,True,True
Together Forever,Rick Astley,Whenever You Need Somebody,album,True,True
Cry for Help - Single Edit,Rick Astley,The Best of Me,album,True,True
Whenever You Need Somebody,Rick Astley,Whenever You Need Somebody,album,True,True
Take Me To Your Heart,Rick Astley,Hold Me in Your Arms,album,True,True
She Wants To Dance With Me,Rick Astley,Hold Me in Your Arms,album,True,True
Hold Me In Your Arms,Rick Astley,Hold Me in Your Arms,album,True,True
Love this Christmas,Rick Astley,Love this Christmas,single,True,True
Cry for Help,Rick Astley,Free,album,True,True
It Would Take a Strong Strong Man,Rick Astley,Whenever You Need Somebody,album,True,True
The Look Of Love,Diana Krall,The Look Of Love,album,True,True
Just The Way You Are,Diana Krall,Live In Paris,album,True,True
Alone Again (Naturally),Diana Krall,Wallflower,album,True,True
Let's Fall In Love,Diana Krall,When I Look In Your Eyes,album,False,False
Night And Day,Diana Krall,Turn Up The Quiet,album,True,True
Autumn In New York,Diana Krall,This Dream Of You,album,True,True
Feels Like Home,Diana Krall,Wallflower,album,False,False
Temptation,Diana Krall,The Girl In The Other Room,album,False,False
California Dreamin',Diana Krall,Wallflower,album,False,False
'S Wonderful,Diana Krall,Love Is Here To Stay,album,False,False
Tren Al Sur,Los Prisioneros,Corazones,album,False,False
Estrechez De Corazón,Los Prisioneros,Coleccion Suprema,compilation,False,False
Por Qué No Se Van,Los Prisioneros,Coleccion Suprema,compilation,False,False
El Baile De Los Que Sobran,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",compilation,False,False
Estrechez De Corazón,Los Prisioneros,Corazones,album,False,False
Paramar,Los Prisioneros,La Voz de los '80 (Edición 30 Años),album,False,False
Amiga Mía,Los Prisioneros,Corazones,album,False,False
Sexo,Los Prisioneros,La Voz de los '80 (Edición 30 Años),album,False,False
La Voz de los '80,Los Prisioneros,La Voz de los '80 (Edición 30 Años),album,False,False
Muevan las Industrías,Los Prisioneros,Pateando Piedras,album,False,False
Rasputin,Majestic,Rasputin,single,True,True
Time to Groove (feat. Nonô),Majestic,Time to Groove (feat. Nonô),single,True,True
Sweat,Majestic,Sweat,single,True,True
Me & U (feat. Kelsey),Majestic,Me & U (feat. Kelsey),single,True,True
Words (feat. Zara Larsson) [Majestic Remix],Majestic,Words (feat. Zara Larsson) [Majestic Remix],single,True,True
Shut You Down,Majestic,Shut You Down,single,True,True
Losing My Mind,Majestic,Losing My Mind,single,True,True
Green Green Grass - Majestic Remix,Majestic,Green Green Grass,single,True,True
"Skank All Night (You Wot, You Wot)",Majestic,"Skank All Night (You Wot, You Wot)",single,True,True
Berlin - Majestic Remix,Majestic,Berlin (Majestic Remix),single,True,True
Baby Beluga,Raffi,Baby Beluga,album,False,True
Shake My Sillies Out,Raffi,More Singable Songs,album,False,True
Down By The Bay,Raffi,Singable Songs for the Very Young,album,False,False
"Twinkle, Twinkle, Little Star",Raffi,"One Light, One Sun",album,False,True
Baa Baa Black Sheep,Raffi,Singable Songs for the Very Young,album,False,False
Mr. Sun,Raffi,Singable Songs for the Very Young,album,False,False
Apples And Bananas,Raffi,"One Light, One Sun",album,False,True
Brush Your Teeth,Raffi,Singable Songs for the Very Young,album,False,False
Wheels On The Bus,Raffi,Rise and Shine,album,False,False
Going on a Picnic,Raffi,The Corner Grocery Store and Other Singable Songs,album,True,True
No Hay Lugar Más Alto (En Vivo) [feat. Christine D'clario],Miel San Marcos,Como En El Cielo (En Vivo),album,True,True
El Señor Es Mi Rey (feat. Tony Perez),Miel San Marcos,Proezas,album,True,True
Increíble (En Vivo),Miel San Marcos,Como En El Cielo (En Vivo),album,True,True
Mi Libertador,Miel San Marcos,Mi Libertador,single,True,True
Abba Padre (En Vivo),Miel San Marcos,Pentecostés (En Vivo),album,True,True
El Poderoso de Israel (En Vivo),Miel San Marcos,Pentecostés (En Vivo),album,True,True
Bienvenido Espíritu Santo (En Vivo),Miel San Marcos,Pentecostés (En Vivo),album,True,True
Los Muros Caerán,Miel San Marcos,Proezas,album,True,True
Su Poder,Miel San Marcos,Su Poder,single,True,True
No Hay Lugar Mas Alto (feat. Christine D Clario),Miel San Marcos,Tu Habitación,album,True,True
Abhi Mujh Mein Kahin,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),album,True,True
Ved Lavlay,Ajay-Atul,Ved (Original Motion Picture Soundtrack),single,True,True
Chikni Chameli,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),album,True,True
"Sapna Jahan (From ""Brothers"")",Ajay-Atul,"Sapna Jahan (From ""Brothers"")",single,True,True
"Ved Tujha (From ""Ved"")",Ajay-Atul,"Ved Tujha (From ""Ved"")",single,True,True
Sukh Kalale,Ajay-Atul,Ved (Original Motion Picture Soundtrack),single,True,True
Deva Shree Ganesha,Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),album,True,True
Love Mashup,Ajay-Atul,Love Mashup,single,True,True
Brothers Anthem,Ajay-Atul,Brothers (Original Motion Picture Soundtrack),single,True,True
Zingaat,Ajay-Atul,Dhadak,single,True,True
Kendine İyi Bak,Ahmet Kaya,Sevgi Duvarı,album,False,False
Kum Gibi,Ahmet Kaya,Şarkılarım Dağlara,album,True,True
Şiire Gazele,Ahmet Kaya,Sevgi Duvarı,album,True,True
Doruklara Sevdalandım,Ahmet Kaya,Sevgi Duvarı,album,False,False
Nereden Bileceksiniz,Ahmet Kaya,Dosta Düşmana Karşı,album,True,True
Hani Benim Gençliğim,Ahmet Kaya,Yorgun Demokrat,album,False,False
Hep Sonradan,Ahmet Kaya,Sevgi Duvarı,album,False,False
Söyle,Ahmet Kaya,Dosta Düşmana Karşı,album,False,False
Yorgun Demokrat,Ahmet Kaya,Yorgun Demokrat,album,False,False
Herkes Kendi İşine,Ahmet Kaya,Başkaldırıyorum,album,False,False
Vida Prestada,Los Amables Del Norte,Los Amables Del Norte,album,False,False
Recuerdos A Un Amigo,Los Amables Del Norte,Recordando Al Compa,album,True,True
La Feria de las Flores,Los Amables Del Norte,Porque Volviste,album,False,False
Mil Cadenas,Los Amables Del Norte,Los Amables Del Norte,album,True,True
Sauce y la Palma,Los Amables Del Norte,El Homenaje,album,True,True
Palomita A Donde Vas,Los Amables Del Norte,Los Amables Del Norte,album,True,True
Recordando Al Compa Chalino,Los Amables Del Norte,Recordando Al Compa,album,True,True
Con La Tierra Encima,Los Amables Del Norte,Recordando Al Compa,album,True,True
El Contrato,Los Amables Del Norte,Recordando Al Compa,album,False,False
Niña De Mis Amores,Los Amables Del Norte,Los Amables Del Norte,album,True,True
"Zoom, Zoom We're Going to the Moon",The Kiboomers,150 Preschool Songs,album,True,True
Rock a Bye Baby,The Kiboomers,Baby Sleep Music,album,True,True
Twinkle Twinkle Little Star,The Kiboomers,Baby Sleep Music,album,True,True
The Party Freeze Song,The Kiboomers,150 Preschool Songs,album,True,True
The Floor is Lava Song for Kids,The Kiboomers,The Floor is Lava Song for Kids,single,True,True
This Little Pig,The Kiboomers,The Top 100 Toddler Songs,album,True,True
Rock a Bye Baby,The Kiboomers,The Top 100 Toddler Songs,album,True,True
Little Bunny Foo Foo,The Kiboomers,150 Toddler Tunes,album,True,True
Animal Freeze Dance Song,The Kiboomers,Freeze Dance Songs for Learning,album,True,True
"Hurry, Hurry Drive the Firetruck",The Kiboomers,Toddler Circle Time Songs,album,True,True
Cómo Estás Tú,Liberación,Con La Fuerza Del Destino,album,True,True
Ese Loco Soy Yo,Liberación,Directo Al Corazón,album,True,True
Enamorado De Un Fantasma,Liberación,Enamorado De Un Fantasma,album,True,True
Con El Corazón En La Mano,Liberación,Con La Fuerza Del Destino,album,False,False
Nubes De Algodón,Liberación,Entre Nubes,album,False,False
La Fuerza Del Destino,Liberación,Con La Fuerza Del Destino,album,True,True
Si Estuvieras Conmigo - Dueto Con Grupo Bryndis,Liberación,30 Aniversario Duetos,album,True,True
Por Esa Yegua,Liberación,Con La Fuerza Del Destino,album,True,True
Si Estuvieras Conmigo,Liberación,Si Estuvieras Conmigo,album,True,True
Quién Me Ha Robado Tu Corazón,Liberación,Con La Fuerza Del Destino,album,True,True
Teardrop,Massive Attack,Mezzanine,album,True,True
Unfinished Sympathy - 2012 Mix/Master,Massive Attack,Blue Lines (2012 Mix/Master),album,True,True
Paradise Circus,Massive Attack,Heligoland,album,False,False
Angel,Massive Attack,Mezzanine,album,True,True
Protection,Massive Attack,Protection,album,True,True
Karmacoma,Massive Attack,Protection,album,True,True
Safe From Harm - 2012 Mix/Master,Massive Attack,Blue Lines (2012 Mix/Master),album,True,True
Be Thankful For What You've Got - 2012 Mix/Master,Massive Attack,Blue Lines (2012 Mix/Master),album,True,True
Dissolved Girl,Massive Attack,Mezzanine,album,False,False
Black Milk,Massive Attack,Mezzanine,album,False,False
"Comptine d'un autre été, l'après-midi",Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,True,True
La Valse d'Amélie - Version piano,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,False,False
La valse d'Amélie,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,False,False
I've Never Been There,Yann Tiersen,Cascade Street,album,True,True
Les jours tristes - Instrumental,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,True,True
Mother's Journey,Yann Tiersen,Goodbye Lenin !,album,False,False
La valse d'Amélie - Version orchestre,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,False,False
L'autre valse d'Amélie,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,True,True
Le moulin,Yann Tiersen,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),album,True,True
Le Matin,Yann Tiersen,Les retrouvailles,album,True,True
Band On The Run - 2010 Remaster,Wings,Band On The Run (Standard),album,False,False
Live And Let Die - 2018 Remaster,Wings,Red Rose Speedway (Archive Collection),album,True,True
Silly Love Songs - 2014 Remaster,Wings,Wings At The Speed Of Sound (Archive Collection),album,False,False
My Love - 2018 Remaster,Wings,Red Rose Speedway,album,False,False
Jet - 2010 Remaster,Wings,Band On The Run (Standard),album,True,True
Reception - Remastered 1993,Wings,Back To The Egg,album,True,True
Nineteen Hundred And Eighty Five - 2010 Remaster,Wings,Band On The Run (Standard),album,True,True
Let Me Roll It - 2010 Remaster,Wings,Band On The Run (Standard),album,True,True
Let 'Em In - 2014 Remaster,Wings,Wings At The Speed Of Sound (Archive Collection),album,False,False
Arrow Through Me - Remastered 1993,Wings,Back To The Egg,album,True,True
The Departure,Lang Lang,Voyager - Essential Max Richter,album,True,True
"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",Lang Lang,Piano Book (Encore Edition),album,False,False
