Id,Artist,Track,Album,Album_type,Uri,Danceability_x,Energy_x,Key,Loudness,Speechiness_x,Acousticness_x,Instrumentalness,Liveness_x,Valence_x,Tempo,Duration_ms,Title_x,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Index,Title_y,Top Genre,Year,Beats Per Minute (BPM),Energy_y,Danceability_y,Loudness (dB),Liveness_y,Valence_y,Length (Duration),Acousticness_y,Speechiness_y,Popularity
8657,LP,lost on you,Lost on You,album,spotify:track:2LIh4uzqq9cXMPzzmcToHl,0.433,0.724,5.0,-6.126,0.0372,0.1,0.0,0.0918,0.689,174.006,268105.0,LP – Lost On You (Official Video),Energy TV,52547966.0,309373.0,7721.0,True,True,629760955.0,Lost On You,3/24/2016,QMRSZ1501406,998,48.1,"837,042,727","127,522","22,902,207",70.0,"2,265,062,550","13,313,083","87,300","31,874,280","239,446,479","220,914,117",80.0,"80,796",,105.0,"511,599",13.0,"4,454,935","23,901",,"16,431,621",,0,726,lost on you,la pop,2017,174,72,43,-6,9,69,268,10,4,78
9556,Nirvana,smells like teen spirit,Nevermind (Remastered),album,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1.0,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,Nirvana - Smells Like Teen Spirit (Official Music Video),NirvanaVEVO,1609991619.0,11890310.0,486951.0,True,True,1520672936.0,"Pat O'Brien Pavilion, Del Mar, Ca. December 28, 1991 (Remastered) [Live West Wood One FM Radio Broadcasting]",9/16/2015,ITL771547756,"3,029",25.2,"87,429",11,"11,244",,"1,932,243,086","14,288,920",,,,"712,186,019",,,,,,,,,,,,0,1520,smells like teen spirit,alternative rock,1991,117,91,50,-5,11,72,302,0,6,74
9556,Nirvana,smells like teen spirit,Nevermind (Remastered),album,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1.0,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,Nirvana - Smells Like Teen Spirit (Official Music Video),NirvanaVEVO,1609991619.0,11890310.0,486951.0,True,True,1520672936.0,Nevermind (30th Anniversary Edition Super Deluxe),9/24/1991,USGF19942501,"4,510",19.6,"2,021,910,364","410,054","113,406,994",77.0,"348,081,676","4,710,499","264,172","95,247,745","720,283,921","837,901",287.0,"146,813",287,256.0,"3,993,523",97.0,"691,979,509","317,966","13,047,851","12,775,440",,0,1520,smells like teen spirit,alternative rock,1991,117,91,50,-5,11,72,302,0,6,74
9566,Maroon 5,memories,JORDI (Deluxe),album,spotify:track:4cktbXiXOapiLBMprHFErI,0.775,0.327,11.0,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,Maroon 5 - Memories (Official Video),Maroon5VEVO,901829354.0,9050321.0,265339.0,True,True,1651772677.0,Memories,9/20/2019,USUM71913350,194,109.3,"2,011,072,164","222,804","49,920,599",77.0,"1,290,292,327","11,720,744","2,377,898","155,233,360","1,458,416,059","2,403,585,054",268.0,"765,565",403,445.0,"1,033,541",50.0,"403,824,864","253,642",,"14,241,952",,0,788,memories,pop,2019,91,32,76,-7,8,57,189,84,5,98
9786,Jason Mraz,i'm yours,We Sing. We Dance. We Steal Things.,album,spotify:track:1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11.0,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,242947.0,Jason Mraz - I'm Yours (Official Video) [4K],Jason Mraz,709138850.0,4145040.0,129068.0,True,True,1511693506.0,DDB Hitzone Best Of 2008,1/1/2008,USEE10800667,"2,136",31.1,"1,878,098,512","241,725","103,480,270",72.0,"359,866,287","1,614,148","117,533","21,898,820","175,364,993","1,243,907",230.0,"1,643",257,404.0,"1,238,731",84.0,"1,463,624,043","938,632",,"12,571,538",,0,335,i'm yours,acoustic pop,2008,151,46,69,-8,11,72,242,60,5,82
9788,Jason Mraz,i won't give up,Love Is a Four Letter Word (Deluxe Edition),album,spotify:track:53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4.0,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,240166.0,Jason Mraz - I Won't Give Up (Official Video) [4K],Jason Mraz,175138983.0,1146482.0,34127.0,True,True,736204200.0,Chï¿½ï¿½rie Summer ,1/1/2012,USEE11100768,"3,925",21.5,"850,863,163","91,617","43,046,356",62.0,"21,096,118","126,444","59,874","7,909,056","77,268,402","10,950",70.0,147,27,29.0,"76,256",10.0,"983,589,132","665,589",,"7,898,160",,0,507,i won't give up,acoustic pop,2012,137,30,59,-10,12,14,240,69,4,72
10616,John Legend,all of me,Love In The Future (Expanded Edition),album,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8.0,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,John Legend - All of Me (Official Video),johnlegendVEVO,2242022292.0,12415009.0,246537.0,True,True,1944651744.0,Love In The Future (South Africa Tour Edition),1/1/2012,USSM11303954,487,69.8,"2,382,407,025","259,202","144,805,002",80.0,"3,064,193,777","17,820,289","536,497","59,268,693","643,209,321","1,769,031,393",295.0,"225,220",341,229.0,"2,030,488",107.0,"1,043,817,740","1,278,265",,"28,058,207",,0,530,all of me,neo mellow,2013,120,26,42,-7,13,33,270,92,3,86
10626,The Killers,mr. brightside,Hot Fuss,album,spotify:track:003vvx7Niy0yvhvHt4a68B,0.352,0.911,1.0,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,The Killers - Mr. Brightside (Official Music Video),TheKillersVEVO,507699787.0,2622357.0,93588.0,True,True,1646743223.0,Hot Fuss,1/1/2004,USIR20400274,"3,346",23.7,"2,174,022,106","326,294","118,562,432",81.0,"183,968,852","1,687,112","95,566","41,707,356","294,739,225","3,411,865",293.0,"210,197",217,117.0,"1,001,045",51.0,"782,100,080","350,688",,"8,538,303",,0,9,mr. brightside,modern rock,2004,148,92,36,-4,10,23,223,0,8,77
10687,Mark Ronson,nothing breaks like a heart (feat. miley cyrus),Late Night Feelings,album,spotify:track:02dRkCEc8Q5ch4TTcnLxOn,0.601,0.794,7.0,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099.0,Mark Ronson - Nothing Breaks Like a Heart (Official Video) ft. Miley Cyrus,MarkRonsonVEVO,322682773.0,3798727.0,94493.0,True,True,713211866.0,Nothing Breaks Like a Heart (feat. Miley Cyrus),11/30/2018,GBARL1801571,"1,852",33.7,"942,092,206","129,847","59,476,416",68.0,"561,103,775","5,753,715","247,441","154,388,347","1,462,282,216","1,257,603,748",106.0,"19,349",17,89.0,"1,222,203",32.0,"33,775,179","23,653",,"11,510,830",,0,776,nothing breaks like a heart (feat. miley cyrus),dance pop,2018,114,79,60,-6,39,24,217,1,7,79
10752,Kings of Leon,sex on fire,Only By The Night,album,spotify:track:0ntQJM78wzOLVeCUAW7Y45,0.542,0.905,9.0,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,Kings Of Leon - Sex on Fire (Official Video),kingsofleonVEVO,467784552.0,1966436.0,38342.0,True,True,1044029601.0,Balance Le Son,1/1/2008,USRC10800300,"3,116",24.7,"1,427,050,913","265,075","101,832,484",79.0,"683,904,891","3,402,940","125,835","54,378,617","391,021,166","479,321,742",205.0,"199,456",144,161.0,"1,107,380",74.0,"160,714,276","421,796",,"8,199,199",,0,354,sex on fire,modern rock,2008,153,91,54,-6,14,37,203,0,5,79
10851,Evanescence,bring me to life,Fallen,album,spotify:track:0COqiPhxzoWICwFCS4eZcp,0.331,0.943,4.0,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0,Evanescence - Bring Me To Life (Official Music Video),EvanescenceVEVO,1138778389.0,8394523.0,269265.0,True,True,749278645.0,Fallen,1/1/2003,USWU30200093,"3,963",21.4,"1,129,346,989","229,491","68,545,536",79.0,"1,380,253,721","9,926,891","511,462","98,118,550","906,228,976","720,637,057",91.0,"230,782",277,70.0,"765,734",43.0,,,,"12,505,209",,0,391,bring me to life,alternative metal,2003,95,94,33,-3,24,30,236,1,7,78
11011,Gotye,somebody that i used to know,Making Mirrors,album,spotify:track:4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],gotyemusic,2057215604.0,14580661.0,792986.0,True,True,1318267448.0,Making Mirrors (Deluxe),1/1/2011,AUZS21100040,471,71.0,"1,752,826,514","352,833","87,651,528",74.0,"2,729,174,469","22,532,779","312,945","551,329,120","4,679,645,090","490,308,209",202.0,"301,048",474,115.0,"967,797",71.0,"878,651,542","1,581,901","15,266,983","37,339,828",,0,438,somebody that i used to know,australian pop,2011,129,50,86,-7,10,72,245,59,4,76
11420,Guns N' Roses,sweet child o' mine,Appetite For Destruction,album,spotify:track:7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6.0,-5.321,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067.0,Guns N' Roses - Sweet Child O' Mine (Official Music Video),GunsNRosesVEVO,1479702797.0,7392749.0,231100.0,True,True,1397611294.0,Appetite For Destruction,7/21/1987,USGF18714809,"3,931",21.5,"1,879,386,440","295,491","96,032,046",80.0,"2,007,460,784","11,222,080","623,935","57,957,597","673,282,408","743,526,260",212.0,"145,671",416,215.0,"3,290,536",107.0,"885,046,947","444,606",,"10,345,515",,1,1388,sweet child o' mine,glam metal,1987,125,95,45,-5,11,62,356,9,5,73
11969,Arctic Monkeys,do i wanna know?,AM,album,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5.0,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,Arctic Monkeys - Do I Wanna Know? (Official Video),Official Arctic Monkeys,1449470227.0,8739290.0,161768.0,True,True,1589532270.0,AM,1/1/2013,GBCEL1300362,"1,837",33.9,"2,188,592,950","361,827","91,030,520",81.0,"457,550,865","4,610,448","13,917","12,237,124","71,629,637","56,377",149.0,"2,204",71,103.0,"706,652",34.0,"308,026,596","156,277",,"10,708,249",,0,525,do i wanna know?,garage rock,2013,85,53,55,-8,22,41,272,19,3,82
11969,Arctic Monkeys,do i wanna know?,AM,album,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5.0,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,Arctic Monkeys - Do I Wanna Know? (Official Video),Official Arctic Monkeys,1449470227.0,8739290.0,161768.0,True,True,1589532270.0,Do I Wanna Know?,1/1/2013,GBCEL1300332,"3,432",23.3,"2,188,592,950","11,669","2,167,817",46.0,"1,719,916,219","10,641,718",,,,"276,011,994",7.0,"86,851",,11.0,"5,205",9.0,,,,,,0,525,do i wanna know?,garage rock,2013,85,53,55,-8,22,41,272,19,3,82
12029,Panic! At The Disco,high hopes,Pray for the Wicked,album,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5.0,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,190947.0,Panic! At The Disco - High Hopes (Official Video),Panic! At The Disco,713176007.0,6438254.0,220320.0,True,True,1336763515.0,High Hopes On Saturday Night,5/23/2018,USAT21801174,678,58.7,"1,602,076,880","207,598","99,517,459",75.0,"284,427,491","2,509,207","1,056,148","78,133,371","790,904,602","92,998,956",20.0,"671,056",550,98.0,"987,939",120.0,"324,085,596","488,258",,,,0,746,high hopes,baroque pop,2018,82,90,58,-3,6,68,191,19,6,87
12449,Ed Sheeran,perfect,÷ (Deluxe),album,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8.0,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,3361086287.0,19033010.0,486143.0,True,True,2312689776.0,ýý (Deluxe),3/3/2017,GBAHS1700024,81,167.5,"2,969,999,682","280,165","116,921,604",81.0,"6,473,698,897","39,632,673","6,642,975","601,244,764","7,647,479,866","1,708,317,539",208.0,"263,386",129,343.0,"1,242,581",102.0,"617,483,078","595,052",,,,0,684,perfect,pop,2017,95,45,60,-6,11,17,263,16,2,87
12452,Ed Sheeran,shape of you,÷ (Deluxe),album,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,Ed Sheeran - Shape of You (Official Music Video),Ed Sheeran,5908398479.0,31047780.0,1130327.0,True,True,3362005201.0,Shape of You,1/6/2017,GBAHS1600463,54,195.1,"3,909,458,734","316,378","148,037,882",80.0,"8,013,997,219","45,770,887","2,270,315","194,420,058","2,320,856,331","2,294,804,623",465.0,"402,829",282,512.0,"2,710,931",115.0,"733,565,655","651,557","78,149,375","1,146,246",,0,688,shape of you,pop,2017,96,65,83,-3,9,93,234,58,8,87
12453,Ed Sheeran,photograph,x (Wembley Edition),album,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,4.0,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,Ed Sheeran - Photograph (Official Music Video),Ed Sheeran,1265617910.0,6645829.0,170389.0,True,True,2067689483.0,x (Wembley Edition),1/1/2013,GBAHS1400094,980,48.8,"2,525,355,904","208,671","121,163,411",77.0,"1,884,843,329","9,916,244","1,459,274","502,385,405","4,406,781,129","1,706,776,803",249.0,"89,818",80,234.0,"603,824",54.0,"450,907,868","190,210","35,594,470","17,163,765",,0,578,photograph,pop,2014,108,38,61,-10,10,20,259,61,5,84
12455,Ed Sheeran,thinking out loud,x (Wembley Edition),album,spotify:track:1Slwb6dOYkBlWal1PGtnNg,0.781,0.445,2.0,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,Ed Sheeran - Thinking Out Loud (Official Music Video),Ed Sheeran,3547155867.0,14343730.0,362545.0,True,True,2154334378.0,Piano Moods: 50 Songs,3/28/2017,ITD541500554,693,58.0,"473,328",17,"2,117",7.0,"3,777,105,479","15,214,286",,,,"694,599,255",,,,,,,,,,,,0,566,thinking out loud,pop,2014,79,45,78,-6,18,59,282,47,3,84
12455,Ed Sheeran,thinking out loud,x (Wembley Edition),album,spotify:track:1Slwb6dOYkBlWal1PGtnNg,0.781,0.445,2.0,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,Ed Sheeran - Thinking Out Loud (Official Music Video),Ed Sheeran,3547155867.0,14343730.0,362545.0,True,True,2154334378.0,Full Circle: The Live Anthology,11/20/2011,GBAHS1400099,"3,253",24.1,"2,502,925,593","212,574","119,020,197",76.0,"430,771,444","3,399,564","168,386","63,593,438","548,933,681","25,654,740",360.0,"197,343",100,346.0,"1,160,637",80.0,,,,"26,904,347",,0,566,thinking out loud,pop,2014,79,45,78,-6,18,59,282,47,3,84
12458,Ed Sheeran,happier,÷ (Deluxe),album,spotify:track:2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0.0,-7.355,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,Ed Sheeran - Happier (Official Music Video),Ed Sheeran,397154250.0,3012544.0,92841.0,True,True,1160906130.0,ýý (Deluxe),3/3/2017,GBAHS1700028,"2,287",29.9,"1,322,385,342","109,373","54,954,226",70.0,"696,425,510","4,649,149","1,289,662","34,964,865","223,959,183","137,582,931",37.0,"36,265",6,29.0,"310,000",27.0,"170,123,227","113,215",,,,0,709,happier,pop,2017,90,39,52,-7,14,24,208,54,3,83
12479,Calvin Harris,one kiss (with dua lipa),One Kiss (with Dua Lipa),single,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9.0,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0,"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,864856288.0,5305116.0,101347.0,True,True,1719434482.0,Dua Lipa (Complete Edition),1/1/2015,GBARL1800368,"1,024",47.5,"2,178,606,166","291,456","162,511,602",79.0,"1,256,080,361","8,723,122","1,932,873","174,361,744","1,597,020,461","706,333,060",458.0,"160,995",376,548.0,"3,408,335",103.0,"141,238,520","81,291",,"15,829,169",,0,775,one kiss (with dua lipa),dance pop,2018,124,86,79,-3,8,59,215,4,11,86
12649,Passenger,let her go,All The Little Lights,album,spotify:track:1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7.0,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,Passenger | Let Her Go (Official Video),Passenger,3376086171.0,15361684.0,452077.0,True,True,1785368454.0,Let Her Go,7/27/2012,GBMQN1200012,484,70.1,"2,252,713,547","84,884","25,149,126",69.0,"3,967,431,755","18,261,574",822,"19,565,297","198,665,893","1,802,593,895",153.0,"128,380",,12.0,"16,047",14.0,"992,473,803","965,474","57,076,563",,,0,534,let her go,folk-pop,2013,75,55,48,-7,10,24,253,37,7,76
12649,Passenger,let her go,All The Little Lights,album,spotify:track:1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7.0,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897,252733.0,Passenger | Let Her Go (Official Video),Passenger,3376086171.0,15361684.0,452077.0,True,True,1785368454.0,All The Little Lights,1/1/2012,GBMQN1100004,"3,534",22.9,"2,252,713,547","205,647","46,729,104",73.0,"423,531,195","4,118,839","244,760","66,168,928","641,996,440","78,846,239",192.0,"1,578",288,103.0,"865,488",13.0,,,,"33,584,600",,0,534,let her go,folk-pop,2013,75,55,48,-7,10,24,253,37,7,76
13040,OneRepublic,counting stars,Native,album,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,3721610307.0,16558621.0,475191.0,True,True,1805319715.0,Native (Standard),1/1/2013,USUM71301306,892,51.1,"2,466,006,842","343,135","114,346,295",81.0,"304,524,339","2,956,756","382,991","125,290,160","1,245,061,983","149,045,425",198.0,"237,316",170,138.0,"1,401,001",40.0,"1,394,055,006","1,085,579",,"118,910",,0,596,counting stars,dance pop,2014,122,71,66,-5,12,48,258,7,4,74
13040,OneRepublic,counting stars,Native,album,spotify:track:6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1.0,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,257840.0,OneRepublic - Counting Stars (Official Music Video),OneRepublicVEVO,3721610307.0,16558621.0,475191.0,True,True,1805319715.0,Until the morning 2,8/4/2014,FR0Z50017635,"1,081",46.0,,,,,"4,069,201,723","18,144,051",,,,"399,937,303",,,,1.0,180,,,,,,,0,596,counting stars,dance pop,2014,122,71,66,-5,12,48,258,7,4,74
13099,Chris Stapleton,tennessee whiskey,Traveller,album,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.392,0.37,9.0,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293.0,Chris Stapleton - Tennessee Whiskey (Official Audio),ChrisStapletonVEVO,671203125.0,3204752.0,92614.0,True,True,637878175.0,Tennessee Whiskey,4/28/2015,USUM71418088,661,59.1,"954,073,526","162,233","36,021,163",77.0,"1,153,379,467","6,645,883","148,665","21,371,017","243,324,273","147,427,683",117.0,"14,374",100,24.0,"15,644",34.0,"1,274,748,936","1,291,820",,"5,069,348",,0,633,tennessee whiskey,contemporary country,2015,49,37,39,-11,8,51,293,21,3,78
13461,Sam Smith,stay with me,In The Lonely Hour,album,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0.0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724.0,Sam Smith - Stay With Me (Official Music Video),SamSmithVEVO,1163047373.0,5390380.0,127141.0,True,True,1682210631.0,Full Circle: The Live Anthology,11/20/2011,GBUM71308833,"2,152",31.0,"2,086,460,781","167,759","96,423,336",77.0,"212,889,507","1,603,354","83,399","40,678,590","264,665,397","2,879,491",259.0,"17,500","1,073",271.0,"1,178,331",92.0,"1,143,671,622","717,529",,"12,655,149",,0,592,stay with me,pop,2014,84,42,42,-6,11,18,173,59,4,84
13470,Adele,set fire to the rain,21,album,spotify:track:73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2.0,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974.0,Adele - Set Fire To The Rain Official Video,Yiye Alor,3072498.0,31514.0,1268.0,False,False,925812543.0,More Music 2011,1/1/2011,GBBKS1000348,"1,518",37.7,"1,595,514,674","186,319","52,679,491",77.0,"959,699,985","5,310,150","905,837","343,302,209","3,469,644,756","213,561,924",110.0,"223,542",190,50.0,"528,108",44.0,"1,036,810,838","541,659",,"16,180,523",,0,435,set fire to the rain,british soul,2011,108,68,61,-4,13,47,242,0,3,75
13472,Adele,someone like you,21,album,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9.0,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0,Adele - Someone Like You (Official Music Video),AdeleVEVO,1958083020.0,9737198.0,352687.0,True,True,1468111036.0,21' Sampler,1/18/2011,GBBKS1000351,"1,345",40.5,"1,925,879,064","211,527","80,288,449",75.0,"759,564,393","4,034,527","102,404","46,563,916","401,049,702","188,798,506",249.0,"56,055",118,121.0,"819,281",90.0,"1,114,782,026","1,198,407",,"14,474,611",,0,434,someone like you,british soul,2011,135,33,56,-8,10,28,285,89,3,79
13472,Adele,someone like you,21,album,spotify:track:1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9.0,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0,Adele - Someone Like You (Official Music Video),AdeleVEVO,1958083020.0,9737198.0,352687.0,True,True,1468111036.0,538 Hitzone 58,7/7/2011,NLD141100065,"4,080",21.1,,39,"10,847",,"2,403,713,406","11,349,859",,,,"1,836,056,376",,,,,,,,,,,,0,434,someone like you,british soul,2011,135,33,56,-8,10,28,285,89,3,79
13475,Adele,when we were young,25,album,spotify:track:7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3.0,-5.936,0.0496,0.303,0.0,0.095,0.265,144.361,290900.0,Adele - When We Were Young (Live at The Church Studios),AdeleVEVO,652035959.0,3380740.0,92823.0,True,True,1019157251.0,25,11/20/2015,GBBKS1500217,"2,305",29.8,"1,284,096,603","117,365","41,710,598",71.0,"1,021,758,621","6,306,795","51,713","51,633,844","348,333,229","12,378,383",133.0,"6,508",7,36.0,"1,394,780",22.0,"281,756,710","77,682",,"5,077,728",,0,654,when we were young,british soul,2016,144,59,38,-6,9,27,291,35,5,73
13490,Lady Gaga,shallow,A Star Is Born Soundtrack,album,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7.0,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",LadyGagaVEVO,1410151988.0,7651912.0,194743.0,True,True,2004338878.0,Shallow,9/27/2018,USUM71813192,204,106.9,"2,447,973,078","221,822","90,174,192",78.0,"2,732,311,956","15,274,815","52,698","11,103,476","168,789,459","2,310,840,501",261.0,"228,874",135,158.0,"1,551,217",95.0,"387,105,091","651,760","1,196,386","153,863",,0,727,shallow,dance pop,2018,96,39,57,-6,23,32,216,37,3,88
13491,Lady Gaga,bad romance,The Fame Monster (Deluxe Edition),album,spotify:track:0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0.0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,Lady Gaga - Bad Romance (Official Music Video),LadyGagaVEVO,1651059028.0,8283806.0,880618.0,True,True,879720666.0,The Fame Monster (France FNAC Version),1/1/2009,USUM70918596,"1,624",36.4,"1,229,109,018","166,904","87,537,106",77.0,"2,049,116,263","11,229,749","232,899","87,766,017","687,368,332","1,772,021,815",153.0,"192,196",290,47.0,"370,999",43.0,"343,732,278","842,912",,"6,810,104",,1,375,bad romance,dance pop,2009,119,92,70,-4,8,71,295,0,4,79
13492,Lady Gaga,always remember us this way,A Star Is Born Soundtrack (Without Dialogue),album,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0.0,-5.972,0.0409,0.299,0.0,0.764,0.296,129.976,210200.0,Lady Gaga - Always Remember Us This Way (from A Star Is Born) (Official Music Video),LadyGagaVEVO,428487364.0,2429751.0,48668.0,True,True,903516947.0,A Star Is Born Soundtrack,10/5/2018,USUM71813195,901,50.9,"1,269,760,706","137,601","32,384,233",76.0,"824,308,720","4,676,578","1,213,771","33,512,447","573,562,180","1,951,219,741",88.0,"66,461",4,55.0,"606,748",27.0,"322,220,265","104,680","612,635","9,755,956",,0,760,always remember us this way,dance pop,2018,130,50,55,-6,76,30,210,30,4,81
13494,Lady Gaga,poker face,The Fame,album,spotify:track:5R8dQOPq8haW94K7mgERlO,0.851,0.806,4.0,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,Lady Gaga - Poker Face (Official Music Video),LadyGagaVEVO,1095354937.0,6103722.0,276401.0,True,True,852750053.0,The Fame,1/1/2008,USUM70824409,"3,302",23.9,"1,285,242,562","216,338","88,471,248",77.0,"256,379,013","2,156,909","265,724","129,356,785","1,231,170,484",316,172.0,"287,903",268,98.0,"1,410,983",65.0,"283,521,080","769,916",,"8,551,662",,0,370,poker face,dance pop,2008,119,81,85,-5,12,78,237,12,8,69
13549,Tame Impala,the less i know the better,Currents,album,spotify:track:6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4.0,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,Tame Impala - The Less I Know the Better (Official Audio),tameimpalaVEVO,124534946.0,1242671.0,17041.0,True,True,1192234379.0,Currents,7/17/2015,AUUM71500303,"1,644",36.1,"1,644,031,037","368,350","80,916,788",79.0,"339,312,309","3,947,876","247,174","105,078,099","947,781,800","16,921,302",244.0,"21,428",98,99.0,"587,158",33.0,"62,241,268","53,854",,"7,313,343",,1,618,the less i know the better,australian psych,2015,117,74,64,-4,17,79,216,1,3,85
13560,Avicii,wake me up,True,album,spotify:track:0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,Avicii - Wake Me Up (Official Video),AviciiOfficialVEVO,2221205597.0,11499037.0,620143.0,True,True,1790784163.0,TRUE,1/1/2013,SEUM71301326,436,73.7,"2,325,017,580","347,004","112,575,684",81.0,"3,214,634,614","17,924,466","349,966","33,433,988","360,378,218","351,953,763",302.0,"358,498",230,213.0,"1,715,157",87.0,"311,299,334","837,891",,"28,653,448",,0,523,wake me up,big room,2013,124,78,53,-6,16,64,247,0,5,85
13564,Avicii,hey brother,True,album,spotify:track:4lhqb6JvbHId48OUJGwymk,0.545,0.78,7.0,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093.0,Avicii - Hey Brother,AviciiOfficialVEVO,283392348.0,2710143.0,105982.0,True,True,821756193.0,TRUE,1/1/2013,CH3131340084,"2,663",27.3,"1,007,623,089","168,666","43,769,189",72.0,"936,816,983","7,135,806","82,215","16,452,743","160,676,196","188,246,082",57.0,"81,281",28,51.0,"151,326",13.0,"183,199,524","305,146",,"10,854,307",,0,527,hey brother,big room,2013,125,78,55,-5,8,46,255,3,4,78
