Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)",-1.529515802129903,-2.9635402765128225,1.0,-6.311595591113888,0.035,0.993,0.922,0.137,0.085,-1.731957158608844,254000.0
"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",-2.490077049391065,-2.966538862708229,2.0,-5.708453344976396,0.0491,0.992,0.955,0.104,0.039,-1.8224682439445323,442172.0
"6 Chants polonais, S. 480: No. 2, Frühling (Wiosna, Spring) [After Chopin's Op. 74]",-1.2939064395941464,-2.951686490459104,7.0,-6.127729247497826,0.0384,0.994,0.949,0.0721,0.162,-0.8397571471482398,131333.0
"Ständchen in D Minor (After Schubert), S. 560",-1.692629976193119,-2.9140167513793043,2.0,-4.478129790108503,0.0388,0.993,0.921,0.113,0.0384,-1.4947288882685914,357747.0
"Consolations, S. 172: No. 3, Lento placido",-2.127601107028362,-2.969818566359456,1.0,-6.831142538504855,0.0372,0.986,0.868,0.174,0.0882,-1.72195294604,312813.0
"Consolation No. 3 in D-Flat Major, S. 172",-2.5263246436273348,-2.961853571777906,1.0,-6.068822715738618,0.0405,0.985,0.922,0.111,0.0779,-1.5666848631303094,259573.0
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",-2.0611471842618667,-1.6358693855870812,8.0,-3.151433416737491,0.0367,0.931,0.888,0.0762,0.509,-1.1036520516669304,287987.0
Liebestraum (Love Dream),-1.7167950390172992,-2.3105512795536503,8.0,-1.6300422931770333,0.0425,0.993,0.903,0.1,0.038,-1.6994096697446666,279413.0
En feu,-0.20043734679999373,1.4470520465657148,0.0,1.0601670359144968,0.351,0.0721,0.0,0.25,0.557,0.6469837538344307,205293.0
Cosmo,0.43389555233473565,1.2502698274921327,5.0,0.7060781409648389,0.313,0.00809,0.0,0.111,0.656,0.8587283205364792,183907.0
Le coach (feat. Vincenzo),1.7388089448404653,0.7536289888778525,5.0,0.6038579829120937,0.208,0.155,0.0,0.166,0.834,0.2520201454577116,200187.0
Dingue,1.0803109828815558,0.022723603747402118,0.0,0.7506911760471812,0.185,0.00554,0.0,0.0662,0.917,1.363873459232222,206107.0
Roule,0.11974973562039383,0.21950582282098502,7.0,0.44749579199242806,0.043,0.409,1.71e-06,0.203,0.303,-1.0331493914689298,238893.0
3615 Bonheur,0.2284925183292047,1.3299197733076304,11.0,0.5297916819501469,0.173,0.0617,0.0,0.139,0.546,1.564059104655403,214213.0
No Me Mires Más,0.7540826347551233,1.2924374458650432,0.0,0.7541562661506641,0.0547,0.091,0.0,0.0607,0.71,-0.898768482098244,250867.0
Venga Mi,0.8809492145820692,1.0066346991153157,8.0,1.2669896014661322,0.254,0.0521,0.0,0.0971,0.555,0.38785436949211477,169453.0
Hiro (feat. Indila),-0.9435130286435336,0.45377036933715464,11.0,0.14733236177822268,0.444,0.495,0.0,0.0903,0.466,-0.9529804988564381,281533.0
Musica (feat. Ninho),-0.29105633239066947,-0.14594686974424037,6.0,0.36455019764030633,0.205,0.592,0.0,0.146,0.354,-0.2469061583979377,202760.0
Angel,-0.5387482263385157,-2.6319622373738354,1.0,-1.8357820180713298,0.0355,0.949,1.22e-05,0.106,0.125,-0.11749355729623877,270400.0
Hallelujah,-2.2061375612069476,-1.963839750709719,0.0,-1.1668030599676642,0.0378,0.873,9.27e-06,0.12,0.161,1.8898719734515332,380067.0
Adia,-0.574995820574786,-1.246990238370239,3.0,-0.6323129115054281,0.025,0.722,0.0,0.157,0.251,-1.5075721341339994,244667.0
Building a Mystery,-0.7018624004017321,-0.5535671806823759,2.0,-0.21347014524693372,0.023,0.403,0.0,0.129,0.472,-1.3380074906951835,247307.0
I Will Remember You,-0.09169456409118286,-1.3266401841857367,9.0,-0.8378360682682572,0.0315,0.763,0.000578,0.0778,0.179,0.6573597445730622,291400.0
Don't Let Go,-0.6172846805171014,-0.9611874916205116,7.0,-0.4958749886807891,0.0314,0.786,0.000231,0.101,0.276,-0.29320943954427575,242400.0
Wintersong,-1.7470013675475244,-2.343348316065914,7.0,-1.5971239371939459,0.0356,0.972,1.67e-05,0.129,0.166,-1.351188716714944,210907.0
Midnight Rider,-0.21856114391812886,-0.48797310765784824,7.0,-0.4456311821802873,0.0268,0.209,0.00797,0.227,0.68,-0.8836945672141078,180067.0
Ramblin' Man,-1.6442998505447588,0.26167344119389513,1.0,-0.8826656714820672,0.0338,0.462,0.00266,0.197,0.952,1.986939873781666,288507.0
Melissa,-0.5327069606324707,-1.2844725658128262,4.0,-1.5540268790318774,0.0244,0.478,0.245,0.0857,0.45,-1.271290208225935,235224.0
Little Martha,-0.810605183110543,-2.0434896965252167,11.0,-3.037302011454023,0.0448,0.973,0.935,0.109,0.582,-0.964809804258787,127746.0
Jessica,-1.668464913368939,0.5099938605010355,2.0,-0.7375650233987211,0.0327,0.365,0.735,0.19,0.879,-0.5255369976464119,450600.0
Ain't Wastin' Time No More,-1.0160082171160743,-0.13657628788359358,3.0,-1.2527806081603337,0.0345,0.337,0.0237,0.0998,0.724,-0.98485202741191,221891.0
Blue Sky,-0.7864401202863627,-0.7784611453378992,4.0,-1.2636090147337173,0.0264,0.747,0.747,0.128,0.846,-0.9004921808854435,311704.0
Soulshine,-0.8770591058770385,-0.37552612533008656,10.0,0.241322930835196,0.0274,0.125,0.0117,0.0898,0.559,0.5075331421484522,403507.0
Whipping Post,-1.8497028845502903,0.018038312817078715,4.0,-0.3553222713582645,0.0339,0.329,0.341,0.0879,0.583,-0.7651649270825696,317438.0
Will The Circle Be Unbroken - Live,-1.9221980730228307,0.49125269677974187,7.0,-0.04714582027975476,0.0461,0.2,6.88e-05,0.909,0.312,0.24989087048528918,538760.0
Pa' Madrid,0.0653783442659884,1.4423667556353916,1.0,0.9854510305581472,0.0476,0.239,0.0,0.125,0.934,1.5654448232882505,260185.0
El Adormitar De Los Laureles,-0.25480873815439914,0.8567053893449668,7.0,0.5813348972394549,0.105,0.203,0.0,0.474,0.716,1.6680218001343348,253000.0
Curandero,1.1407236399420062,0.33195280514874614,3.0,0.881714895585128,0.13,0.293,0.0,0.154,0.817,0.6549938834925927,246813.0
Las Costuras Del Alma,-0.25480873815439914,-0.9143345823172776,4.0,-0.6271152763502036,0.0427,0.739,0.000313,0.105,0.289,1.195153766179288,232973.0
Orgullo,0.9594856687606549,1.4329961737747448,7.0,0.6055905279638351,0.0477,0.133,7.36e-06,0.108,0.938,-0.4087986523329442,257744.0
Quiereme,1.2011362970024562,1.4845343740083021,0.0,0.4336354315784965,0.0888,0.42,0.0,0.6,0.881,-0.3913588763683379,229067.0
A Veces,-0.4118816465115697,0.9316700442301412,5.0,0.7517740167045196,0.0548,0.124,0.0,0.109,0.383,1.4990655209733545,259560.0
Vamo Niña Un Poquito,1.0319808572331954,0.8941877167875539,2.0,0.5644425829849756,0.167,0.489,0.0,0.275,0.687,-0.018904746271517774,298173.0
El Licenciao,0.17412112697479926,1.1893610453979284,10.0,0.7981195968386032,0.201,0.156,0.0,0.235,0.793,1.568250058569379,288067.0
Amores Maníos,0.26474011256547497,1.1518787179553411,1.0,1.0597338996515617,0.104,0.214,0.0,0.0651,0.559,1.6015411037731324,258013.0
This Will Be (An Everlasting Love),0.38556542668637594,-0.06161163299841913,8.0,-0.7646360398321812,0.042,0.228,0.00234,0.0295,0.896,0.20723777500596186,171960.0
Unforgettable,-2.0248995900255964,-1.6311840946567577,5.0,-1.2460669960848354,0.028,0.85,0.000138,0.0798,0.142,-1.1801031625815408,210907.0
Starting Over Again,-0.24876747244835412,-1.574960603492877,0.0,-1.173083535780227,0.0325,0.819,5.97e-06,0.193,0.18,-0.17623450812276084,253520.0
Bachata Rosa,0.3070289725077903,-0.9939845281327755,9.0,-0.197444103518325,0.0305,0.77,2e-06,0.205,0.486,-0.29381780382211087,242200.0
Our Love Is Here To Stay,-1.3422365652425066,-2.5256061332554944,0.0,-1.5919263020387213,0.0285,0.863,3.83e-06,0.0715,0.135,-1.7477070338016858,209960.0
L-O-V-E,-0.26689126956648923,-1.4062901300012345,7.0,-0.9718917416467515,0.044,0.543,0.0,0.11,0.589,-1.4101662536495132,151827.0
Route 66,0.27682264397756506,-1.8513927683819573,5.0,-1.8756305542613834,0.0428,0.514,0.000172,0.079,0.651,-1.5406941892605766,181093.0
The Very Thought Of You,-2.7438102090449563,-2.2590130793200927,0.0,-1.8661015564768053,0.0353,0.565,8.25e-05,0.102,0.156,-1.5036177663280712,256960.0
When You Say Nothing At All,-0.9676780914677139,-0.8815375458050138,7.0,-0.6604667685962264,0.0246,0.161,1.18e-06,0.0811,0.418,1.7998340603319394,256827.0
If Tomorrow Never Comes,-0.39979911509947963,-0.6566435811494907,10.0,0.3203702988208995,0.028,0.333,0.0,0.0956,0.27,-1.4059077037046674,214307.0
Life Is A Rollercoaster,0.2043274555050245,0.7255172432959119,0.0,-0.28320508357952673,0.0302,0.1,0.000124,0.334,0.862,-0.054967228740965136,234827.0
It's Only Christmas,-1.0703796084704797,-0.5160848532397887,7.0,0.15079745188170557,0.0277,0.28,3.87e-06,0.116,0.246,0.5905410680575083,204120.0
Lovin' Each Day,-0.4843768349841103,1.231528663770839,1.0,0.2932992823874394,0.0633,0.0178,2.95e-06,0.286,0.829,-0.470851808672124,212973.0
This I Promise You,-0.7562337917561375,-0.7597199816166056,10.0,-0.23209500455315396,0.0261,0.255,6.46e-06,0.166,0.382,-1.2718309764728992,235667.0
Father And Son - New Steve Mac,-0.08565329838513781,-1.0080404009237456,9.0,-0.15239793217304776,0.0308,0.464,0.0,0.218,0.302,-1.644217510538849,200973.0
Life Is A Rollercoaster - 2020 Version,0.5124320065133213,0.43971449654618444,0.0,-0.07919790373697144,0.035,0.0139,0.0,0.232,0.421,-0.05334492400007148,204547.0
The Way You Make Me Feel,-0.7320687289319573,-0.13189099695327017,2.0,-0.48591285463327594,0.0306,0.145,0.0136,0.0724,0.485,0.7232996726873003,232360.0
Iris,-1.100585937000705,-0.1553174516048872,1.0,0.15123058814464088,0.03,0.0208,0.00105,0.0991,0.267,1.1661550689358147,248267.0
Doctor My Eyes,-0.8528940430528582,-0.04755576020744892,5.0,-0.17123935961073591,0.0294,0.266,5.7e-05,0.0857,0.542,-1.5201449958759248,199907.0
Running on Empty,-0.4843768349841103,0.3506939688700398,9.0,-1.2727048762553603,0.0383,0.0635,0.0201,0.719,0.588,0.5398440449045836,291893.0
These Days,-0.9012241687012187,-1.3078990204644432,5.0,-0.8051342804166374,0.0284,0.516,0.00363,0.114,0.28,0.5950024060949649,284840.0
The Pretender,-0.007116844206552182,-0.5020289804488185,7.0,-0.07811506307963306,0.0306,0.158,0.0,0.228,0.63,-0.5890096706338737,351000.0
The Load-Out - Remastered,-0.6354084776352366,-1.4859400758167323,7.0,-0.8865638978484852,0.0343,0.739,0.000983,0.129,0.305,-0.5037034796752194,335257.0
Will The Circle Be Unbroken - Live,-1.9221980730228307,0.49125269677974187,7.0,-0.04714582027975476,0.0461,0.2,6.88e-05,0.909,0.312,0.24989087048528918,538760.0
Late for the Sky - Remastered,-1.81345529031402,-1.439087166513498,0.0,-0.4566761568851391,0.0293,0.613,0.000305,0.0846,0.213,1.513869051734008,341691.0
Take It Easy,-0.5447894920445608,-0.3520996706784696,7.0,-0.5636608138301733,0.0275,0.044,2.1e-06,0.5,0.367,0.5991595619935053,231553.0
Deal With It (feat. Kelis),0.5486796007495915,0.24761756840292493,1.0,0.5044532105684283,0.128,0.141,0.0,0.657,0.49,-1.2717295824265933,191149.0
Bounce (feat. Kelis) - Radio Edit,0.9534444030546098,1.5313872833115363,2.0,1.189025074137767,0.0399,0.0334,0.493,0.664,0.759,0.24786298955917213,222187.0
FEED THEM,1.7025613506041952,0.4303439146855376,10.0,0.19476078256964463,0.177,0.0498,0.00968,0.0495,0.814,-0.6300066633568724,93625.0
Caught Out There,1.3702917367717176,0.25698815026357175,7.0,0.18198326281305144,0.093,0.0512,0.00803,0.0723,0.922,-0.9332086598267977,291707.0
Acapella,0.40368922380451044,0.9691523716727284,11.0,0.6244319554015233,0.0475,0.0664,0.00154,0.109,0.787,0.2501612546087708,248120.0
Paper Bag,0.5305558036314565,-0.8909081276656606,0.0,-0.4956584205493216,0.037,0.716,2.39e-05,0.11,0.843,0.6889946870204875,219267.0
Criminal,-0.15814848685767838,0.7864260253901162,7.0,-0.06403813453423374,0.0326,0.0129,1.97e-05,0.299,0.586,-1.0396724084479392,341533.0
Across the Universe,-0.2608500038604442,-0.7269229451043417,4.0,-0.6344785928201049,0.0317,0.431,0.00299,0.0951,0.548,0.31343113950362134,307333.0
Under The Table,0.11370846991434878,-0.6660141630101375,0.0,-0.11363223664033284,0.0602,0.295,4.8e-06,0.248,0.547,-0.02546156126596279,201352.0
I Know,-1.7953314931958848,-1.9919514962916594,0.0,-1.4310161803582349,0.0287,0.944,0.0031,0.118,0.199,0.8706252219696989,295133.0
I Want You To Love Me,-0.5629132891626959,-0.6191612537069036,9.0,-0.26111513416982324,0.09,0.559,0.0414,0.0936,0.712,0.7017027408241541,237713.0
The First Taste,0.3674416295682408,0.435029205615861,6.0,-0.5799034236902493,0.0528,0.259,0.0105,0.123,0.536,-1.0383204878305283,286960.0
Get Gone,0.4278542866286906,-1.106431510460537,10.0,-0.4659885865382492,0.0349,0.212,1.55e-05,0.559,0.328,0.3251590508596649,247600.0
Shadowboxer,-1.952404401553056,-0.5441965988217291,2.0,0.06893469818692223,0.0303,0.265,0.0,0.165,0.223,-1.570808221013414,324267.0
Sleep to Dream,0.6272160549281772,-0.28650559765394246,2.0,-0.4664217228011847,0.0511,0.0301,4.84e-05,0.136,0.757,0.7959316078577239,248560.0
Por Enquanto - Ao Vivo,-1.2697413767699663,-1.08300505580892,7.0,-0.6721614476954813,0.0453,0.63,0.0,0.71,0.299,0.7615252281446057,143839.0
Relicário - Ao Vivo,-1.940321870140966,0.29915576863648236,2.0,0.22702943415832907,0.036,0.53,0.0,0.186,0.398,1.5228255258243577,246493.0
Malandragem - Ao Vivo,0.3130702382138354,1.339290355168277,0.0,0.23439275062823017,0.0986,0.281,0.0,0.768,0.775,0.4951968665145736,240799.0
O Segundo Sol - Ao Vivo,-1.1912049225913806,0.3600645507306866,0.0,0.04532877185694503,0.0504,0.533,0.0,0.741,0.459,1.047659226819712,257106.0
Palavras Ao Vento,-1.3603603623606417,-0.7831464362682226,9.0,0.5718058994548769,0.0305,0.253,0.0,0.112,0.119,-1.6457046232180013,213573.0
O Segundo Sol,-0.7139449318138221,0.7395731160868821,0.0,0.7335822936612345,0.0336,0.218,0.0,0.265,0.446,0.8543683765453279,253159.0
Malandragem,-0.47833556927806525,0.24293227747260152,2.0,0.3753786042136905,0.0322,0.11,0.0,0.168,0.214,0.41861056353822235,250373.0
Luz Dos Olhos - Ao Vivo,-0.7562337917561375,0.6083849700378269,7.0,0.021722845526967828,0.0401,0.628,3.88e-06,0.797,0.306,-0.7969688596071711,249942.0
All Star,-2.6048610978059203,-1.3313254751160601,9.0,-0.6104395302271922,0.0308,0.537,0.0,0.165,0.174,-2.410519914503024,199173.0
As Coisas Tão Mais Lindas,-0.7199861975198671,0.08831767677192975,3.0,0.44792892825536357,0.0264,0.166,0.0,0.0742,0.466,-0.9994865680953878,219159.0
Let You Break My Heart Again,-1.946363135847011,-2.315236570483974,2.0,-1.628309748125292,0.0369,0.965,0.113,0.111,0.123,-1.4823588146192779,269067.0
"The Flower Duet (From ""Lakmé"")",-1.8194965560200649,-1.6171282218657874,11.0,-1.160089447892166,0.0394,0.963,0.000457,0.102,0.0783,-0.6193940865101932,230933.0
"Violin Concerto in D Major, Op. 61: II. Larghetto",-2.490077049391065,-2.7921991871908958,7.0,-4.236006619127636,0.047,0.931,0.0588,0.0869,0.0514,-0.8337411004007594,486000.0
Nella Fantasia,-2.7558927404570466,-1.9357280051277785,8.0,-1.36517946839206,0.0403,0.973,0.00129,0.0771,0.081,-0.9839394809951574,311333.0
The Sorcerer's Apprentice,-1.6322173191326688,-2.0153779509432765,1.0,-3.257551801156654,0.0597,0.797,0.255,0.0738,0.0839,0.3314792797460623,577440.0
"Turandot, SC 91 / Act 3: Nessun dorma",-2.248426421149263,-1.8560780593122808,2.0,-0.967560379017398,0.0348,0.979,0.0117,0.0935,0.0697,-1.6620628626886786,195853.0
"Puccini: Gianni Schicchi: ""O mio babbino caro""",-2.4115405952124793,-2.5227949586973004,8.0,-1.977417576051193,0.0396,0.974,0.0711,0.152,0.0885,-1.3022491903646543,155160.0
"Symphony No. 5 in C Minor, Op.67 - I. Allegro con brio",-1.6322173191326688,-1.893560386754868,0.0,-1.6118505701337482,0.0437,0.983,0.839,0.218,0.202,-1.1985906770246406,395680.0
"Tannhäuser, WWV 70 / Act 2: ""Dich, teure Halle, grüß ich wieder""",-2.345086672445984,-1.893560386754868,4.0,-1.1845616467480142,0.0477,0.983,0.000319,0.0856,0.0396,1.7451826693730859,221187.0
Andrea Chenier (1997 Digital Remaster): La mamma morta,-2.3330041410338938,-2.305865988623327,2.0,-0.7986372364726071,0.0449,0.975,7.53e-05,0.163,0.0387,-1.4184467674311578,292600.0
Fall in Love at Christmas,-0.33334519233298476,0.07426180398095955,7.0,0.38620701078707453,0.0325,0.33,0.0,0.354,0.267,-0.018194987947376798,308000.0
TOGETHER,-1.402649222302957,0.702090788644295,0.0,0.6980651201005347,0.138,0.216,8.23e-06,0.198,0.482,1.9432390398238455,206104.0
I Smile,0.7480413690490781,0.5474761879436227,1.0,1.1277362929324135,0.164,0.223,0.0,0.705,0.589,0.7925518063141949,307973.0
Love Theory,0.7117937748128079,0.14922645886613398,1.0,0.4659040831671809,0.246,0.184,0.0,0.0869,0.742,-0.7946029985267015,251715.0
Fear is Not My Future (feat. Brandon Lake & Chandler Moore),-1.1368335312369753,0.23824698654227863,3.0,0.05572404216739371,0.12,0.547,0.0,0.185,0.385,0.5785089745625467,625062.0
Kingdom (feat. Naomi Raine & Chandler Moore),-1.408690488009002,0.6833496249230013,5.0,0.2984969175426637,0.155,0.212,0.0,0.282,0.463,-1.235971282096064,565834.0
Brighter Day,-0.07357076697304771,1.1190816814430773,5.0,0.37862712618570565,0.0951,0.109,0.0,0.7,0.725,-1.2371204146208634,340133.0
Looking for You,1.1407236399420062,0.3928615872429504,1.0,0.6112212993819948,0.0503,0.0138,0.0,0.221,0.805,0.046528211611190154,246560.0
Imagine Me,0.0653783442659884,0.3788057144519802,0.0,-0.1497991145954355,0.039,0.138,0.00149,0.0685,0.77,1.1266451888919693,318840.0
Bless Me,0.28890517538965516,1.2736962821437496,5.0,0.2991466219370668,0.175,0.183,0.0,0.868,0.47,0.5221676828319296,272349.0
Ay Amor - Reggaeton,-0.20043734679999373,0.631811424689444,8.0,0.5393206797347248,0.0954,0.202,9.12e-06,0.117,0.657,2.006272338610648,233013.0
Honor Him,-2.5806960349817403,-2.4651658802543226,6.0,-3.510286810579438,0.0396,0.859,0.888,0.117,0.0395,-1.7753538104277478,79840.0
"Now We Are Free - From ""Gladiator"" Soundtrack",-2.0248995900255964,-1.963839750709719,9.0,-2.4233313587431478,0.0336,0.602,0.099,0.104,0.0389,0.5954417802956237,254307.0
"Elysium - From ""Gladiator"" Soundtrack",-3.0277496972290736,-2.6361789992111264,9.0,-3.8264762825222514,0.0436,0.709,0.765,0.137,0.0378,-1.1136562642357744,161493.0
"The Wheat - From ""Gladiator"" Soundtrack",-2.6109023635119657,-2.8413947419592915,11.0,-5.601035551768428,0.0376,0.984,0.831,0.104,0.0855,-1.3171879131870492,63267.0
Earth,-3.223486706104933,-2.744409219701597,4.0,-4.780675469768854,0.0387,0.755,0.95,0.112,0.0912,1.6710636215235104,181867.0
Maximus,-1.1187097341188401,-2.9637745410593386,2.0,-4.751871908283651,0.0827,0.778,0.556,0.11,0.15,1.7974006032205987,69000.0
The Battle,-1.3301540338304163,-1.214193201857975,0.0,-1.4513735847161968,0.0387,0.664,0.913,0.117,0.103,-1.226034665558091,602227.0
Not Yet,-3.180593719592013,-2.9229188041469185,4.0,-5.092317010950846,0.0478,0.962,0.319,0.102,0.0366,-1.139173765889413,92907.0
Progeny,-2.5927785663938305,-2.904177640425625,2.0,-6.103040480510511,0.0391,0.812,0.963,0.121,0.0357,-0.6939863065758635,133600.0
I'm So Excited,-0.18835481538790363,1.0862846449308134,5.0,0.38620701078707453,0.048,0.0962,0.000322,0.442,0.798,2.154307646217189,230640.0
Jump (Original Mix),1.3582092053596273,0.8895024258572306,10.0,-0.06360499827129841,0.098,0.0867,0.0,0.12,0.813,0.4679894640891714,262560.0
Slow Hand,1.2373838912387265,-0.3661555434694398,6.0,-0.032635755471420114,0.0322,0.403,1.94e-05,0.0631,0.359,-0.332482733480075,231960.0
Fire,0.17412112697479926,-0.09909396044100635,1.0,-0.37178144934980834,0.0342,0.201,0.00235,0.0805,0.637,-0.07818646534500458,210640.0
He's so Shy,1.5092408480107535,0.46782624212812485,0.0,-0.06078961256221859,0.0675,0.22,0.000725,0.0894,0.967,-0.18448122388896993,218320.0
Neutron Dance,0.7903302289913935,0.9504112079514347,9.0,0.15946017714041283,0.0503,0.0236,0.0,0.263,0.864,-0.5344596737213271,253413.0
Automatic,1.098434779999691,0.09300296770225315,5.0,0.018474323554952495,0.0556,0.0934,0.0,0.324,0.926,-0.34012108496844895,287013.0
Happiness,0.03517201573576315,0.9691523716727284,11.0,-0.013361191770796437,0.0952,0.16,0.000192,0.0554,0.494,-0.46608628849574935,239933.0
Santa Claus Is Coming To Town,-1.3482778309485515,0.7629995707384992,3.0,-0.6037259181516944,0.0468,0.0623,0.0,0.56,0.689,1.0243047981539313,201160.0
"I'm So Excited - 12"" Remix",-0.0977358297972279,0.3085263504971292,5.0,-0.0956570817285153,0.0348,0.0121,0.0132,0.103,0.864,2.108781719425862,338653.0
Freed From Desire,0.5003494751012312,1.0534876084185496,2.0,0.7350982705815081,0.0493,0.587,0.0615,0.0992,0.636,0.2833171077507844,213394.0
Freed from Desire - Xtm Remix Edit,-0.061488235560957616,1.3533462279592474,0.0,0.41349459535200217,0.045,0.0246,0.171,0.152,0.501,0.5200722058749426,213907.0
Freed From Desire - Full Vocals Mixx,0.7842889632853485,0.9363553351604645,0.0,0.6777077157425728,0.0815,0.287,0.216,0.0758,0.647,0.28324951171991347,255530.0
Come Into My Life - Molella And Phil Jay Edit Mix,0.22245125262315965,0.9129288805088476,5.0,0.2356921594170363,0.0299,0.000431,0.0342,0.177,0.695,0.2859195549393011,204460.0
Let a Boy Cry,0.4278542866286906,0.6224408428287971,4.0,0.3212365713467703,0.0362,0.00269,0.0635,0.113,0.828,0.2828777335501255,203285.0
Galamegamix - Clap Mix F Edit,0.8084540261095287,1.4423667556353916,0.0,0.39053837341642805,0.046,0.00803,0.0339,0.146,0.693,0.28463523035275995,193698.0
Faraway,0.0532958128538983,0.13985587700548718,8.0,0.03190154770594876,0.0352,7.36e-05,0.00313,0.418,0.906,-0.8325243718450892,199186.0
Suddenly - Radio Edit,0.6695049148704926,1.1331375542340474,4.0,0.5081348688033787,0.0317,0.0023,0.0167,0.259,0.906,0.38400139573249237,181394.0
Come Into My Life - Video Edit,0.7540826347551233,0.1679676225874276,5.0,-0.827873934220744,0.0402,0.0269,0.00012,0.124,0.484,0.28470282638363087,215902.0
Salt Shaker,1.587777302189339,0.28509989584551215,11.0,0.3450590658082151,0.128,0.0509,0.0,0.094,0.322,-0.6300742593877429,252440.0
Badd,-0.21856114391812886,0.28509989584551215,1.0,0.3225359801355763,0.357,0.0339,0.0,0.255,0.402,0.42482939837831435,225187.0
Wait (The Whisper Song),1.8837993217855467,-0.576993635333993,7.0,-1.2101166862612003,0.347,0.00112,0.00248,0.107,0.595,-0.6283167625851084,179160.0
Say I Yi Yi,0.9715682001727449,-0.04287046927712552,8.0,0.23959038578345454,0.115,0.00233,1.27e-05,0.201,0.485,-0.8665927714038545,272507.0
Shake,1.7931803361948708,0.21013524096033823,1.0,0.046844748777218725,0.309,0.337,0.0,0.644,0.843,-0.08832586997558942,241587.0
What's Happenin!,1.2555076883568614,0.22419111375130843,6.0,0.24738683851629115,0.0606,0.102,0.0,0.348,0.731,-0.42661020646733844,259733.0
Whistle While You Twurk (ColliPark Mix),1.8958818531976367,-0.13189099695327017,1.0,0.08214535420645075,0.085,0.00155,0.0,0.342,0.0664,-0.6291617129709902,265440.0
Dangerous,1.0803109828815558,0.6880349158533248,11.0,0.8106805484637288,0.0966,0.169,0.0,0.206,0.889,-0.18968611826600343,260427.0
Naggin',0.5245145379254114,1.0206905719062858,1.0,0.40959636898558394,0.0322,0.000682,0.0,0.278,0.914,-0.6963183696408981,263227.0
Bedroom Boom,0.5486796007495915,-0.3661555434694398,8.0,-0.4510453854669794,0.147,0.125,0.0,0.113,0.48,1.0260960929720022,277720.0
為你寫下這首情歌,-1.7107537733112541,0.2663587321242185,2.0,0.4557253809882,0.0345,0.2,0.0,0.0732,0.515,1.0008151774264098,241000.0
突然好想你,-0.9616368257616688,-0.801887599989516,2.0,0.24478802093867888,0.0262,0.226,7.7e-06,0.196,0.409,0.659218635422003,265867.0
後來的我們,-0.8045639174044978,-0.16000274253521057,0.0,0.8485799714705728,0.0277,0.0119,0.0,0.0825,0.225,-1.4396719211245155,346282.0
我不願讓你一個人,-0.9012241687012187,-0.6051053809159334,7.0,0.10640098493083101,0.0255,0.433,0.0,0.414,0.408,0.7908281075269958,265507.0
玫瑰少年,-0.6776973375775519,0.3225822232880994,6.0,0.036232910335302286,0.0371,0.029,0.0,0.132,0.369,-0.8323553817679125,235333.0
倔強,-0.9676780914677139,0.20544995003001482,9.0,0.5687739456143294,0.0343,0.0516,2.94e-06,0.156,0.66,1.1942412197625356,261618.0
私奔到月球,-0.6535322747533717,0.21013524096033823,7.0,0.6744591937705575,0.0556,0.376,0.0,0.0768,0.616,2.1518065930749777,226787.0
你不是真正的快樂,-1.3241127681243714,0.24293227747260152,5.0,0.6211834334295081,0.0299,0.0761,6.75e-06,0.327,0.431,1.46935706540574,299907.0
因為你 所以我,-0.9133067001133087,0.22887640468163184,11.0,0.15577851890546218,0.0363,0.188,0.0,0.112,0.488,1.0644906385064836,281800.0
你的神曲,-0.574995820574786,1.0066346991153157,0.0,0.46070644801195654,0.0479,0.0536,0.0,0.43,0.609,0.4881668793040348,210222.0
You Can't Hurry Love,0.0532958128538983,0.3506939688700398,10.0,-0.3735139944015496,0.0472,0.299,0.0,0.0813,0.659,-0.8008556313822285,167933.0
Baby Love,-0.15814848685767838,0.03209418560804892,5.0,-0.35943706585615043,0.0365,0.76,0.0,0.538,0.73,0.5078373242873703,158040.0
Where Did Our Love Go,-0.33334519233298476,-0.6847553267314311,0.0,-0.7042135311526984,0.0414,0.791,1.42e-05,0.0919,0.847,0.484212511498107,153333.0
Stop! In The Name Of Love - Single Version,-0.05544696985491257,-0.9002787095263074,0.0,-1.1124444589692766,0.0293,0.531,0.0,0.126,0.503,-0.19083525079080324,172907.0
Come See About Me,0.6695049148704926,-0.6097906718462567,7.0,-0.8921946692666449,0.0462,0.688,1.04e-06,0.146,0.867,0.19324539661575457,163093.0
You Keep Me Hangin' On,0.3674416295682408,-0.11314983323197655,8.0,0.13238916070695272,0.0381,0.284,0.0,0.0783,0.845,0.23792637302119898,163280.0
I Hear A Symphony,-0.6052021491050112,-0.14126157881391696,10.0,-0.043680730176271866,0.0277,0.322,0.000257,0.0888,0.433,-1.6975845769111613,162533.0
My Favorite Things - Stereo,-1.5597221306601283,-0.8627963820837202,0.0,-0.5861838995028119,0.0286,0.182,0.0,0.374,0.26,-1.311509846593922,168800.0
