Artist,Stream,Views,Likes,Comments,Licensed,official_video
Camilo,31400753.0,15736532.0,152209.0,3756.0,True,True
Camilo,205577936.0,171403894.0,3018400.0,80704.0,True,True
Camilo,290126900.0,129179970.0,897239.0,13226.0,True,True
Camilo,268237254.0,174663952.0,1630182.0,32142.0,True,True
Camilo,13702635.0,6825015.0,112136.0,1984.0,True,True
Camilo,89466323.0,24706293.0,557112.0,17598.0,False,False
Camilo,530878132.0,794818462.0,4767981.0,102284.0,True,True
Britney Spears,190102352.0,15181510.0,165238.0,6585.0,True,True
Britney Spears,893129259.0,593978662.0,3931975.0,155815.0,True,True
Britney Spears,424168867.0,294678986.0,1776186.0,72030.0,True,True
Britney Spears,588819207.0,790774922.0,4595411.0,175028.0,True,True
Britney Spears,581869840.0,398575571.0,2519778.0,100903.0,True,True
Britney Spears,260444233.0,1189091.0,7582.0,295.0,False,False
Britney Spears,423188557.0,355445991.0,1489871.0,69084.0,True,True
Britney Spears,262573012.0,215417979.0,1012974.0,46266.0,True,True
Britney Spears,187278764.0,200917975.0,2725163.0,122790.0,True,True
Britney Spears,145511234.0,127036180.0,802449.0,42897.0,True,True
Farruko,1174282383.0,518925108.0,4581525.0,91974.0,True,True
Farruko,628424773.0,986386304.0,3786939.0,81763.0,True,True
Farruko,396374422.0,1202913849.0,3283909.0,54002.0,False,True
Farruko,569523901.0,567182812.0,2193036.0,30404.0,True,True
Farruko,1048932845.0,2661002503.0,12824730.0,365438.0,True,True
Farruko,529555988.0,496745873.0,9294232.0,318569.0,True,True
Farruko,290126900.0,129179970.0,897239.0,13226.0,True,True
Farruko,195678858.0,528082104.0,1592808.0,25210.0,True,True
Farruko,89466323.0,24706293.0,557112.0,17598.0,False,False
Farruko,13182610.0,10487689.0,86026.0,1945.0,True,True
Disney,528853212.0,20369344.0,462099.0,6079.0,True,True
Disney,266083896.0,154690126.0,807784.0,0.0,True,True
Disney,205824087.0,239113558.0,801663.0,0.0,True,True
Disney,121359658.0,228093498.0,1681967.0,72180.0,True,True
Disney,233844328.0,320120240.0,722050.0,0.0,True,True
Disney,101142300.0,43190273.0,179776.0,0.0,True,True
Disney,193227242.0,1548721.0,23313.0,0.0,False,False
Disney,244111564.0,14170.0,141.0,0.0,True,True
Disney,117809204.0,47339991.0,105691.0,0.0,False,False
Disney,147021007.0,31222205.0,322458.0,11634.0,True,True
Chris Brown,646937556.0,83793080.0,1357047.0,42849.0,True,True
Chris Brown,139674263.0,2242438.0,55241.0,1505.0,True,True
Chris Brown,866702211.0,445294846.0,3501617.0,121415.0,True,True
Chris Brown,381634599.0,89848525.0,873194.0,15899.0,False,True
Chris Brown,581510489.0,161055631.0,1813108.0,56309.0,True,True
Chris Brown,349456576.0,310110524.0,1069833.0,54530.0,True,True
