Track,Artist,Stream,Views
"I've Got a Dream - From ""Tangled""/Soundtrack Version",Mandy Moore,108989979.0,48212044.0
Only Hope,Mandy Moore,78495521.0,3120040.0
I Wanna Be With You,Mandy Moore,32225504.0,22850204.0
Cry,Mandy Moore,47060191.0,2427622.0
"When Will My Life Begin (Reprise 1) - From ""Tangled""/Soundtrack Version",Mandy Moore,13408900.0,5060715.0
"When Will My Life Begin (Reprise 2) - From ""Tangled""/Soundtrack Version",Mandy Moore,17421408.0,5060715.0
Candy,Mandy Moore,25343174.0,17874669.0
Não vá me enganar - Ao Vivo,Belo,2331173.0,13152382.0
Perfume / Intriga da Oposição / Desse Jeito é Ruim pra Mim - Ao Vivo,Belo,30371599.0,29250439.0
Pura Adrenalina - Ao Vivo,Belo,24886358.0,11304026.0
Reinventar,Belo,14450614.0,52089829.0
Perfume - Ao Vivo,Belo,994041.0,72020000.0
Desse Jeito é Ruim pra Mim - Ao Vivo,Belo,11128930.0,29250439.0
Perfume - Ao Vivo,Belo,14521024.0,72020000.0
Pra Ver O Sol Brilhar (Ao Vivo),Belo,11308872.0,3822367.0
Dom de Sonhar / Encaixe Perfeito / Só Me Dá Prazer,Belo,,2617126.0
Supera / Luz das Estrelas / Ainda É Cedo pra Dizer Bye Bye / Desafio - Ao Vivo,Belo,1522354.0,517991.0
Real Talk,Outlawz,14823445.0,221899.0
Soldiers Prayer AM,Outlawz,2380657.0,2729.0
Baby Don't Cry (Keep Ya Head Up II),Outlawz,8018242.0,12765774.0
Still I Rise,Outlawz,3614811.0,14653.0
World Wide Remix - Feat. 2Pac & T-Low,Outlawz,1749932.0,87902.0
Killuminati,Outlawz,2465934.0,13230.0
Letter To The President,Outlawz,2329131.0,39136.0
U Can Be Touched,Outlawz,1750226.0,418768.0
Kangen,Dewa 19,87878923.0,29903968.0
Separuh Nafas,Dewa 19,25842497.0,21473115.0
Kamulah Satu-Satunya,Dewa 19,4868070.0,12854424.0
Selimut Hati,Dewa 19,28496595.0,17616977.0
Aku Milikmu,Dewa 19,29636454.0,15558672.0
Roman Picisan,Dewa 19,19365077.0,31151827.0
Aku Cinta Kau Dan Dia,Dewa 19,9166195.0,8312874.0
Dewi,Dewa 19,17583499.0,24737399.0
Cinta 'kan Membawamu Kembali,Dewa 19,24514434.0,4050435.0
Larut,Dewa 19,13810615.0,15854550.0
Feel so Good,Mase,120443180.0,7344165.0
What You Want (feat. Total),Mase,85458315.0,19975260.0
All I Ever Wanted,Mase,34207902.0,4565976.0
Welcome Back,Mase,23548197.0,8197484.0
What You Want (feat. Total),Mase,13099909.0,19975260.0
Lookin' at Me (feat. Puff Daddy),Mase,10061868.0,14135.0
"Breathe, Stretch, Shake (feat. P. Diddy)",Mase,8180179.0,612044.0
"Take Me There - From ""The Rugrats Movie"" Soundtrack",Mase,8443052.0,980948.0
Keep It On,Mase,3856224.0,368172.0
"24 Hrs. to Live (feat. The Lox, Black Rob & DMX)",Mase,,4662410.0
Ya No Me Mires Así,Banda Cuisillos,41706818.0,18167069.0
Mil Heridas,Banda Cuisillos,40805463.0,754665.0
Perdóname,Banda Cuisillos,29537657.0,165450.0
Vanidosa,Banda Cuisillos,23959284.0,453706.0
Descontrolado,Banda Cuisillos,15534794.0,1588941.0
Cómo Sufro,Banda Cuisillos,,3191070.0
A Veces Lloro,Banda Cuisillos,15601684.0,15887036.0
No Se Lo Digas A Ella,Banda Cuisillos,15696290.0,564831.0
Acuérdate De Mi,Banda Cuisillos,17806164.0,9729957.0
Pequeña Orgullosa,Banda Cuisillos,12022057.0,5803834.0
"Gundellonaa (From ""Ori Devuda"")",Leon James,21040555.0,53007609.0
"Almost Padipoyindhe Pilla (From ""Das Ka Dhamki"")",Leon James,6450060.0,6435262.0
"Kadhaippoma (From ""Oh My Kadavule"")",Leon James,47118409.0,71405078.0
Marappadhilai Nenje - Additional Song,Leon James,13851352.0,28012927.0
Kadhaippoma Reprise - Background Score,Leon James,4251280.0,225941.0
"Avunanavaa (From ""Ori Devuda"")",Leon James,4366511.0,7647027.0
"Thimiru Kaattaadha Di - From ""LKG""",Leon James,4669864.0,5381171.0
Nee Tholaindhaayo,Leon James,,3802884.0
Kanne Kanne - Madras Gig,Leon James,5913657.0,2861922.0
"Haiyo Haiyo (From ""Oh My Kadavule"")",Leon James,,2215255.0
Y Te Amo,Los Yonic's,30000262.0,1756597.0
Pero Te Vas A Arrepentir,Los Yonic's,59059352.0,62741840.0
Palabras Tristes,Los Yonic's,41179260.0,13333781.0
Un Dolor,Los Yonic's,24851845.0,579660.0
"Ni Tu Amigo, Ni Tu Amante",Los Yonic's,23308863.0,1578136.0
Perdón Por Tus Lágrimas,Los Yonic's,21330080.0,11175.0
La nena,Banda Pequeños Musical,23516010.0,13214943.0
Reencuentro,Banda Pequeños Musical,43721561.0,31787751.0
Un loco solitario,Banda Pequeños Musical,30670352.0,21353311.0
Ganas de Ti,Banda Pequeños Musical,26528528.0,1972853.0
Por Mis Defectos,Banda Pequeños Musical,23075347.0,50400062.0
Ninguna de las dos,Banda Pequeños Musical,13507706.0,20252930.0
Mentira,Banda Pequeños Musical,17031416.0,10282647.0
Recuerdos,Banda Pequeños Musical,11175528.0,10752236.0
Regresando,Banda Pequeños Musical,12555486.0,4316815.0
Thendral Vanthu Theendumbothu,Ilaiyaraaja,20006525.0,18177095.0
Ennai Thottu,Ilaiyaraaja,9334800.0,9289903.0
Valaiyosai,Ilaiyaraaja,3513904.0,18826969.0
"Unna Nenachu (From ""Psycho (Tamil)"")",Ilaiyaraaja,,77179288.0
Nila Adhu Vanathumele,Ilaiyaraaja,4816441.0,2697670.0
Ennai Thalatta Varuvala (Duet),Ilaiyaraaja,6848767.0,2085082.0
"Per Vachaalum Vaikkaama (From ""Dikkiloona"")",Ilaiyaraaja,16141151.0,120799032.0
Thenpandi Cheemayile,Ilaiyaraaja,3855799.0,1797588.0
Namma Kattula,Ilaiyaraaja,4850427.0,3779718.0
Saayndhu Saayndhu,Ilaiyaraaja,,7211532.0
Love Will Tear Us Apart - 2020 Remaster,Joy Division,319417413.0,78042276.0
Disorder - 2007 Remaster,Joy Division,146196615.0,1095640.0
Transmission - 2020 Digital Remaster,Joy Division,42304496.0,27314311.0
Warsaw - 2010 Remaster,Joy Division,10874159.0,501892.0
She's Lost Control - 2007 Remaster,Joy Division,49416451.0,755347.0
Shadowplay - 2007 Remaster,Joy Division,45447935.0,1218669.0
Interzone - 2007 Remaster,Joy Division,11176133.0,220858.0
Atmosphere - 2020 Digital Remaster,Joy Division,48491142.0,14983922.0
New Dawn Fades - 2007 Remaster,Joy Division,,3740616.0
After Midnight,J.J. Cale,75959833.0,400385.0
Call Me The Breeze,J.J. Cale,43843415.0,4486042.0
Don't Go To Strangers,J.J. Cale,26260813.0,983969.0
Cocaine,J.J. Cale,46954804.0,4907178.0
Travelin' Light,J.J. Cale,13319524.0,972632.0
Call The Doctor,J.J. Cale,12755638.0,304768.0
Magnolia,J.J. Cale,30771411.0,1994724.0
Carry On,J.J. Cale,8199847.0,437103.0
Crazy Mama,J.J. Cale,13718511.0,1964206.0
Cajun Moon,J.J. Cale,16799167.0,365878.0
Stranded,Gojira,79362141.0,25959906.0
Our Time Is Now,Gojira,4101845.0,813407.0
Silvera,Gojira,48379836.0,18572939.0
Flying Whales,Gojira,,50530.0
Amazonia,Gojira,17848858.0,9156448.0
L'enfant sauvage,Gojira,35732510.0,12795992.0
The Heaviest Matter of the Universe,Gojira,,16422.0
Born in Winter,Gojira,19006181.0,14744574.0
The art of dying,Gojira,18252617.0,7366137.0
Toxic garbage island,Gojira,10798565.0,282063.0
Easy,Commodores,452183658.0,947348.0
Nightshift,Commodores,69966608.0,79225044.0
Brick House,Commodores,113740459.0,10649959.0
Three Times A Lady,Commodores,36098941.0,9080536.0
Three Times A Lady,Commodores,59303214.0,9080536.0
Still,Commodores,22988097.0,55253.0
Lady (You Bring Me Up),Commodores,22562890.0,5934909.0
Sail On,Commodores,,42591735.0
Machine Gun,Commodores,22448160.0,3340906.0
Oh No,Commodores,,59686.0
I Fall In Love Too Easily,Chet Baker,88007244.0,10090138.0
My Funny Valentine,Chet Baker,64927999.0,1920115.0
Time After Time - Vocal Version,Chet Baker,19663270.0,580364.0
It's Always You - Vocal Version,Chet Baker,52963093.0,258544.0
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Chet Baker,40361101.0,5463161.0
That Old Feeling,Chet Baker,31247039.0,262843.0
But Not For Me - Vocal Version,Chet Baker,28232989.0,724113.0
Look For The Silver Lining,Chet Baker,10979406.0,612546.0
There Will Never Be Another You - Vocal Version,Chet Baker,13759981.0,1721734.0
Autumn Leaves,Chet Baker,,5154907.0
Ms. Fat Booty,Mos Def,191529761.0,23240180.0
Mathematics,Mos Def,62735329.0,147703.0
Hip Hop,Mos Def,24999259.0,328668.0
Sunshine,Mos Def,19767666.0,8715574.0
UMI Says,Mos Def,30167941.0,1027874.0
Oh No,Mos Def,24372202.0,6816717.0
Speed Law,Mos Def,9740148.0,324967.0
Body Rock,Mos Def,7774901.0,42496.0
The Panties,Mos Def,8130120.0,1183590.0
I Against I,Mos Def,10742054.0,7703173.0
Float On,Modest Mouse,315784733.0,104413485.0
Dashboard,Modest Mouse,86127506.0,20001575.0
Dramamine,Modest Mouse,31439412.0,6974725.0
Missed the Boat,Modest Mouse,51326665.0,1105782.0
Lampshades on Fire,Modest Mouse,,4699687.0
The World At Large,Modest Mouse,60713254.0,141777.0
Ocean Breathes Salty,Modest Mouse,36639195.0,15467911.0
Gravity Rides Everything,Modest Mouse,23729166.0,1643517.0
Polar Opposites,Modest Mouse,7765220.0,1139599.0
Heart Cooks Brain,Modest Mouse,,1257912.0
Laid to Rest,Lamb of God,107661259.0,21459553.0
Redneck,Lamb of God,83258484.0,36497582.0
Walk with Me In Hell,Lamb of God,46480715.0,15923275.0
Omerta,Lamb of God,36360866.0,2810596.0
Memento Mori,Lamb of God,30023222.0,25010411.0
Hourglass,Lamb of God,20992137.0,172536.0
Descending,Lamb of God,16216733.0,157775.0
Ruin,Lamb of God,7167929.0,16635838.0
Now You've Got Something to Die For,Lamb of God,29042336.0,2456099.0
COLD BLOOD,Lamb of God,4035339.0,531869.0
I Will Follow You into the Dark,Death Cab for Cutie,266231847.0,2578897.0
Soul Meets Body,Death Cab for Cutie,105033637.0,15639061.0
Here to Forever,Death Cab for Cutie,6225707.0,599018.0
The Sound of Settling,Death Cab for Cutie,20938953.0,2542966.0
Title and Registration,Death Cab for Cutie,24548742.0,1738827.0
A Lack of Color,Death Cab for Cutie,35887754.0,6863444.0
Transatlanticism,Death Cab for Cutie,52411461.0,4846896.0
Crooked Teeth,Death Cab for Cutie,39378045.0,1588723.0
Waterfalls,Death Cab for Cutie,,228891.0
I Will Possess Your Heart,Death Cab for Cutie,35071572.0,691561.0
Old Town Road - Remix,Billy Ray Cyrus,,668632217.0
Achy Breaky Heart,Billy Ray Cyrus,109740687.0,99869043.0
Butterfly Fly Away,Billy Ray Cyrus,103903090.0,534761.0
Old Town Road - Diplo Remix,Billy Ray Cyrus,108284438.0,6979877.0
Time,Billy Ray Cyrus,690313.0,493276.0
Old Town Road - Remix,Billy Ray Cyrus,66118224.0,668632217.0
"Ready, Set, Don't Go",Billy Ray Cyrus,12408618.0,4900724.0
Love That Lets Go,Billy Ray Cyrus,12823142.0,23143.0
Noah (Stand Still),Billy Ray Cyrus,2228939.0,261774.0
I Want My Mullet Back,Billy Ray Cyrus,6356223.0,2087067.0
Sabor a Mí,Los Panchos,64398257.0,19858074.0
Bésame Mucho,Los Panchos,32428257.0,9282748.0
Sin Ti,Los Panchos,11298698.0,29537940.0
Cuando Vuelva a Tu Lado,Los Panchos,12125077.0,2034944.0
Nosotros,Los Panchos,,1669433.0
Toda Una Vida,Los Panchos,9291060.0,750155.0
Fuck You,CeeLo Green,318903968.0,8246850.0
Forget You,CeeLo Green,148900381.0,53404348.0
The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS,CeeLo Green,15187964.0,4550905.0
Kung Fu Fighting,CeeLo Green,29391068.0,8413145.0
What Christmas Means to Me,CeeLo Green,17323557.0,126735.0
Bright Lights Bigger City,CeeLo Green,38614762.0,19822513.0
Loaded Bases (feat. CeeLo Green),CeeLo Green,15718363.0,6662743.0
Fool for You (feat. Philip Bailey),CeeLo Green,14108711.0,15922.0
The Night Begins To Shine,CeeLo Green,,1487510.0
I Only Want To Be With You,Dusty Springfield,44202666.0,1709895.0
Spooky - Quinten 909 Radio Mix,Dusty Springfield,5635132.0,14258.0
The Look Of Love,Dusty Springfield,23786817.0,101238.0
In Private,Dusty Springfield,,2628.0
You Don't Own Me,Dusty Springfield,7593642.0,2787060.0
Spooky - Quinten 909 Extended Remix,Dusty Springfield,7455379.0,213266.0
I'll Stand by You,Pretenders,,8356688.0
2000 Miles - 2007 Remaster,Pretenders,95912116.0,4176369.0
Brass in Pocket - 2006 Remaster,Pretenders,,5470959.0
Back on the Chain Gang - 2007 Remaster,Pretenders,77676515.0,9601064.0
Don't Get Me Wrong - 2007 Remaster,Pretenders,121354271.0,4892291.0
Middle of the Road - 2007 Remaster,Pretenders,13824833.0,1442427.0
Hymn to Her - 2007 Remaster,Pretenders,30855489.0,741.0
Have Yourself A Merry Little Christmas,Pretenders,9275875.0,231376.0
My City Was Gone - 2007 Remaster,Pretenders,,1629707.0
Waltz #2 (XO),Elliott Smith,,1702693.0
Angeles,Elliott Smith,56578476.0,352641.0
Say Yes,Elliott Smith,58457918.0,1555037.0
Somebody That I Used To Know,Elliott Smith,22264848.0,459072.0
Miss Misery,Elliott Smith,8208726.0,552113.0
Needle In The Hay,Elliott Smith,34171223.0,1637392.0
Son Of Sam,Elliott Smith,14166012.0,3265280.0
Pitseleh,Elliott Smith,15010821.0,806138.0
Everything Reminds Me Of Her,Elliott Smith,8136528.0,118599.0
Solsbury Hill,Peter Gabriel,201401196.0,40334061.0
Panopticom - Bright Side Mix,Peter Gabriel,738659.0,437188.0
Heroes,Peter Gabriel,30897616.0,6737560.0
Unconditional II (Race and Religion) (feat. Peter Gabriel),Peter Gabriel,4851243.0,156227.0
Games Without Frontiers,Peter Gabriel,12276643.0,14579024.0
The Book Of Love,Peter Gabriel,13617164.0,24615977.0
My Body Is A Cage,Peter Gabriel,11363376.0,5666623.0
In My Room,Insane Clown Posse,45638615.0,17413331.0
Boogie Woogie Wu,Insane Clown Posse,,4338101.0
Hokus Pokus,Insane Clown Posse,44687586.0,20131537.0
Chop Chop Slide,Insane Clown Posse,27916701.0,1692264.0
My Axe,Insane Clown Posse,51435303.0,163499.0
To Catch a Predator,Insane Clown Posse,,56010.0
The Neden Game,Insane Clown Posse,23930614.0,686849.0
Halls Of Illusions,Insane Clown Posse,7957575.0,7016213.0
Imma Kill U,Insane Clown Posse,5847848.0,1535754.0
What Is A Juggalo?,Insane Clown Posse,10520830.0,227274.0
Can't Fight This Feeling,REO Speedwagon,302303908.0,153173130.0
Keep on Loving You,REO Speedwagon,245359052.0,57070842.0
Take It On the Run,REO Speedwagon,,2060249.0
Time for Me to Fly,REO Speedwagon,48362442.0,7660515.0
In My Dreams,REO Speedwagon,,534723.0
Roll with the Changes,REO Speedwagon,41755071.0,5466841.0
Don't Let Him Go,REO Speedwagon,10066943.0,1797676.0
Keep Pushin',REO Speedwagon,8540422.0,1544248.0
In Your Letter,REO Speedwagon,5662948.0,517908.0
Ridin' the Storm Out,REO Speedwagon,9079345.0,3597462.0
The Final Countdown,Europe,457324848.0,1083817995.0
Carrie,Europe,187138187.0,200971158.0
Rock the Night,Europe,,33342990.0
The Final Countdown,Europe,92550543.0,1083817995.0
Open Your Heart,Europe,21873764.0,47432201.0
Superstitious,Europe,16742502.0,16388016.0
Tomorrow,Europe,,483844.0
Cherokee,Europe,17383588.0,67899.0
The Final Countdown - Remixed,Europe,5246965.0,905083.0
I'll Cry For You,Europe,,9986947.0
Here I Go Again - 2018 Remaster,Whitesnake,264620800.0,116396795.0
Is This Love - 2018 Remaster,Whitesnake,234087978.0,58253.0
Here I Go Again - Radio Mix,Whitesnake,86631233.0,1535.0
Still of the Night - 2018 Remaster,Whitesnake,78358269.0,1829837.0
The Deeper the Love - 2019 Remaster,Whitesnake,13149457.0,7279474.0
Love Ain't No Stranger,Whitesnake,5713305.0,11320583.0
Give Me All Your Love - 2018 Remaster,Whitesnake,,7042604.0
Too Many Tears - 2021 Remaster,Whitesnake,4344984.0,2889750.0
Camarão Que Dorme a Onda Leva,Gilberto Gil,49791393.0,2821749.0
Andar com fé,Gilberto Gil,27512289.0,6589132.0
Esperando na janela,Gilberto Gil,22741212.0,7206419.0
Toda Menina Baiana,Gilberto Gil,22481466.0,11643977.0
Palco,Gilberto Gil,,122387.0
Aquele Abraço,Gilberto Gil,26430789.0,1445344.0
A paz - Ao vivo,Gilberto Gil,9200874.0,845528.0
Drão,Gilberto Gil,6169867.0,1150656.0
Aos Pés da Cruz,Gilberto Gil,18677193.0,41755.0
Se Eu Quiser Falar Com Deus,Gilberto Gil,12703254.0,2051813.0
Senza Parole,Vasco Rossi,30583769.0,24412104.0
Sally,Vasco Rossi,48724386.0,24712181.0
E...,Vasco Rossi,,42615910.0
Come Nelle Favole,Vasco Rossi,40349241.0,77666166.0
Una canzone per te,Vasco Rossi,22792640.0,26022.0
Vita spericolata,Vasco Rossi,29910041.0,785630.0
Albachiara - Remastered 2019,Vasco Rossi,48128033.0,222026.0
Ogni volta,Vasco Rossi,27763517.0,301824.0
Vivere,Vasco Rossi,,36600700.0
Un Senso,Vasco Rossi,19666825.0,32643508.0
El Cantante,Héctor Lavoe,62439758.0,2547862.0
Periódico De Ayer,Héctor Lavoe,45944711.0,35666649.0
Juanito Alimaña,Héctor Lavoe,36688539.0,366685.0
La Murga,Héctor Lavoe,60528540.0,34069.0
Ché Ché Colé,Héctor Lavoe,33673340.0,162061.0
Todo Tiene Su Final,Héctor Lavoe,,24514.0
Aires De Navidad,Héctor Lavoe,11579341.0,3085.0
¿De Qué Tamaño Es Tu Amor?,Héctor Lavoe,9066364.0,72938.0
Triste Y Vacía,Héctor Lavoe,22770915.0,9215.0
Scary Garry,Kingpin Skinny Pimp,136482067.0,43820274.0
Trunk,Kingpin Skinny Pimp,,142201.0
Skinny Life,Kingpin Skinny Pimp,1666927.0,207928.0
Scary Garry - Slowed + Reverb,Kingpin Skinny Pimp,12225286.0,3005619.0
THINKIN OF A DRIVE BY,Kingpin Skinny Pimp,8532687.0,4432708.0
OLD GENESIS,Kingpin Skinny Pimp,11504965.0,232033.0
UTOPIA,Kingpin Skinny Pimp,701825.0,25979.0
UNITY,Kingpin Skinny Pimp,2980352.0,2066823.0
END OF LIFE,Kingpin Skinny Pimp,6366882.0,370933.0
OLD GENESIS - Remix,Kingpin Skinny Pimp,2072813.0,232033.0
Óleo de Mujer Con Sombrero,Silvio Rodríguez,53728298.0,1384531.0
Quién Fuera,Silvio Rodríguez,46639648.0,6368340.0
El Breve Espacio en Que No Estas,Silvio Rodríguez,15687167.0,1440157.0
Canción Del Elegido,Silvio Rodríguez,,926853.0
Te Doy Una Canción,Silvio Rodríguez,22408415.0,13526927.0
La Maza,Silvio Rodríguez,28036384.0,537767.0
Unicornio,Silvio Rodríguez,14541237.0,291610.0
Pequeña Serenata Diurna,Silvio Rodríguez,11443602.0,7088134.0
¿Qué Hago Ahora?,Silvio Rodríguez,7178337.0,2456067.0
Magia (feat. Sebastián Yatra),Andrés Cepeda,69054824.0,158455812.0
Tu Despertador,Andrés Cepeda,,4974063.0
Besos Usados,Andrés Cepeda,30630918.0,75477691.0
Tengo Ganas,Andrés Cepeda,22888240.0,4706282.0
Mi Pesadilla,Andrés Cepeda,12454248.0,6070299.0
Día Tras Día,Andrés Cepeda,25252345.0,10546435.0
Lo Mejor Que Hay en Mi Vida,Andrés Cepeda,,142745528.0
Por el Resto de Mi Vida,Andrés Cepeda,23986269.0,28030003.0
Déjame Ir,Andrés Cepeda,58447037.0,72322232.0
Lo Que Había Olvidado,Andrés Cepeda,4847818.0,5639690.0
"Minuet in A major, D. 334",Franz Schubert,28023768.0,15122.0
Frühlingsglaube (Arr. Franz Liszt),Franz Schubert,14087745.0,5244.0
"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",Franz Schubert,19045470.0,84507.0
"Winterreise, Op. 89, D. 911 (arr. T. Zimmermann and H. Holl): No. 21. Tauschung",Franz Schubert,2219658.0,90.0
"Serenade, D. 957, No. 4",Franz Schubert,15131689.0,371908.0
Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez),Franz Schubert,11366336.0,12979.0
"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto",Franz Schubert,29170056.0,45058.0
"Schwanengesang, D. 957: Ständchen ""Leise flehen meine Lieder""",Franz Schubert,8002140.0,827.0
"Variations on an Original Theme in A-Flat Major, D. 813: VI. Variation V",Franz Schubert,3104109.0,3335.0
"Schwanengesang, D. 957: IV. Ständchen",Franz Schubert,8502705.0,3845939.0
El Ultimo Adiós - Varios Artistas Version,La Ley,169769959.0,764832.0
Mentira,La Ley,144675225.0,210201988.0
El Duelo,La Ley,60291663.0,21327518.0
El Duelo (feat. Ely Guerra),La Ley,80931522.0,2942.0
Día Cero,La Ley,49991476.0,38151851.0
Aquí,La Ley,27736457.0,33306921.0
Fuera de mí,La Ley,,3405142.0
Aquí,La Ley,14476589.0,33306921.0
Doble Opuesto,La Ley,16803066.0,2221168.0
Woman in Love,Barbra Streisand,133419253.0,1715425.0
Guilty (feat. Barry Gibb),Barbra Streisand,89046665.0,10399742.0
I Finally Found Someone (feat. Bryan Adams),Barbra Streisand,80080416.0,7982164.0
The Way We Were,Barbra Streisand,55074119.0,7495646.0
"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,61244186.0,959955.0
Tell Him (Duet with Barbra Streisand),Barbra Streisand,35975116.0,49738566.0
You Don't Bring Me Flowers,Barbra Streisand,27582760.0,806216.0
Memory,Barbra Streisand,35568373.0,24216375.0
What Kind of Fool (feat. Barry Gibb),Barbra Streisand,21001087.0,4680223.0
Don't Rain On My Parade,Barbra Streisand,28521750.0,2101035.0
Hot Stuff,Donna Summer,79246152.0,1386093.0
Hot Stuff,Donna Summer,,1386093.0
"Hot Stuff - 12"" Version",Donna Summer,124665186.0,9394797.0
On The Radio,Donna Summer,45514560.0,5234478.0
"I Feel Love - 12"" Version",Donna Summer,84463761.0,2066139.0
Last Dance - Single Version,Donna Summer,55821447.0,299161.0
Hot Stuff - Single Version,Donna Summer,24760740.0,1386093.0
I Feel Love,Donna Summer,16835071.0,62679568.0
"Lyric Pieces, Book 5, Op. 54: Nocturne",Edvard Grieg,29320672.0,207635.0
"Lyric Pieces, Book 1, Op. 12: I. Arietta",Edvard Grieg,8894224.0,479077.0
"Lyric Pieces, Book 1, Op. 12: Arietta",Edvard Grieg,8296487.0,479077.0
"Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)",Edvard Grieg,20735924.0,41452.0
"Piano Concerto in A minor, Op. 16: II. Adagio - Live",Edvard Grieg,18513273.0,35246.0
"Lyrical Pieces, Op. 12 (Excerpts): No. 1, Arietta",Edvard Grieg,5687032.0,479077.0
"Lyric Pieces Book I, Op. 12: No. 1 Arietta",Edvard Grieg,2176763.0,479077.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,,3398660.0
"Lyric Pieces Book I, Op. 12: No. 7 Album Leaf",Edvard Grieg,,128543.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,,3398660.0
Color Esperanza 2020,Diego Torres,89466323.0,132308796.0
Color Esperanza,Diego Torres,161832481.0,132308796.0
Sueños (with Julieta Venegas) - MTV Unplugged,Diego Torres,30288587.0,6112870.0
Tratar de Estar Mejor,Diego Torres,32102854.0,24700679.0
Penelope,Diego Torres,38502583.0,12064857.0
Sueños,Diego Torres,32968633.0,17878949.0
Un Poquito,Diego Torres,105704458.0,228054165.0
Usted (feat. Vicentico) - MTV Unplugged,Diego Torres,24464911.0,6317560.0
Guapa,Diego Torres,,17330677.0
Se Que Ya No Volverás,Diego Torres,14089236.0,22743520.0
Sinônimos,Zé Ramalho,70573974.0,454833046.0
Chão de Giz,Zé Ramalho,81670359.0,223596260.0
Ai Que Saudade D'Ocê,Zé Ramalho,32089480.0,523217.0
Entre a Serpente e a Estrela (Amarillo By Money),Zé Ramalho,23791920.0,57063820.0
Sinônimos (Ao Vivo),Zé Ramalho,30608518.0,454833046.0
Coração Bobo - Ao Vivo,Zé Ramalho,22586940.0,768181.0
Chão de Giz,Zé Ramalho,21390986.0,223596260.0
Garoto de Aluguel (Taxi Boy) [Ao Vivo],Zé Ramalho,14857214.0,52650846.0
Admirável Gado Novo,Zé Ramalho,14270750.0,49372171.0
Sabiá - Ao Vivo,Zé Ramalho,15306852.0,476049.0
Aunque Te Enamores,Luciano Pereyra,,13246477.0
Que Suerte Tiene El,Luciano Pereyra,46894697.0,121639491.0
Como Tú,Luciano Pereyra,60193287.0,247286626.0
Una Mujer Como Tú,Luciano Pereyra,9286381.0,18670560.0
Enséñame A Vivir Sin Ti,Luciano Pereyra,36928698.0,95628035.0
Porque Aun Te Amo,Luciano Pereyra,26898629.0,3254699.0
Quédate,Luciano Pereyra,10438556.0,6116532.0
Sin Haber Dormido,Luciano Pereyra,665847.0,536129.0
Sin Testigos,Luciano Pereyra,16403239.0,33654872.0
I'll Be Missing You (feat. 112),Faith Evans,428994279.0,70979370.0
Love Like This,Faith Evans,91233443.0,5705525.0
Hope,Faith Evans,,23448987.0
Soon as I Get Home,Faith Evans,31232149.0,16022678.0
I Love You,Faith Evans,19772020.0,887537.0
Can't Believe (feat. Carl Thomas),Faith Evans,11055405.0,14449369.0
You Used to Love Me,Faith Evans,34944874.0,1289765.0
Party on the West Coast (feat. Snoop Dogg),Faith Evans,109076685.0,2588132.0
Never Gonna Let You Go,Faith Evans,11929263.0,3160132.0
Between The Lines,Faith Evans,5261792.0,311880.0
Apenas Mais uma de Amor,Lulu Santos,151001820.0,153206.0
Tempos Modernos,Lulu Santos,,2558312.0
Cabelo De Anjo,Lulu Santos,32757259.0,11064226.0
Tão Bem,Lulu Santos,29835108.0,1433351.0
A Cura,Lulu Santos,10732125.0,1275.0
Tudo Bem,Lulu Santos,5571003.0,24179.0
Tempos Modernos,Lulu Santos,,2558312.0
Um certo alguém,Lulu Santos,,76251.0
Merry Christmas Everyone,Shakin' Stevens,350658024.0,43250324.0
You Drive Me Crazy,Shakin' Stevens,23718171.0,8419625.0
Because I Love You,Shakin' Stevens,7131734.0,9934827.0
A Rockin' Good Way (to Mess Around and Fall in Love),Shakin' Stevens,7415941.0,3347801.0
Give Me Your Heart Tonight,Shakin' Stevens,6463393.0,11342697.0
I Cry Just a Little Bit,Shakin' Stevens,,14780135.0
This Ole House,Shakin' Stevens,10657598.0,1831637.0
Oh Julie,Shakin' Stevens,6325861.0,11295596.0
A Love Worth Waiting For,Shakin' Stevens,2954222.0,11520558.0
"Marie, Marie",Shakin' Stevens,4314848.0,5109397.0
Só Hoje - Acústico,Jota Quest,81560624.0,177678901.0
Só Hoje,Jota Quest,62993670.0,31530727.0
Dias Melhores - Acústico,Jota Quest,36880011.0,121318917.0
Além do Horizonte,Jota Quest,35695323.0,5082808.0
Dias Melhores,Jota Quest,19969957.0,121318917.0
Fácil,Jota Quest,29777116.0,7907886.0
O Sol,Jota Quest,19843775.0,15502785.0
Pra Quando Você Se Lembrar de Mim - Acústico,Jota Quest,30793868.0,36880919.0
O Que Eu Também Não Entendo,Jota Quest,25997109.0,12212306.0
Fácil - Acústico,Jota Quest,10177415.0,7907886.0
