Track,Artist,Stream,Views
10%,KAYTRANADA,93637411.0,11650171.0
Be Your Girl (Kaytranada Edition),KAYTRANADA,60630476.0,9771922.0
CHANCES,KAYTRANADA,73769394.0,2065559.0
What You Need,KAYTRANADA,28185012.0,1169418.0
Vex Oh (feat. Eight9FLY),KAYTRANADA,55283869.0,5640223.0
Twin Flame,KAYTRANADA,11911005.0,1925943.0
GOT IT GOOD,KAYTRANADA,80372960.0,2711479.0
LITE SPOTS,KAYTRANADA,29240851.0,6570209.0
Canela,Charles Ans,132854517.0,129059630.0
LQRA Session #5,Charles Ans,31139189.0,45018922.0
Si Nunca Va a Amanecer,Charles Ans,68787653.0,57253888.0
Los No Tan Tristes,Charles Ans,48843290.0,37287946.0
Invisibles,Charles Ans,23275257.0,17636893.0
Esta Noche,Charles Ans,33652823.0,3741392.0
Si Tú Te Vas,Charles Ans,7102166.0,7960247.0
LQRA Session #9,Charles Ans,1415710.0,45018922.0
Aquí Todo Esta Bien,Charles Ans,41617874.0,21619040.0
Vegetales Con Pescado,Charles Ans,1608368.0,770670.0
"ADICTO (feat. Best, Bayriton)",Jairo Vera,16963225.0,18632294.0
PA K TE ENAMORE,Jairo Vera,4772388.0,5561828.0
Tarima,Jairo Vera,14309964.0,18390933.0
Dime,Jairo Vera,2209239.0,2066865.0
Mujeriego,Jairo Vera,3017998.0,4593118.0
Parcerita,Jairo Vera,4607119.0,6771485.0
Mirador,Jairo Vera,11539068.0,7645651.0
Kilo De Amigas,Jairo Vera,1306939.0,2095069.0
"FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",Jairo Vera,19682752.0,11449952.0
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,589683929.0,787090091.0
Marte,Sofía Reyes,118650685.0,118331860.0
Luna,Sofía Reyes,6328129.0,1842831.0
Lo siento (feat. Sofía Reyes),Sofía Reyes,86168734.0,130432403.0
¿Qué Ha Pasao'?,Sofía Reyes,126149810.0,62870098.0
Casualidad,Sofía Reyes,71975354.0,44175227.0
Mal de Amores,Sofía Reyes,54230741.0,92007358.0
24/7,Sofía Reyes,10097187.0,481118.0
R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,,211117536.0
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1270912565.0,2666673882.0
Worth It (feat. Kid Ink),Fifth Harmony,721700717.0,2148602737.0
That's My Girl,Fifth Harmony,295982666.0,238117840.0
Worth It,Fifth Harmony,18298540.0,2148602737.0
I'm In Love With a Monster,Fifth Harmony,88595619.0,184780736.0
BO$$,Fifth Harmony,183465021.0,264759900.0
Sledgehammer,Fifth Harmony,186698178.0,193208949.0
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,348559832.0,455644192.0
Miss Movin' On,Fifth Harmony,101980619.0,176670379.0
Down (feat. Gucci Mane),Fifth Harmony,212930706.0,97375123.0
Somebody To You,The Vamps,448532768.0,247356706.0
All Night,The Vamps,608564658.0,75960813.0
Can We Dance,The Vamps,145874327.0,91507548.0
Just My Type,The Vamps,141376600.0,69824152.0
All Night - Slowed N Reverb,The Vamps,30182873.0,1049079.0
Middle Of The Night,The Vamps,155290045.0,14461543.0
I Found A Girl,The Vamps,104499738.0,35766987.0
Jingle Bell Rock,The Vamps,41760793.0,143964.0
Oh Cecilia (Breaking My Heart),The Vamps,76166031.0,100561395.0
Revenge,XXXTENTACION,841922171.0,138729580.0
Hope,XXXTENTACION,1063227326.0,111596713.0
Everybody Dies In Their Nightmares,XXXTENTACION,1272437242.0,290214.0
Jocelyn Flores,XXXTENTACION,1883955591.0,616989040.0
SAD!,XXXTENTACION,1967774232.0,161013020.0
Moonlight,XXXTENTACION,1580738184.0,1029202328.0
Fuck Love (feat. Trippie Redd),XXXTENTACION,1289647867.0,384167759.0
Look At Me!,XXXTENTACION,1172690019.0,97280777.0
Falling Down - Bonus Track,XXXTENTACION,939517723.0,3525957.0
I Like You (A Happier Song) (with Doja Cat),Doja Cat,433087364.0,70399749.0
Woman,Doja Cat,1163854443.0,160246615.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,345965069.0,92921826.0
Streets,Doja Cat,771281574.0,224558251.0
Need to Know,Doja Cat,948983026.0,265043327.0
You Right,Doja Cat,567269289.0,216417212.0
Kiss Me More (feat. SZA),Doja Cat,,397956072.0
Get Into It (Yuh),Doja Cat,456183004.0,63077174.0
Wine Pon You (feat. Konshens),Doja Cat,57906416.0,83030.0
Ain't Shit,Doja Cat,437721967.0,60339383.0
Just Wanna Rock,Lil Uzi Vert,187201461.0,49970104.0
20 Min,Lil Uzi Vert,706013379.0,200457853.0
XO Tour Llif3,Lil Uzi Vert,1827893074.0,503384393.0
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,753785634.0,85807163.0
Money Longer,Lil Uzi Vert,568457310.0,165432185.0
just wanna rock (Lil Uzi Vert) - Sped Up Version,Lil Uzi Vert,21274841.0,49970104.0
Erase Your Social,Lil Uzi Vert,390958831.0,34021.0
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,219355874.0,35793382.0
Drankin N Smokin,Lil Uzi Vert,,51761855.0
Myron,Lil Uzi Vert,321883537.0,9241359.0
Kill Bill,SZA,359102970.0,18064961.0
Nobody Gets Me,SZA,,8206149.0
Low,SZA,94219850.0,2732385.0
Snooze,SZA,80147750.0,2998379.0
Blind,SZA,79921840.0,1859493.0
Shirt,SZA,174126697.0,22031277.0
All The Stars (with SZA),SZA,1170951511.0,388790304.0
Love Language,SZA,55681399.0,4271674.0
Seek & Destroy,SZA,53396297.0,1673911.0
Ghost in the Machine (feat. Phoebe Bridgers),SZA,48566118.0,1061841.0
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,471829667.0,39287.0
Kill Yourself (Part III),$uicideboy$,461180059.0,31674988.0
Paris,$uicideboy$,354905608.0,175156959.0
Matte Black,$uicideboy$,51866764.0,9114740.0
1000 Blunts,$uicideboy$,47876216.0,12590295.0
My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,173218733.0,10278920.0
For the Last Time,$uicideboy$,174167162.0,91771038.0
I Dream of Chrome,$uicideboy$,10462306.0,1093996.0
You Proof,Morgan Wallen,196311372.0,29634763.0
Wasted On You,Morgan Wallen,,106847168.0
Whiskey Glasses,Morgan Wallen,,159901856.0
Thought You Should Know,Morgan Wallen,101685139.0,10587196.0
One Thing At A Time,Morgan Wallen,,2410487.0
Chasin' You,Morgan Wallen,371970824.0,122713155.0
More Than My Hometown,Morgan Wallen,314296371.0,95184371.0
Cover Me Up,Morgan Wallen,309797485.0,38099610.0
Tennessee Fan,Morgan Wallen,21084143.0,2484959.0
Sand In My Boots,Morgan Wallen,230248521.0,36446138.0
Star Shopping,Lil Peep,798993758.0,86499.0
Falling Down - Bonus Track,Lil Peep,,3525957.0
nuts,Lil Peep,126878654.0,6025328.0
white tee,Lil Peep,237332013.0,51365389.0
Save That Shit,Lil Peep,632052458.0,453426650.0
beamer boy,Lil Peep,393464052.0,31914381.0
your favorite dress,Lil Peep,91524200.0,52760072.0
witchblades,Lil Peep,259222528.0,253513571.0
Spotlight,Lil Peep,350928352.0,188443416.0
Life is Beautiful,Lil Peep,255329532.0,105560584.0
There's Nothing Holdin' Me Back,Shawn Mendes,1546722489.0,1168946145.0
Treat You Better,Shawn Mendes,1697308263.0,2315953928.0
Mercy,Shawn Mendes,1112788942.0,392802028.0
Señorita,Shawn Mendes,2336219850.0,1487649395.0
Stitches,Shawn Mendes,1534955467.0,1515227230.0
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,290520956.0,36655981.0
When You're Gone,Shawn Mendes,201576351.0,33518749.0
It'll Be Okay,Shawn Mendes,245226560.0,51641161.0
Imagination,Shawn Mendes,336405722.0,918363.0
In My Blood,Shawn Mendes,809589128.0,347731363.0
"Going, Going, Gone",Luke Combs,44115660.0,2086363.0
Beautiful Crazy,Luke Combs,578805234.0,365401009.0
When It Rains It Pours,Luke Combs,542049785.0,359769846.0
The Kind of Love We Make,Luke Combs,151546271.0,31622311.0
Forever After All,Luke Combs,324048552.0,64042534.0
Beer Never Broke My Heart,Luke Combs,371425936.0,113691308.0
She Got the Best of Me,Luke Combs,356651279.0,182302588.0
Hurricane,Luke Combs,534816983.0,307874300.0
Better Together,Luke Combs,255164395.0,75853864.0
One Number Away,Luke Combs,291515645.0,133968888.0
En La De Ella,Sech,80241846.0,22030135.0
Volando - Remix,Sech,545505864.0,2863325.0
TUS LÁGRIMAS,Sech,150946018.0,82052943.0
5 Estrellas,Sech,29917528.0,12827541.0
Desde Mis Ojos - Remix,Sech,79541069.0,86472783.0
Foto En Panty,Sech,,1914119.0
Relación - Remix,Sech,556680344.0,384895044.0
Quizas,Sech,380312749.0,201827915.0
911 (Remix),Sech,279795664.0,94546778.0
Otro Trago - Remix,Sech,498552040.0,35896.0
ALL MINE,Brent Faiyaz,,11101176.0
Clouded,Brent Faiyaz,216306616.0,28258328.0
Trust,Brent Faiyaz,321948032.0,17134503.0
Poison,Brent Faiyaz,161948151.0,1219216.0
lost souls (with Brent Faiyaz),Brent Faiyaz,133798118.0,10975246.0
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),Brent Faiyaz,,16424553.0
Been Away,Brent Faiyaz,84572187.0,15783504.0
Rehab (Winter In Paris),Brent Faiyaz,136489236.0,74523272.0
"GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,187449772.0,15735219.0
DEAD MAN WALKING,Brent Faiyaz,262336766.0,47429794.0
ZEZE (feat. Travis Scott & Offset),Kodak Black,926031821.0,88609694.0
Wake Up in the Sky,Kodak Black,763102431.0,508273456.0
Super Gremlin,Kodak Black,287493401.0,249668139.0
King Snipe,Kodak Black,7316028.0,4314218.0
Water (Drowning Pt. 2) [feat. Kodak Black],Kodak Black,18785949.0,2074682.0
No Flockin',Kodak Black,335477964.0,276792022.0
Silent Hill,Kodak Black,100346405.0,820090.0
Transportin',Kodak Black,320383760.0,214825431.0
Love & War,Kodak Black,90189643.0,3114632.0
Leão,Marília Mendonça,65289626.0,66230910.0
Te Amo Demais,Marília Mendonça,96395494.0,70458538.0
Mal Feito - Ao Vivo,Marília Mendonça,246019488.0,238619136.0
Vai Lá Em Casa Hoje,Marília Mendonça,238910030.0,232968646.0
Esqueça-Me Se For Capaz,Marília Mendonça,233735996.0,168395938.0
Troca de Calçada,Marília Mendonça,,232695834.0
Presepada,Marília Mendonça,164581838.0,228995010.0
Graveto - Ao Vivo,Marília Mendonça,206808860.0,365525594.0
Insônia - Ao Vivo,Marília Mendonça,34928382.0,35440891.0
Não Sei o Que Lá,Marília Mendonça,122841202.0,120775309.0
Melting,Kali Uchis,133850971.0,1306657.0
telepatía,Kali Uchis,783392674.0,93268063.0
I Wish you Roses,Kali Uchis,10410610.0,2360438.0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,321525259.0,113185588.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Kali Uchis,301214089.0,16427289.0
Dead To Me,Kali Uchis,320566084.0,16752049.0
Your Teeth In My Neck,Kali Uchis,62588779.0,422221.0
Drugs N Hella Melodies (feat. Kali Uchis),Kali Uchis,77395440.0,19221353.0
NO HAY LEY,Kali Uchis,21673524.0,5216184.0
Just A Stranger (feat. Steve Lacy),Kali Uchis,94463569.0,7721164.0
Swim,Chase Atlantic,404531326.0,49264315.0
Friends,Chase Atlantic,397698027.0,28800465.0
Consume (feat. Goon Des Garcons),Chase Atlantic,94434769.0,7234950.0
Into It,Chase Atlantic,275509246.0,14573748.0
Slow Down,Chase Atlantic,176791936.0,17878437.0
Right Here,Chase Atlantic,83934425.0,6361049.0
Moonlight,Chase Atlantic,69252754.0,437.0
Meddle About,Chase Atlantic,45748151.0,3569623.0
Church,Chase Atlantic,57701985.0,5752774.0
Okay,Chase Atlantic,90451718.0,4962244.0
Enemy (with JID) - from the series Arcane League of Legends,League of Legends,1046179886.0,296319152.0
Legends Never Die,League of Legends,,230822219.0
Enemy - From the series Arcane League of Legends,League of Legends,220011254.0,215023642.0
RISE,League of Legends,,331372270.0
Everything Goes On,League of Legends,34348756.0,15790594.0
Warriors,League of Legends,143963125.0,142294504.0
Fire To The Fuse,League of Legends,10319030.0,2440834.0
Phoenix,League of Legends,148871861.0,131436302.0
Legends Never Die - (Remix),League of Legends,121204699.0,26222045.0
Playground (from the series Arcane League of Legends),League of Legends,,11023247.0
Cookies N' Cream (feat. ANNA & Sfera Ebbasta),Sfera Ebbasta,12350609.0,5168742.0
X CASO (feat. Sfera Ebbasta),Sfera Ebbasta,10930441.0,5474304.0
Alleluia (feat. Sfera Ebbasta),Sfera Ebbasta,24428869.0,10757373.0
PIOVE (feat. Sfera Ebbasta),Sfera Ebbasta,53287100.0,11208209.0
Hace Calor - Remix,Sfera Ebbasta,68129601.0,26463974.0
s!r! (feat. Lazza & Sfera Ebbasta),Sfera Ebbasta,74919495.0,22309854.0
Mamma Mia,Sfera Ebbasta,45034338.0,22199764.0
MI FAI IMPAZZIRE,Sfera Ebbasta,153954520.0,46177598.0
Bang Bang,Sfera Ebbasta,48254814.0,24348223.0
NUOVO RANGE (con SFERA EBBASTA),Sfera Ebbasta,120727099.0,45336261.0
How Do I Say Goodbye,Dean Lewis,165195739.0,21175707.0
Be Alright,Dean Lewis,1411301562.0,230880235.0
Half A Man,Dean Lewis,287638852.0,17780486.0
Waves,Dean Lewis,468581960.0,154981142.0
Hurtless,Dean Lewis,60112929.0,4252284.0
Lost Without You (with Dean Lewis),Dean Lewis,35376747.0,17047578.0
Be Alright - Acoustic,Dean Lewis,35183902.0,924691.0
Never Really Loved Me (with Dean Lewis),Dean Lewis,35508158.0,4170084.0
How Do I Say Goodbye - Acoustic,Dean Lewis,4697361.0,1082512.0
Looks Like Me,Dean Lewis,,5427787.0
La vie qu'on mène,Ninho,186513655.0,42042.0
Jefe,Ninho,111477509.0,1216004.0
Jolie (feat. Ninho),Ninho,8132722.0,6756224.0
VVS,Ninho,85681077.0,267060.0
La Marseillaise,Ninho,,7288576.0
Goutte d'eau,Ninho,124364472.0,85384831.0
Lettre à une femme,Ninho,124351329.0,94674217.0
Putana,Ninho,101593576.0,55814538.0
Vérité,Ninho,53557702.0,2389757.0
Maman ne le sait pas (feat. Niska),Ninho,136269792.0,134725681.0
Medallo,Lenny Tavárez,354615007.0,291307276.0
Nena Maldición (feat. Lenny Tavárez),Lenny Tavárez,469356295.0,1170986664.0
Hola - Remix,Lenny Tavárez,578515462.0,351424.0
Parce (feat. Justin Quiles),Lenny Tavárez,378315410.0,278437106.0
Ella - Remix,Lenny Tavárez,169339199.0,142287703.0
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Lenny Tavárez,323814645.0,424978917.0
En Tu Cuerpo - Remix,Lenny Tavárez,,338769247.0
A Culpa É Nossa - Ao Vivo,Maiara & Maraisa,26819970.0,27857282.0
Perfeito Pra Ficar Sozinho - Ao Vivo,Maiara & Maraisa,71724578.0,27857282.0
Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,Maiara & Maraisa,95329158.0,27857282.0
Medo Bobo - Ao Vivo,Maiara & Maraisa,140881561.0,27857282.0
Where Are You Now,Lost Frequencies,,99258427.0
Back To You,Lost Frequencies,18636008.0,875796.0
Questions,Lost Frequencies,51981244.0,8156028.0
Reality,Lost Frequencies,523177125.0,9106432.0
Rise,Lost Frequencies,122991698.0,13123815.0
Crazy,Lost Frequencies,,112309564.0
Kesariya - Lost Frequencies Remix,Lost Frequencies,1062460.0,88721.0
Chemical High,Lost Frequencies,6096119.0,377697.0
2002,Anne-Marie,1270986108.0,729409155.0
PSYCHO,Anne-Marie,60198283.0,20543123.0
FRIENDS,Anne-Marie,1274551265.0,994084110.0
Rewrite The Stars (with James Arthur & Anne-Marie),Anne-Marie,522396840.0,427470535.0
I Just Called,Anne-Marie,39665360.0,2115972.0
Our Song,Anne-Marie,195645306.0,43883099.0
Kiss My (Uh Oh),Anne-Marie,119711678.0,23276238.0
"fuck, i'm lonely",Anne-Marie,455322239.0,50540295.0
Her,Anne-Marie,61190344.0,2009251.0
Ciao Adios,Anne-Marie,,298523147.0
Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2538329799.0,1977389027.0
Unforgettable,Swae Lee,1595733286.0,1497265160.0
Be Like That - feat. Swae Lee & Khalid,Swae Lee,355983532.0,79271685.0
Arms Around You (feat. Maluma & Swae Lee),Swae Lee,536748024.0,359479368.0
Hopeless Romantic (feat. Swae Lee),Swae Lee,312193061.0,84681480.0
Won't Be Late (feat. Drake),Swae Lee,,4836385.0
Powerglide (feat. Juicy J) - From SR3MM,Swae Lee,380114475.0,198606112.0
Close To Me,Swae Lee,585924858.0,142988256.0
Guatemala - From Swaecation,Swae Lee,,100410744.0
In The Dark (with Jhené Aiko),Swae Lee,38784604.0,4975388.0
Debo Entender,Santa Fe Klan,,7025857.0
Te Ire A Buscar,Santa Fe Klan,227167304.0,416053837.0
Cuidando El Territorio,Santa Fe Klan,131855318.0,140425708.0
Por Mi México,Santa Fe Klan,127882101.0,90704161.0
Así Soy,Santa Fe Klan,112425439.0,322005810.0
Todo Va Estar Bien,Santa Fe Klan,122447779.0,126312914.0
Grandes Ligas,Santa Fe Klan,,167759814.0
Sigo Esperando Que Vuelvas (feat. Los Golpes),Santa Fe Klan,27027179.0,27402670.0
La Que Se Fue,Santa Fe Klan,10823394.0,25063122.0
Tu Y Yo,Santa Fe Klan,48596817.0,32241511.0
Nights Like This (feat. Ty Dolla $ign),Kehlani,457818521.0,52688703.0
Gangsta,Kehlani,324152432.0,389427508.0
Toxic,Kehlani,126036728.0,9771077.0
Can I,Kehlani,102098952.0,3804587.0
Done for Me (feat. Kehlani),Kehlani,242473140.0,120419901.0
Good Thing (with Kehlani),Kehlani,230154632.0,75064217.0
Honey,Kehlani,213652913.0,10508175.0
Ring (feat. Kehlani),Kehlani,211488353.0,232413467.0
up at night (feat. justin bieber),Kehlani,48553319.0,1291808.0
Distraction,Kehlani,126336946.0,72596603.0
Revoada do Tubarão 3,Mc Don Juan,,10934430.0
EU VOU COM CARINHO ELA QUER COM FORÇA,Mc Don Juan,97771627.0,30035967.0
Set dos Casados,Mc Don Juan,109094189.0,99945150.0
Final do Ano,Mc Don Juan,10985735.0,17869371.0
Áudio Que Te Entrega - Faixa Bônus,Mc Don Juan,79593994.0,119503346.0
Quando Apaga A Luz - Ao Vivo,Mc Don Juan,4033242.0,7483771.0
Set do G15 - A Revoada Começou,Mc Don Juan,30554321.0,9866631.0
Não Vou Te Bloquear - Ao vivo,Mc Don Juan,78335601.0,64561087.0
Liberdade (Quando o Grave Bate Forte),Mc Don Juan,145768648.0,119336991.0
Botella Tras Botella,Gera MX,478438952.0,578719545.0
Se Me Olvidó,Gera MX,103137241.0,78054856.0
One Love,Gera MX,10621645.0,7237521.0
Nunca Te Pude Alcanzar,Gera MX,91576802.0,138468019.0
Ojos Tumbados,Gera MX,66625478.0,91061830.0
Complicado,Gera MX,37675406.0,41798818.0
Huracán,Gera MX,58872006.0,67380158.0
Cypher,Gera MX,72077979.0,200119725.0
Los No Tan Tristes,Gera MX,48898931.0,37287946.0
Invisibles,Gera MX,23316873.0,17636893.0
death bed (coffee for your head),beabadoobee,1386081346.0,562341931.0
the perfect pair,beabadoobee,52377086.0,2580366.0
Tired,beabadoobee,98205545.0,1973687.0
Coffee,beabadoobee,114905173.0,5648813.0
Cologne,beabadoobee,19893528.0,2124074.0
Sunny day,beabadoobee,11924155.0,2013315.0
The Moon Song,beabadoobee,70219058.0,1733389.0
Apple Cider,beabadoobee,11611825.0,456869.0
Dance with Me,beabadoobee,35119750.0,5122669.0
If You Want To,beabadoobee,40385498.0,9666051.0
All By Myself,Sigala,,967054.0
Melody,Sigala,87938900.0,8047105.0
Stay the Night,Sigala,57830962.0,6236073.0
Radio,Sigala,4666238.0,421784.0
Lasting Lover,Sigala,253257793.0,19873658.0
You for Me,Sigala,116909208.0,11807033.0
Living Without You,Sigala,19056438.0,2365658.0
Rely On Me,Sigala,6909603.0,630568.0
Easy Love,Sigala,331219313.0,170437624.0
if we never met - remix,Sigala,82243133.0,450634.0
3 Am,Brytiago,126957216.0,11080437.0
Netflixxx,Brytiago,159143328.0,256544244.0
Me Ama Me Odia,Brytiago,172179857.0,268014182.0
Asesina,Brytiago,289873288.0,539838346.0
Velitas,Brytiago,206846263.0,280392934.0
S.O.S.,Brytiago,23409691.0,9342427.0
Desnudarte,Brytiago,95593811.0,123059969.0
Aroma,Brytiago,4807416.0,7380885.0
Asesina - Remix,Brytiago,262125007.0,527765089.0
Bipolar,Brytiago,186889724.0,132335416.0
Psycho,Red Velvet,360285516.0,356138341.0
Feel My Rhythm,Red Velvet,95919498.0,63309852.0
Bad Boy,Red Velvet,227097105.0,377692019.0
Birthday,Red Velvet,13402942.0,30455454.0
러시안 룰렛 Russian Roulette,Red Velvet,151307068.0,244786739.0
Peek-A-Boo,Red Velvet,170131061.0,233804295.0
BYE BYE,Red Velvet,7744679.0,136347.0
Queendom,Red Velvet,90929100.0,116833495.0
Red Flavor,Red Velvet,,197223881.0
Day 1,Red Velvet,16832468.0,484888.0
Thank God,Kane Brown,,20222697.0
Be Like That - feat. Swae Lee & Khalid,Kane Brown,355983532.0,79271685.0
One Thing Right,Kane Brown,476529390.0,163556962.0
Heaven,Kane Brown,413970634.0,520364745.0
What Ifs (feat. Lauren Alaina),Kane Brown,434041192.0,320002543.0
Memory,Kane Brown,117982844.0,20159258.0
Like I Love Country Music,Kane Brown,44691014.0,9226672.0
Famous Friends,Kane Brown,125989578.0,19838446.0
Good as You,Kane Brown,171707346.0,96532963.0
Homesick,Kane Brown,144219833.0,118231383.0
Malibu Nights,LANY,319875319.0,66087510.0
I Quit Drinking,LANY,122793268.0,6994393.0
13,LANY,151662633.0,72322370.0
Mean It,LANY,290146116.0,76707474.0
dancing in the kitchen,LANY,107095994.0,5764438.0
ILYSB - STRIPPED,LANY,182338569.0,16294902.0
Thick And Thin,LANY,129293977.0,30702676.0
ILYSB,LANY,256045443.0,16857347.0
pink skies,LANY,101559125.0,19368885.0
Thru These Tears,LANY,176503792.0,19890481.0
Crazy What Love Can Do,Ella Henderson,212910249.0,19985333.0
21 Reasons (feat. Ella Henderson),Ella Henderson,146174913.0,1373814.0
Hurricane,Ella Henderson,106099716.0,20892803.0
All For You (with Ella Henderson),Ella Henderson,13138886.0,3067263.0
Risk It All,Ella Henderson,41539702.0,1855018.0
Friends,Ella Henderson,68621807.0,417476.0
Ghost,Ella Henderson,366808403.0,109803512.0
I Go Dancing (feat. Ella Henderson),Ella Henderson,955289.0,106769.0
Let’s Go Home Together,Ella Henderson,84879693.0,15799212.0
Blame It On The Mistletoe,Ella Henderson,22747652.0,97656.0
Ferrari,James Hype,336824862.0,7495681.0
Ferrari - Remix,James Hype,42822171.0,7495681.0
Ferrari - Oliver Heldens Remix,James Hype,11992003.0,462703.0
You Give Me A Feeling,James Hype,33335286.0,2766289.0
Disconnected,James Hype,17698873.0,4245531.0
Ferrari - D1MA Remix,James Hype,1525458.0,78165.0
More Than Friends,James Hype,147631709.0,7866296.0
Dancing,James Hype,10677732.0,722398.0
Good Luck,James Hype,16639609.0,1237698.0
Crazy What Love Can (with Becky Hill & Ella Henderson) - David Guetta & James Hype Remix,James Hype,4727008.0,492273.0
Where Did You Go? (feat. MNEK),Jax Jones,,7699308.0
OUT OUT (feat. Charli XCX & Saweetie),Jax Jones,370232540.0,26491511.0
You Don't Know Me (feat. RAYE),Jax Jones,567155050.0,85098398.0
2 Die 4 (Jax Jones Midnight Snacks Remix),Jax Jones,5062764.0,428723.0
All Day And Night,Jax Jones,,22950224.0
Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,275745173.0,162433278.0
Lonely Heart,Jax Jones,16269486.0,466978.0
i miss u (with Au/Ra),Jax Jones,130602006.0,12230629.0
Good Luck (with Jax Jones & Galantis),Jax Jones,23293337.0,3531166.0
Easy Lover - Jax Jones Remix,Jax Jones,3154554.0,320190.0
Atlantis,Seafret,410286196.0,67914683.0
Atlantis - Extra Sped Up Version,Seafret,45377217.0,658144.0
Atlantis - Sped Up Version,Seafret,23353477.0,2553239.0
Oceans,Seafret,172320089.0,98080815.0
Pictures,Seafret,4860980.0,84927.0
"See, I'm Sorry",Seafret,1034299.0,103132.0
Atlantis - Slowed Down Version,Seafret,4303964.0,252509.0
Loving You,Seafret,16054069.0,4395343.0
Atlantis,Seafret,2398377.0,67914683.0
Wildfire,Seafret,50536983.0,13038924.0
Roça Em Mim,Zé Felipe,59184114.0,104445571.0
Bandido,Zé Felipe,91177810.0,133023324.0
Malvada,Zé Felipe,141429218.0,284671760.0
Depende,Zé Felipe,86932118.0,136778623.0
Revoada No Colchão,Zé Felipe,146857647.0,171480427.0
Toma Toma Vapo Vapo,Zé Felipe,146971233.0,243040722.0
Vontade De Morder,Zé Felipe,67000514.0,219623426.0
Senta Danada,Zé Felipe,123591242.0,213743723.0
OLHADINHA,Zé Felipe,8566046.0,8326513.0
50 Cópias,Zé Felipe,,24973388.0
DRESSCODE,Bedoes 2115,9587295.0,1554894.0
GLOW UP,Bedoes 2115,5154112.0,1667694.0
WEEKEND 2115,Bedoes 2115,2679358.0,543765.0
GUGU x 2115,Bedoes 2115,3060372.0,1544351.0
KETCHUP,Bedoes 2115,17769857.0,8870226.0
NA KRAŃCU ŚWIATA,Bedoes 2115,,3289914.0
Wschód (lubię zapierdalać),Bedoes 2115,38733696.0,8928764.0
BEDOESIARA,Bedoes 2115,27437244.0,12431448.0
DIAMENTY,Bedoes 2115,2062038.0,641699.0
RODZINNY BIZNES,Bedoes 2115,1965105.0,212289.0
Fed Up,Ghostemane,141845994.0,58943.0
Mercury: Retrograde,Ghostemane,252566690.0,476334176.0
I duckinf hatw you,Ghostemane,111406631.0,44771197.0
Flesh,Ghostemane,72642185.0,11492182.0
1000 Rounds,Ghostemane,152073616.0,33414150.0
Squeeze,Ghostemane,108097385.0,48772494.0
To Whom It May Concern,Ghostemane,,58341.0
Venom,Ghostemane,101880806.0,32218678.0
Blood Oceans (How Many?),Ghostemane,52124899.0,23788744.0
Nihil,Ghostemane,89125744.0,7926.0
Umbrella (with 21 Savage & Young Nudy),Young Nudy,47761776.0,3003488.0
EA (feat. 21 Savage),Young Nudy,172880346.0,3605813.0
Hell Shell,Young Nudy,117072044.0,8005865.0
The Race - Remix,Young Nudy,136172862.0,1122695.0
Impala,Young Nudy,8615738.0,893820.0
Child's Play (feat. 21 Savage),Young Nudy,14055401.0,2677118.0
Sunflower Seeds,Young Nudy,,3382232.0
Yeah Yeah,Young Nudy,30765587.0,20930164.0
Nun To Do,Young Nudy,4651247.0,579464.0
"Ranjha (From ""Shershaah"")",B Praak,217935872.0,298727282.0
"Jhaanjar (From ""Honeymoon"")",B Praak,22921374.0,46412427.0
"Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,95143055.0,220055957.0
Filhaal2 Mohabbat,B Praak,48075082.0,640257435.0
Achha Sila Diya,B Praak,1915487.0,34781452.0
"O Saki Saki (From ""Batla House"")",B Praak,98239021.0,667748330.0
"Pachtaoge (From ""Jaani Ve"")",B Praak,66012824.0,619891430.0
"Naah Goriye (From ""Bala"")",B Praak,43575771.0,103366615.0
"Meri Jaan Meri Jaan (From ""Bachchhan Paandey"")",B Praak,30275130.0,7645479.0
Hornn Blow,B Praak,17909456.0,442672447.0
Sereia,Neo Beats,59940037.0,66706686.0
Malvadão 3,Neo Beats,,263220371.0
