Track,Artist,Revenue
Feel Good Inc.,Gorillaz,4639492.51849
Rhinestone Eyes,Gorillaz,1290022.96705
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,258074.05595
On Melancholy Hill,Gorillaz,1884765.15288
Clint Eastwood,Gorillaz,2895790.8130200002
DARE,Gorillaz,1474125.90909
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,Gorillaz,42976.49324
She's My Collar (feat. Kali Uchis),Gorillaz,639121.29358
Cracker Island (feat. Thundercat),Gorillaz,187564.8798
Dirty Harry,Gorillaz,871083.9806400001
Californication,Red Hot Chili Peppers,4925933.360710001
Under the Bridge,Red Hot Chili Peppers,4417216.610660001
Can't Stop,Red Hot Chili Peppers,3698138.4777100002
Scar Tissue,Red Hot Chili Peppers,2755588.5516999997
Otherside,Red Hot Chili Peppers,3395832.83264
Snow (Hey Oh),Red Hot Chili Peppers,3664290.4175299997
Dani California,Red Hot Chili Peppers,2423987.34078
By the Way,Red Hot Chili Peppers,1593455.6862400002
Give It Away,Red Hot Chili Peppers,1267568.80494
Dark Necessities,Red Hot Chili Peppers,1846337.6871600002
In Da Club,50 Cent,5327952.588020001
Candy Shop,50 Cent,3383888.0805
Just A Lil Bit,50 Cent,1909152.52947
P.I.M.P.,50 Cent,2562048.99885
Many Men (Wish Death),50 Cent,1633098.98332
Disco Inferno,50 Cent,837388.65419
21 Questions,50 Cent,2131253.69068
Is This Love ('09) (feat. 50 Cent),50 Cent,117769.33649
If I Can't,50 Cent,841926.1222399999
Best Friend - Remix,50 Cent,640352.77387
Whiskey In The Jar,Metallica,1384939.00946
Lux Æterna,Metallica,90552.70342
Screaming Suicide,Metallica,18600.96902
Yellow,Coldplay,6508936.59421
Viva La Vida,Coldplay,5847114.06092
Sparks,Coldplay,1951920.8791099999
Something Just Like This,Coldplay,9584735.66934
The Scientist,Coldplay,6610908.1952100005
A Sky Full of Stars,Coldplay,4629748.79497
Paradise,Coldplay,4858565.16161
Hymn for the Weekend,Coldplay,5460106.46528
My Universe,Coldplay,3708609.5713
Fix You,Coldplay,4851389.29201
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,3401090.07823
One More Time,Daft Punk,2185193.57834
Instant Crush (feat. Julian Casablancas),Daft Punk,2261070.8825399997
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,1623513.37423
Around the World,Daft Punk,1200040.8515700002
"Harder, Better, Faster, Stronger",Daft Punk,1254375.1552
Something About Us,Daft Punk,794977.87583
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,1234073.4880700002
Veridis Quo,Daft Punk,378906.8643
Digital Love,Daft Punk,482692.6031
In the End,Linkin Park,6805525.430480001
Numb,Linkin Park,6111679.94544
What I've Done,Linkin Park,2762846.30217
Numb / Encore,Linkin Park,3146182.41689
One Step Closer,Linkin Park,1895966.68879
Faint,Linkin Park,1914466.34555
Bleed It Out,Linkin Park,1646595.78681
Papercut,Linkin Park,1546746.49095
Crawling,Linkin Park,1826128.2946799998
BURN IT DOWN,Linkin Park,1716195.80234
Creep,Radiohead,4934232.41581
No Surprises,Radiohead,1633213.3430599999
Karma Police,Radiohead,1592873.23945
High and Dry,Radiohead,1164440.6721
Exit Music (For A Film),Radiohead,594775.92033
Weird Fishes/ Arpeggi,Radiohead,497336.29031
Jigsaw Falling Into Place,Radiohead,335686.64770000003
Fake Plastic Trees,Radiohead,921792.96947
Just,Radiohead,366160.22326
Nude,Radiohead,353975.68066
Highway to Hell,AC/DC,4762291.34169
Thunderstruck,AC/DC,5198270.2054
Back In Black,AC/DC,5360976.64926
You Shook Me All Night Long,AC/DC,3400895.79746
T.N.T.,AC/DC,2272311.13879
Hells Bells,AC/DC,1359993.55226
Dirty Deeds Done Dirt Cheap,AC/DC,1079938.08232
Shoot to Thrill,AC/DC,1286986.6044800002
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,785462.7156300001
Rock N Roll Train,AC/DC,589155.95239
I Gotta Feeling,Black Eyed Peas,4445312.42202
DON'T YOU WORRY,Black Eyed Peas,750579.50019
Where Is The Love?,Black Eyed Peas,3621138.5690099997
Just Can’t Get Enough,Black Eyed Peas,1527939.04275
GIRL LIKE ME,Black Eyed Peas,2272837.86135
Pump It,Black Eyed Peas,2490048.04066
Pump It Louder,Black Eyed Peas,113082.38729
Meet Me Halfway,Black Eyed Peas,1772240.27281
RITMO (Bad Boys For Life),Black Eyed Peas,4184018.92832
SIMPLY THE BEST,Black Eyed Peas,103833.64565
Billie Jean,Michael Jackson,6108214.65509
Chicago,Michael Jackson,416275.04995
Beat It,Michael Jackson,3932256.94231
Smooth Criminal - 2012 Remaster,Michael Jackson,2162533.08026
Rock with You - Single Version,Michael Jackson,1592823.31387
Don't Stop 'Til You Get Enough,Michael Jackson,1799458.2145
They Don't Care About Us,Michael Jackson,1700737.10525
Remember the Time,Michael Jackson,1244816.75108
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,1699583.29262
Love Never Felt So Good,Michael Jackson,1358897.74086
Just Give Me a Reason (feat. Nate Ruess),P!nk,5029598.77096
Never Gonna Not Dance Again,P!nk,144995.96029000002
Raise Your Glass,P!nk,2174633.00034
Try,P!nk,2275790.16348
So What,P!nk,2185303.0626600003
What About Us,P!nk,2884215.16061
Cover Me In Sunshine,P!nk,1439987.24907
TRUSTFALL,P!nk,13443.80043
Who Knew,P!nk,993882.88347
True Love (feat. Lily Allen),P!nk,783496.1709200001
Mockingbird,Eminem,4128593.40073
Without Me,Eminem,6926842.49881
The Real Slim Shady,Eminem,5466748.8724
Superman,Eminem,1960174.5224900001
Till I Collapse,Eminem,6196819.383350001
Stan,Eminem,3629806.1712
Love The Way You Lie,Eminem,6213933.2615600005
Godzilla (feat. Juice WRLD),Eminem,4668058.86787
Sing For The Moment,Eminem,1744219.15375
Not Afraid,Eminem,4351488.16374
"Happy - From ""Despicable Me 2""",Pharrell Williams,4663927.69531
Down In Atlanta,Pharrell Williams,170549.63436
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Pharrell Williams,4389860.2531200005
Cash In Cash Out,Pharrell Williams,432484.13119000004
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Pharrell Williams,418121.7735
Hit Different,Pharrell Williams,877205.8907999999
Neon Guts (feat. Pharrell Williams),Pharrell Williams,902120.7653600001
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),Pharrell Williams,406180.86207000003
Just A Cloud Away,Pharrell Williams,424361.04789000005
Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,497485.45029
lovely (with Khalid),Khalid,9630048.81882
Numb,Khalid,829664.19186
Silence,Khalid,5377365.47103
Young Dumb & Broke,Khalid,5774329.56496
Eastside (with Halsey & Khalid),Khalid,6136206.046759999
Better,Khalid,5166954.36266
Location,Khalid,5260153.6789
8TEEN,Khalid,2346874.91932
Beautiful People (feat. Khalid),Khalid,5208844.51076
Love Lies (with Normani),Khalid,3541708.0246800003
"Shakira: Bzrp Music Sessions, Vol. 53",Shakira,960975.01372
Monotonía,Shakira,1013270.02913
Te Felicito,Shakira,2209908.25844
Hips Don't Lie (feat. Wyclef Jean),Shakira,5496430.91464
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,4909707.219699999
DON'T YOU WORRY,Shakira,750579.50019
Dia de Enero,Shakira,658161.79746
Chantaje (feat. Maluma),Shakira,5375193.40007
Inevitable,Shakira,973685.5851400001
Antologia,Shakira,916784.84585
my ex's best friend (with blackbear),Machine Gun Kelly,2368808.3494700002
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,1784300.13493
maybe (feat. Bring Me The Horizon),Machine Gun Kelly,377221.42631
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,1672624.8409499999
forget me too (feat. Halsey),Machine Gun Kelly,1064164.1500000001
bloody valentine,Machine Gun Kelly,1204687.3267400002
Bad Things (with Camila Cabello),Machine Gun Kelly,2773439.92711
make up sex (feat. blackbear),Machine Gun Kelly,282135.5869
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",Machine Gun Kelly,873627.7861100001
ay! (feat. Lil Wayne),Machine Gun Kelly,264520.09442
X,Nicky Jam,4934870.22498
El Perdón (with Enrique Iglesias),Nicky Jam,4015596.21098
Bella y Sensual,Nicky Jam,2181090.9816300003
"Nicky Jam: Bzrp Music Sessions, Vol. 41",Nicky Jam,744135.2594500001
Cuaderno,Nicky Jam,1624087.0564700002
En La Cama (feat. Daddy Yankee),Nicky Jam,623827.80756
Si Te Preguntan...,Nicky Jam,192111.93185
Hasta el Amanecer,Nicky Jam,2986156.06702
Color Esperanza 2020,Nicky Jam,374912.63417000003
Here Comes The Sun - Remastered 2009,The Beatles,3850923.05565
Let It Be - Remastered 2009,The Beatles,2198180.42521
Come Together - Remastered 2009,The Beatles,2321554.73068
Yesterday - Remastered 2009,The Beatles,1930097.80175
Twist And Shout - Remastered 2009,The Beatles,1404580.32909
Blackbird - Remastered 2009,The Beatles,1330291.19081
In My Life - Remastered 2009,The Beatles,1109330.2034200002
Hey Jude - Remastered 2015,The Beatles,1983701.0205400002
I Want To Hold Your Hand - Remastered 2015,The Beatles,1359487.13512
Something - Remastered 2009,The Beatles,1000354.78446
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,3805807.67592
Timber (feat. Ke$ha),Pitbull,5453718.06785
Time of Our Lives,Pitbull,4099400.02999
Feel This Moment (feat. Christina Aguilera),Pitbull,2411261.68289
International Love (feat. Chris Brown),Pitbull,1987446.56078
Fireball (feat. John Ryan),Pitbull,1908351.7658300002
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,1505606.17004
Hotel Room Service,Pitbull,1716028.91849
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,979714.7268099999
HOT,Pitbull,244692.47019
No Lie,Sean Paul,4180236.6238700002
Temperature,Sean Paul,2611622.93025
Go Down Deh (feat. Shaggy and Sean Paul),Sean Paul,604244.71661
Get Busy,Sean Paul,1668537.7575299998
She Doesn't Mind,Sean Paul,1414737.5799
Give It Up to Me,Sean Paul,409401.95126
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,417108.45525999996
I'm Still in Love with You (feat. Sasha),Sean Paul,924380.97377
UP,Sean Paul,246501.74328
Contra La Pared,Sean Paul,1521147.09947
Can't Help Falling in Love,Elvis Presley,2821957.0904
Blue Christmas,Elvis Presley,1206396.90372
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,463341.78885
Suspicious Minds,Elvis Presley,1428926.52566
Burning Love,Elvis Presley,874504.17622
Always On My Mind,Elvis Presley,514741.30682
If I Can Dream,Elvis Presley,108719.68522
(You're The) Devil in Disguise,Elvis Presley,439559.89326
Hit 'Em Up - Single Version,2Pac,1907964.28239
Ambitionz Az A Ridah,2Pac,2314034.48058
California Love - Original Version,2Pac,2047264.4280100001
All Eyez On Me (ft. Big Syke),2Pac,1724598.66231
Do For Love,2Pac,855861.9943499999
Changes,2Pac,1644437.0219800002
Dear Mama,2Pac,1238644.82891
Keep Ya Head Up,2Pac,848162.2873300001
2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),2Pac,727911.57218
Can't C Me,2Pac,472288.15879
Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg,723115.1327900001
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5053850.381929999
Drop It Like It's Hot,Snoop Dogg,2033395.69943
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Snoop Dogg,1003287.82372
From The D 2 The LBC (with Snoop Dogg),Snoop Dogg,233424.43975
Sweat - Remix,Snoop Dogg,1055728.53638
Beautiful,Snoop Dogg,949762.98361
I Wanna Fuck You,Snoop Dogg,328468.15716
Qué Maldición,Snoop Dogg,554981.4042400001
Love Me,Lil Wayne,2062375.54977
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4562584.61094
Mirror,Lil Wayne,2196394.49245
Forever,Lil Wayne,2089969.07538
6 Foot 7 Foot,Lil Wayne,1744072.55846
Lollipop,Lil Wayne,1912709.95292
A Milli,Lil Wayne,1737041.14611
Scared of the Dark (feat. XXXTENTACION),Lil Wayne,821315.4704700001
ay! (feat. Lil Wayne),Lil Wayne,264520.11995
Right Above It,Lil Wayne,985687.0205
Snowman,Sia,2727395.7146099997
Unstoppable,Sia,3031486.96608
Chandelier,Sia,7398187.520680001
Dusk Till Dawn (feat. Sia) - Radio Edit,Sia,6861041.98614
Cheap Thrills,Sia,7387664.225380001
"Genius (feat. Sia, Diplo, and Labrinth)",Sia,1875498.90785
Elastic Heart,Sia,3802412.23634
Unstoppable - R3HAB Remix,Sia,140173.19650999998
Del Mar,Sia,1274799.72564
Santa's Coming for Us,Sia,799579.96661
Dreams - 2004 Remaster,Fleetwood Mac,4612030.26428
The Chain - 2004 Remaster,Fleetwood Mac,3244620.17529
Everywhere - 2017 Remaster,Fleetwood Mac,2498279.57218
Go Your Own Way - 2004 Remaster,Fleetwood Mac,2932994.3081300003
Landslide,Fleetwood Mac,2101850.94985
Don't Stop - 2004 Remaster,Fleetwood Mac,1012942.7040500001
Little Lies - 2017 Remaster,Fleetwood Mac,1228489.4626200001
Rhiannon,Fleetwood Mac,1217430.2914500001
Gypsy,Fleetwood Mac,910938.95861
Never Going Back Again - 2004 Remaster,Fleetwood Mac,758981.56655
Dancing Queen,ABBA,3980105.79801
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,2326026.13935
Mamma Mia,ABBA,1690487.8698
Angeleyes,ABBA,546571.5490499999
The Winner Takes It All,ABBA,1259769.85126
Take A Chance On Me,ABBA,1098265.00141
Lay All Your Love On Me,ABBA,1012452.58837
Waterloo,ABBA,943448.22091
Chiquitita,ABBA,994691.0082
Super Trouper,ABBA,896550.65783
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1895064.20864
Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sinatra,510310.89394000004
Jingle Bells - Remastered 1999,Frank Sinatra,720421.06634
My Way,Frank Sinatra,1345326.69286
Somethin' Stupid,Frank Sinatra,730983.8417900001
Santa Claus Is Comin' to Town,Frank Sinatra,353324.47368999996
Fly Me To The Moon (In Other Words),Frank Sinatra,2121103.0575
Strangers In The Night,Frank Sinatra,584694.55519
That's Life,Frank Sinatra,883324.11004
Silent Night - 1999 Remaster,Frank Sinatra,168242.36794
10:35,Tiësto,440853.28393000003
The Motto,Tiësto,2277223.37796
Don't Be Shy,Tiësto,2152863.24486
Lay Low,Tiësto,75010.04914999999
The Business,Tiësto,4086178.3165200003
Hot In It,Tiësto,474781.60863000003
Pump It Louder,Tiësto,113082.39487999999
Another Love - Tiësto Remix,Tiësto,155948.29433
Baila Conmigo,Tiësto,131117.52664
Jackie Chan,Tiësto,3167094.9321500002
Cold Heart - PNAU Remix,Elton John,5704501.3123
I'm Still Standing,Elton John,2714739.43226
Hold Me Closer,Elton John,770884.6499000001
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3405089.23397
Your Song,Elton John,2618267.30399
Don't Go Breaking My Heart,Elton John,2309965.3477100004
Tiny Dancer,Elton John,2535050.56796
Step Into Christmas,Elton John,959005.4463600001
Goodbye Yellow Brick Road - Remastered 2014,Elton John,982008.18854
Merry Christmas,Elton John,573022.77897
Ni**as In Paris,JAY-Z,4476073.80665
Empire State Of Mind,JAY-Z,2779407.3317199997
Numb / Encore,JAY-Z,3148470.12017
Run This Town,JAY-Z,1197231.77475
No Church In The Wild,JAY-Z,1246527.53131
4:44,JAY-Z,312287.74373999995
03' Bonnie & Clyde,JAY-Z,476663.13126
Otis,JAY-Z,837601.3774700001
Gotta Have It,JAY-Z,513562.09501000005
Love All (with JAY-Z),JAY-Z,462861.98057
Creepin' (with The Weeknd & 21 Savage),21 Savage,1131068.37426
Rich Flex,21 Savage,1249489.2620800002
Jimmy Cooks (feat. 21 Savage),21 Savage,1661413.69867
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],21 Savage,330130.00646
Pussy & Millions (feat. Travis Scott),21 Savage,496321.99552
Glock In My Lap,21 Savage,748128.27552
On BS,21 Savage,402527.14011
Major Distribution,21 Savage,436995.35607
Spin Bout U,21 Savage,351239.74924000003
Knife Talk (with 21 Savage ft. Project Pat),21 Savage,2056911.9125700002
Bound 2,Kanye West,2385054.8333199997
Heartless,Kanye West,3021342.3520500003
Flashing Lights,Kanye West,2258192.87782
Ni**as In Paris,Kanye West,4476073.80665
Father Stretch My Hands Pt. 1,Kanye West,2541242.5564099997
Stronger,Kanye West,4791685.85486
I Wonder,Kanye West,1220985.95007
Violent Crimes,Kanye West,1342079.45091
Homecoming,Kanye West,1586470.6634499999
Gold Digger,Kanye West,3636952.11617
Ahora Te Puedes Marchar,Luis Miguel,2282691.00873
La Incondicional,Luis Miguel,1677584.44124
Hasta Que Me Olvides,Luis Miguel,1215304.1590200001
La Media Vuelta,Luis Miguel,1009316.00375
Culpable O No - Miénteme Como Siempre,Luis Miguel,1072689.0087899999
Por Debajo De La Mesa,Luis Miguel,1023762.53171
Tengo Todo Excepto a Ti,Luis Miguel,790897.46639
No Sé Tú,Luis Miguel,786163.1061
La bikina - En vivo,Luis Miguel,567952.31918
Sabor a Mi,Luis Miguel,518249.56748
CUFF IT,Beyoncé,1426081.04733
Crazy In Love (feat. Jay-Z),Beyoncé,3806710.44497
ALIEN SUPERSTAR,Beyoncé,476604.75883
BREAK MY SOUL,Beyoncé,1106386.2853899999
Halo,Beyoncé,5967506.024379999
Love On Top,Beyoncé,2454415.79701
ENERGY (feat. Beam),Beyoncé,291762.52888
Perfect Duet (Ed Sheeran & Beyoncé),Beyoncé,3116513.83177
Drunk in Love (feat. Jay-Z),Beyoncé,2554395.36483
Run the World (Girls),Beyoncé,2305806.24105
ULALA (OOH LA LA),Daddy Yankee,176723.97215
La Santa,Daddy Yankee,2656827.68305
Gasolina,Daddy Yankee,2163727.63081
X ÚLTIMA VEZ,Daddy Yankee,1243566.91826
"Lo Que Pasó, Pasó",Daddy Yankee,1261493.13209
Despacito,Daddy Yankee,11601349.436590001
Con Calma,Daddy Yankee,6494492.16003
Tu Príncipe,Daddy Yankee,843391.30091
Ella Me Levanto,Daddy Yankee,807398.3551
Used (feat. Don Toliver),Don Toliver,197045.54476
No Idea,Don Toliver,2925899.53881
After Party,Don Toliver,2297318.21927
"Lemonade (feat. Gunna, Don Toliver & NAV)",Don Toliver,4701490.6825
Do It Right,Don Toliver,69523.90182
Cardigan,Don Toliver,701021.51098
Honest (feat. Don Toliver),Don Toliver,389160.56435
Mystery Lady,Don Toliver,587172.95317
Drugs N Hella Melodies (feat. Kali Uchis),Don Toliver,322844.31693000003
Scrape It Off (feat. Lil Uzi Vert & Don Toliver),Don Toliver,201085.00239
La Mitad,Camilo,1181319.95326
Desconocidos,Camilo,3285733.48414
Aeropuerto,Camilo,136461.21908
Índigo,Camilo,940580.4308600001
Si Me Dices Que Sí,Camilo,1249641.7793
El Mismo Aire - con Pablo Alborán,Camilo,1193467.1428800002
Bebiendo Sola,Camilo,59519.80035
Color Esperanza 2020,Camilo,374912.63417000003
Tattoo - Remix with Camilo,Camilo,2671937.26678
Hold Me Closer,Britney Spears,770884.6499000001
Toxic,Britney Spears,3982362.31278
Gimme More,Britney Spears,1900003.9683400001
...Baby One More Time,Britney Spears,2900911.52418
Oops!...I Did It Again,Britney Spears,2602496.50399
My Only Wish (This Year),Britney Spears,1042597.4047900001
Womanizer,Britney Spears,1938011.96179
Circus,Britney Spears,1198930.45351
Criminal,Britney Spears,887748.45875
If U Seek Amy,Britney Spears,669699.9002
Pepas,Farruko,5055187.85652
Diles,Farruko,3194305.64176
Si Se Da - Remix,Farruko,2415508.24381
Fantasias,Farruko,2669451.7442799998
Calma - Remix,Farruko,6031823.10707
On My Way,Farruko,2460978.60437
Si Me Dices Que Sí,Farruko,1249641.7793
Passion Whine,Farruko,1147092.08376
Color Esperanza 2020,Farruko,374912.63417000003
Patio de la Cárcel - Tangos,Farruko,59966.94541
"All I Want - From ""High School Musical: The Musical: The Series""",Disney,2129467.6953600002
I'll Make a Man Out of You,Disney,1171071.77094
Part of Your World,Disney,988284.70302
If Only,Disney,642823.14562
Under the Sea,Disney,1156260.2776000001
Zero To Hero,Disney,434370.48837000004
I Won't Say (I'm In Love),Disney,773977.58549
A Whole New World - Remastered 2022,Disney,976456.0333
Be Our Guest,Disney,503901.40979
Gotta Go My Own Way,Disney,609627.3494500001
Under The Influence,Chris Brown,2645567.4492
Superhero (Heroes & Villains) [with Future & Chris Brown],Chris Brown,560244.3342200001
No Guidance (feat. Drake),Chris Brown,3774062.28774
Nostálgico,Chris Brown,1588533.8782499998
Go Crazy,Chris Brown,2437170.34139
Forever,Chris Brown,1611802.56556
Wet The Bed (feat. Ludacris),Chris Brown,411376.5124
Under The Influence (Body Language),Chris Brown,205228.04119999998
Monalisa,Chris Brown,183798.01819
With You,Chris Brown,1720539.94162
The Color Violet,Tory Lanez,833484.2821300001
Lavender Sunflower,Tory Lanez,178562.02498
Say It,Tory Lanez,1719574.77129
Broke In A Minute,Tory Lanez,1113758.60839
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Tory Lanez,2731644.51398
Lady Of Namek,Tory Lanez,228223.57874
In For It,Tory Lanez,307790.35606
The Take (feat. Chris Brown),Tory Lanez,1065542.6677
I LIKE,Tory Lanez,73213.69456
And This is Just The Intro,Tory Lanez,202360.64659
All I Want for Christmas Is You,Mariah Carey,6271631.52531
Christmas (Baby Please Come Home),Mariah Carey,918152.64883
Fantasy,Mariah Carey,1101162.9440000001
Always Be My Baby,Mariah Carey,1419610.4840199999
We Belong Together,Mariah Carey,2111739.20907
I Know What You Want (feat. Flipmode Squad),Mariah Carey,1113937.2963100001
Without You,Mariah Carey,1038482.9073099999
Obsessed,Mariah Carey,1066929.35583
Hero,Mariah Carey,1106160.2773199999
O Holy Night,Mariah Carey,481662.66884000006
Mallipoo,A.R. Rahman,226378.77479999998
Enna Sona,A.R. Rahman,417565.02009
Param Sundari,A.R. Rahman,615430.0602599999
Rait Zara Si,A.R. Rahman,400063.31636000006
Raanjhanaa,A.R. Rahman,229595.05634
Jashn-E-Bahaaraa,A.R. Rahman,269631.64283
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",A.R. Rahman,145365.04706
Ennodu Nee Irundhaal,A.R. Rahman,194554.22113000002
Kun Faya Kun,A.R. Rahman,525679.14941
Tere Bina,A.R. Rahman,256329.29935
Kesariya,Pritam,1230190.6487500002
Shayad,Pritam,793512.74907
Kabira,Pritam,680729.48755
Tum Se Hi,Pritam,465718.53
Khairiyat,Pritam,1172830.77446
Tera Hone Laga Hoon,Pritam,559082.4735900001
Deva Deva,Pritam,298239.93953
Raabta,Pritam,306763.67633
Kalank (Title Track),Pritam,509126.10279
Bhool Bhulaiyaa 2 Title Track,Pritam,467193.22348
Saibo,Shreya Ghoshal,412755.22429
Pal,Shreya Ghoshal,458310.99674000003
Rasiya,Shreya Ghoshal,138007.8316
Param Sundari,Shreya Ghoshal,615430.0602599999
Hasi - Female Version,Shreya Ghoshal,180562.42778
Munbe Vaa,Shreya Ghoshal,185416.83443
Tujh Mein Rab Dikhta Hai - Ii,Shreya Ghoshal,106907.04015
Main Agar Kahoon,Shreya Ghoshal,290858.70294
Piya O Re Piya,Shreya Ghoshal,131837.02244
Samjhawan,Shreya Ghoshal,340184.272
Wish You Were Here,Pink Floyd,2229701.18058
Chop Suey!,System Of A Down,4648095.81013
Toxicity,System Of A Down,3022200.03632
Lonely Day,System Of A Down,1610518.0241
Aerials,System Of A Down,1633836.97801
B.Y.O.B.,System Of A Down,2053577.96986
Sugar,System Of A Down,813732.0390100001
Violent Pornography,System Of A Down,588281.8694600001
Hypnotize,System Of A Down,866110.7404700001
Spiders,System Of A Down,443796.35274
Prison Song,System Of A Down,405393.64574
Basket Case,Green Day,3327024.68725
American Idiot,Green Day,2980988.15949
Good Riddance (Time of Your Life),Green Day,2035635.6541700002
Wake Me up When September Ends,Green Day,2430306.36544
Boulevard of Broken Dreams,Green Day,2683543.7789000003
When I Come Around,Green Day,1572479.81581
21 Guns,Green Day,2207694.11189
Holiday,Green Day,945522.91902
Brain Stew,Green Day,568640.6497
Experience,Ludovico Einaudi,1254280.45133
Nuvole Bianche,Ludovico Einaudi,1259030.60128
Una Mattina,Ludovico Einaudi,723337.53361
The Tree,Ludovico Einaudi,13640.46453
Wind Song,Ludovico Einaudi,65162.71162
Luminous,Ludovico Einaudi,122095.37043000001
Temple White,Ludovico Einaudi,51822.46169
Natural Light,Ludovico Einaudi,128402.37459
Primavera,Ludovico Einaudi,345153.50881
Rolling Like A Ball,Ludovico Einaudi,53182.76316
Supermassive Black Hole,Muse,1675881.3926100002
Uprising,Muse,2156750.94122
Starlight,Muse,1384858.33132
Hysteria,Muse,873977.98053
Knights of Cydonia,Muse,784490.85062
Time is Running Out,Muse,746329.87529
Madness,Muse,1170009.96759
Psycho,Muse,884636.97638
Plug in Baby,Muse,519800.63602
Undisclosed Desires,Muse,685178.36562
Dream On,Aerosmith,3087838.1685800003
Crazy,Aerosmith,1699769.5964600001
"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",Aerosmith,3598346.46198
Cryin',Aerosmith,1145927.26047
Walk This Way,Aerosmith,1648998.5384499999
Dude (Looks Like A Lady),Aerosmith,806282.19435
Sweet Emotion,Aerosmith,1342539.64678
Amazing,Aerosmith,613453.58449
Rag Doll,Aerosmith,249056.94955
Janie's Got A Gun,Aerosmith,346601.39742
Duality,Slipknot,2346771.39019
Before I Forget,Slipknot,1706326.46634
Psychosocial,Slipknot,2088146.43379
Custer,Slipknot,467211.39592000004
Wait and Bleed,Slipknot,1281852.90809
Unsainted,Slipknot,1006007.3808599999
The Devil in I,Slipknot,1423699.56972
Snuff,Slipknot,1165503.2633000002
The Dying Song (Time To Sing),Slipknot,112349.41175
"Vermilion, Pt. 2",Slipknot,531965.00939
Wonderwall - Remastered,Oasis,6277513.38882
Stop Crying Your Heart Out,Oasis,920050.60895
Champagne Supernova - Remastered,Oasis,1246193.44632
Live Forever - Remastered,Oasis,812921.33715
Supersonic - Remastered,Oasis,524385.02572
She's Electric - Remastered,Oasis,398814.24903
Songbird,Oasis,177078.93842
"Paint It, Black",The Rolling Stones,3639032.7320499998
Start Me Up - Remastered 2009,The Rolling Stones,1933300.1435500002
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2344999.39322
Gimme Shelter,The Rolling Stones,1950437.14353
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,1895884.02783
Beast Of Burden - Remastered 1994,The Rolling Stones,1288635.89687
Angie,The Rolling Stones,1171318.1461
Wild Horses - 2009 Mix,The Rolling Stones,876950.0772299999
Miss You - Remastered,The Rolling Stones,628167.58456
You Can't Always Get What You Want,The Rolling Stones,610592.28562
Cornfield Chase,Hans Zimmer,736751.8319
Time,Hans Zimmer,1100426.16097
Main Titles (You’ve Been Called Back to Top Gun),Hans Zimmer,85078.16742
Day One (Interstellar Theme),Hans Zimmer,398343.89567000006
Top Gun Anthem,Hans Zimmer,61853.14893
Mountains,Hans Zimmer,283199.48899
"This Land - From ""The Lion King""/Score",Hans Zimmer,235287.79145
Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack,Hans Zimmer,231093.15289000003
First Step,Hans Zimmer,93934.88897000001
