Track,Artist,Revenue
Con Ese Corazón,La Maquinaria Norteña,196133.79700000002
Así Ya No,La Maquinaria Norteña,155139.19779
Especial,La Maquinaria Norteña,61567.721190000004
Lo Mejor De Lo Mejor,La Maquinaria Norteña,9141.678300000001
Hoy Más Que Nunca,La Maquinaria Norteña,9650.02462
No Quiero Compartir,La Maquinaria Norteña,24098.12138
50 Y Cincuenta,La Maquinaria Norteña,9860.702860000001
Por Obvias Razones,La Maquinaria Norteña,62226.21847
!ly (feat. Coez),Coez,109337.48475999999
La musica non c'è,Coez,596278.93334
Le luci della città,Coez,321680.28782
Occhi rossi,Coez,123675.56749999999
È sempre bello,Coez,532825.67614
Faccio un casino,Coez,277715.14462000004
"STANOTTE (feat. Coez, Massimo Pericolo)",Coez,5282.0744700000005
Margherita,Coez,21204.90574
Come nelle canzoni,Coez,158702.5037
"Come Mi Guardi (con Madame, Coez & Bresh)",Coez,23982.00056
Smile,Lily Allen,1031235.56937
Somewhere Only We Know,Lily Allen,1248919.7466900002
Not Fair,Lily Allen,558938.6337
Fuck You,Lily Allen,1057541.8955700002
LDN,Lily Allen,308393.37674
Roll The Dice (feat. Stamina MC & Lily Allen),Lily Allen,156490.30142
The Fear,Lily Allen,337819.58171
"Somewhere Only We know - Live from Spotify, London",Lily Allen,158298.86565
"Mad World - Recorded at Metropolis Studios, London",Lily Allen,87701.12445
Hard out Here,Lily Allen,385373.89278
"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,235193.92349000002
Too Much (feat. Moneybagg Yo),Freddie Gibbs,43796.03584
1985,Freddie Gibbs,111300.18073000001
Crime Pays,Freddie Gibbs,140040.20661
Scottie Beam,Freddie Gibbs,96371.65895
Gang Signs (feat. ScHoolboy Q),Freddie Gibbs,162935.32909
Babies & Fools (feat. Conway the Machine),Freddie Gibbs,46414.207720000006
Dark Hearted,Freddie Gibbs,24901.09172
Couldn’t Be Done (feat. Kelly Price),Freddie Gibbs,15947.278620000001
4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,211443.63385
Bleeding Love,Leona Lewis,2943564.74788
One More Sleep,Leona Lewis,715529.61422
You Are The Reason - Duet Version,Leona Lewis,1178638.07733
Better in Time,Leona Lewis,1116473.89124
Winter Wonderland,Leona Lewis,122292.87404
Run,Leona Lewis,519901.52957
I See You (Theme from Avatar),Leona Lewis,51034.77175
A Moment Like This,Leona Lewis,189280.39946
Footprints in the Sand,Leona Lewis,166284.114
Walking on Sunshine,Leona Lewis,42902.0877
Malditas Ganas,El Komander,398998.80121
Sanguinarios Del M1,El Komander,299237.65658
Cuernito Armani,El Komander,203459.16471
El Papel Cambio (Bonus Track),El Komander,272197.21338
La Princesa,El Komander,160514.69657
Descansa Mi Amor,El Komander,158130.27657000002
A Mi Me Interesa,El Komander,179377.50055
Borracho Y Escandaloso,El Komander,185917.03297
El Taquicardio,El Komander,360956.00986000005
Soy De Rancho,El Komander,333414.95794
Jaane Kyu Main,Prashant Katheriya,44216.85368000001
Tum Chhupa Na Sakogi - Unplugged,Prashant Katheriya,65205.86955
Saari Raat,Prashant Katheriya,27953.65419
Tu Ijazat De Agar - Unplugged,Prashant Katheriya,15150.76235
Ek Pal Ki Bhi Judai,Prashant Katheriya,6859.153550000001
Through The Echoes,Paolo Nutini,98574.09778
Last Request,Paolo Nutini,745801.6659
Candy,Paolo Nutini,505583.18808
New Shoes,Paolo Nutini,622401.11906
Iron Sky,Paolo Nutini,428253.94494
Acid Eyes,Paolo Nutini,32422.409
Pencil Full of Lead,Paolo Nutini,251834.31336
Jenny Don't Be Hasty,Paolo Nutini,293682.89482
Coming up Easy,Paolo Nutini,145059.32463
Radio,Paolo Nutini,23278.72925
Famous Friends,Chris Young,517646.80041
I'm Comin' Over,Chris Young,930627.8491100001
Tomorrow,Chris Young,426034.68210000003
Gettin' You Home,Chris Young,368624.2831
Looking for You,Chris Young,6423.54183
At the End of a Bar,Chris Young,143286.36878
Aw Naw,Chris Young,378397.95761000004
Think of You,Chris Young,613460.88024
Who I Am With You,Chris Young,291491.93081
You,Chris Young,221051.75855
Soy El Ratón,Código FN,289024.69627
Billetes Verdes,Código FN,106610.34229
Ando Bien Al Tiro,Código FN,142837.46933999998
El Imán,Código FN,17920.48876
Millennial,Código FN,15733.5101
Miami Vibe,Código FN,479736.89845
El Trébol de la Suerte,Código FN,58348.47011
Iván Pa'llá Iván Pa'cá,Código FN,5220.5992400000005
Soy Para Ti,Código FN,36495.393319999996
Bhool Bhulaiyaa 2 Title Track,Neeraj Shridhar,467196.09871
"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar,396366.69426
Tum Mile,Neeraj Shridhar,176190.88687
Tum Mile - Lofi Flip,Neeraj Shridhar,86187.32322
Jhak Maar Ke,Neeraj Shridhar,181294.59779
Bhool Bhulaiyaa,Neeraj Shridhar,230241.45071
Character Dheela,Neeraj Shridhar,139674.19834
Khwab Dekhe Sexy Lady,Neeraj Shridhar,77041.55466
Prem Ki Naiyya,Neeraj Shridhar,45991.47191000001
Love Mera Hit Hit,Neeraj Shridhar,98963.96561
Zukunft Pink (feat. Inéz),Peter Fox,232060.75791000001
Alles neu,Peter Fox,392344.05025000003
Haus am See,Peter Fox,247573.7652
Schüttel deinen Speck,Peter Fox,217922.84035
Schwarz zu blau,Peter Fox,213257.09373
Stadtaffe,Peter Fox,130215.78156
Lok auf 2 Beinen,Peter Fox,93392.77962
Zucker (feat. Vanessa Mason),Peter Fox,97442.94628
Der letzte Tag,Peter Fox,77976.94535
"Zukunft Pink - ALLIANCE REMIX (feat. Focalistic, Kwam.E, ALBI X, Willy Will, Awa Khiwe, Benji Asare, Inéz)",Peter Fox,2990.1966300000004
"Y, ¿Si Fuera Ella? - + Es +",India Martinez,729354.04313
SI ELLA SUPIERA,India Martinez,69435.18312999999
5 SENTÍOS,India Martinez,19551.477890000002
Resistiré,India Martinez,221492.38974
Convénceme,India Martinez,161128.87103
Corazon Hambriento (feat. Abel Pintos),India Martinez,198453.64377000002
NUESTRO MUNDO,India Martinez,5188.467850000001
90 Minutos,India Martinez,133708.11197
Hoy,India Martinez,115366.88457
No Me Basta,India Martinez,56227.89561000001
Grinding All My Life,Nipsey Hussle,664098.0295899999
Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,641698.2675000001
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,830195.82489
Hussle & Motivate,Nipsey Hussle,300425.97565
Victory Lap (feat. Stacy Barthe),Nipsey Hussle,280073.30621999997
Last Time That I Checc'd (feat. YG),Nipsey Hussle,412133.0097
Blue Laces 2,Nipsey Hussle,172974.65019000001
Ocean Views,Nipsey Hussle,51837.511029999994
Face the World,Nipsey Hussle,64663.75827
Grace Kelly,MIKA,1318620.62408
"Relax, Take It Easy",MIKA,597624.30833
Happy Ending,MIKA,424532.4252
Keep it Simple (feat. Mika),MIKA,2206.22509
Love Today,MIKA,284989.18062999996
Popular Song,MIKA,570122.73235
Lollipop,MIKA,390865.13433000003
Big Girl (You Are Beautiful),MIKA,224427.16871
Bolero (feat. MIKA),MIKA,48030.78579
Elle me dit,MIKA,231242.86874
Love Lost,The Temper Trap,332410.6499
Sweet Disposition,The Temper Trap,1890731.8785700002
Fader,The Temper Trap,224528.10818
Love Lost,The Temper Trap,246987.9139
Sweet Disposition (Vintage Culture & Lazy Bear Remix),The Temper Trap,118471.94974
Sweet Disposition - Bootleg,The Temper Trap,40442.851599999995
Dancing in the Dark - triple j Like A Version,The Temper Trap,10161.98156
Soldier On,The Temper Trap,88770.79853
Seja Para Mim - Acústico,Maneva,260370.19605
Pisando Descalço,Maneva,153601.79575000002
O Destino Não Quis,Maneva,315492.44352000003
Saudades do Tempo,Maneva,294601.99299
Êxodo,Maneva,79799.03486
Daquele Jeito,Maneva,119333.0994
Luz Que Me Traz Paz,Maneva,158965.06696
Seja Para Mim - Ao Vivo Em São Paulo,Maneva,171277.49767
Pisando Descalço,Maneva,163580.95175
Lembranças,Maneva,55133.98095
Atemlos durch die Nacht,Helene Fischer,571978.56778
Regenbogenfarben,Helene Fischer,244042.49214
Herzbeben,Helene Fischer,319043.33447000006
Fröhliche Weihnacht überall,Helene Fischer,60930.17907
Ich will immer wieder... dieses Fieber spür'n,Helene Fischer,177218.16938
Null auf 100,Helene Fischer,89598.07951000001
Santa Baby (feat. Helene Fischer),Helene Fischer,70704.35738999999
Achterbahn,Helene Fischer,225619.63609
Blitz,Helene Fischer,31188.21196
Und morgen früh küss ich dich wach,Helene Fischer,48993.86362
SIR BAUDELAIRE (feat. DJ Drama),DJ Drama,204859.23163000002
Put The Minks Down (feat. 42 Dugg),DJ Drama,15559.93057
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",DJ Drama,221991.54479
Scarface (feat. EST Gee),DJ Drama,9248.53727
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy",DJ Drama,42687.93939000001
Earned,DJ Drama,2761.42218
Wishing,DJ Drama,436718.43252
Most Hated (feat. Lil Durk),DJ Drama,8198.48266
RZA,DJ Drama,2565.29388
Bruh,DJ Drama,7437.6817200000005
Blood Upon the Snow,Bear McCreary,42739.69093
God of War Ragnarök (feat. Eivør),Bear McCreary,22881.24703
God of War,Bear McCreary,144985.75717
Raeb's Lament,Bear McCreary,7526.57063
A Son's Path,Bear McCreary,6654.63159
Outlander - The Skye Boat Song (Castle Leoch Version) [feat. Raya Yarbrough],Bear McCreary,140578.70754
Dance of the Druids (feat. Raya Yarbrough),Bear McCreary,103100.25468
Letting Go,Bear McCreary,3883.83359
Ragnarök,Bear McCreary,4207.78391
Memories of Mother (feat. Eivør),Bear McCreary,46513.07547
What A Beautiful Name,Brooke Ligertwood,969469.9556400001
Honey In The Rock - Live,Brooke Ligertwood,52031.23864
Who You Say I Am - Live,Brooke Ligertwood,488314.12349
Hosanna,Brooke Ligertwood,288571.99238
Lead Me To The Cross,Brooke Ligertwood,317338.45462
A Thousand Hallelujahs - Live,Brooke Ligertwood,48991.45463
New Wine - Live,Brooke Ligertwood,229959.72819
Greek Tragedy - Oliver Nelson TikTok Remix,The Wombats,304958.64655999996
Let's Dance to Joy Division,The Wombats,602699.9528300001
Kill the Director,The Wombats,365293.23654
Moving to New York,The Wombats,397143.53635
Turn,The Wombats,404477.05671000003
Greek Tragedy,The Wombats,637223.1148300001
"If You Ever Leave, I'm Coming with You",The Wombats,96149.70008000001
Is This What It Feels Like to Feel Like This?,The Wombats,15650.381050000002
Tokyo (Vampires & Wolves),The Wombats,250810.76857
Pink Lemonade,The Wombats,173680.77883000002
BANG BANG BANG,BIGBANG,1217281.99511
Still Life,BIGBANG,240895.73371
LOSER,BIGBANG,517400.17455
FXXK IT,BIGBANG,590388.0316400001
Haru Haru,BIGBANG,370973.03092
LET'S NOT FALL IN LOVE,BIGBANG,416927.29554
IF YOU,BIGBANG,321547.10941
FANTASTIC BABY - Japanese ver.,BIGBANG,400840.88886
LAST DANCE,BIGBANG,331798.91665
Blue,BIGBANG,315682.41438
Bruk Off Yuh Back,Konshens,313594.84411999997
Pull up to Mi Bumper,Konshens,186413.45062
Hard Drive,Konshens,106169.39402
Bruk Off Yuh Back (feat. Chris Brown),Konshens,104340.33663
Gal A Bubble,Konshens,100448.44401
So High,Konshens,17935.450630000003
Show Yourself,Konshens,40664.134549999995
GYAL TIME AGAIN,Konshens,6514.32964
Succa Proof (feat. Konshens and J. Black),Konshens,54627.74465
Simple Blessings,Konshens,45698.93652
The Boys Are Back In Town,Ramirez,290773.49798
Grey Magic,Ramirez,98086.96536
Grey Gods,Ramirez,239635.13485
The fo Five,Ramirez,154322.27608
Sarcophagus II,Ramirez,77168.31588000001
Sarcophagus III,Ramirez,116314.34066000002
Hunnids,Ramirez,50699.19789
Na Na Na Na Na (Caught Slippin),Ramirez,147888.35549
Gold Thangs & Pinky Rangs (Da Hooptie),Ramirez,83369.19347000001
The Mystical Warlock,Ramirez,89849.08888
No Role Modelz,J. Cole,6190931.1352200005
Wet Dreamz,J. Cole,3690537.73712
MIDDLE CHILD,J. Cole,4203894.53856
She Knows (feat. Amber Coffman & Cults),J. Cole,2066398.6020300002
Work Out,J. Cole,2676149.86176
m y . l i f e (with 21 Savage & Morray),J. Cole,1109322.54996
Power Trip (feat. Miguel),J. Cole,1811414.77298
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,1094362.638
Love Yourz,J. Cole,1168189.9145600002
Kevin’s Heart,J. Cole,1270371.88165
LA CANCIÓN,J Balvin,5466155.792160001
No Me Conoce - Remix,J Balvin,5636492.3662
UN PESO,J Balvin,1548219.7620899999
QUE PRETENDES,J Balvin,2745278.7736400003
I Like It,J Balvin,6879655.07849
AM Remix,J Balvin,2202943.04814
Una Locura,J Balvin,2150321.9318399997
Baila Baila Baila - Remix,J Balvin,1661184.57538
Si Tu Novio Te Deja Sola,J Balvin,1972750.14647
Con Altura,J Balvin,4133563.6377600003
Dark Horse,Katy Perry,6646650.7237
Unconditionally,Katy Perry,2276790.41819
When I’m Gone (with Katy Perry),Katy Perry,740442.8713400001
Roar,Katy Perry,6109650.48211
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Katy Perry,4389862.014690001
The One That Got Away,Katy Perry,3058036.4081099997
Harleys In Hawaii,Katy Perry,1410114.58812
Last Friday Night (T.G.I.F.),Katy Perry,4025300.99877
Firework,Katy Perry,4081132.8146400005
California Gurls,Katy Perry,2744569.60408
I Ain't Worried,OneRepublic,2881444.85864
Counting Stars,OneRepublic,9789189.97183
Sunshine,OneRepublic,896780.4352300001
Secrets,OneRepublic,2148261.8376
Someday,OneRepublic,564314.8125100001
Run,OneRepublic,1597177.4080500002
West Coast,OneRepublic,331718.30856
Apologize,OneRepublic,2855743.58115
Lose Somebody,OneRepublic,1865503.24256
Good Life,OneRepublic,1419642.4433300002
Chosen (feat. Ty Dolla $ign),Tyga,1328881.8752000001
Loco Contigo (feat. J. Balvin & Tyga),Tyga,3226116.6792099997
Freaky Deaky,Tyga,573744.69623
Sunshine,Tyga,150122.75886
Ice Cream Man,Tyga,564993.8637999999
Taste (feat. Offset),Tyga,5730538.44535
Ayo,Tyga,2273526.02408
Juicy,Tyga,1439915.84739
Nasty,Tyga,64885.36657
Lift Me Up,Tyga,182710.81128999998
Acapulco,Jason Derulo,1258240.45172
Take You Dancing,Jason Derulo,2512849.50275
Savage Love (Laxed - Siren Beat),Jason Derulo,4040075.44656
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,5229681.26704
Want to Want Me,Jason Derulo,3938907.4676400004
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Jason Derulo,2901827.4089
Never Let You Go,Jason Derulo,57625.33446
Savage Love (Laxed – Siren Beat) [BTS Remix],Jason Derulo,1067408.88172
Jalebi Baby (Tesher x Jason Derulo),Jason Derulo,793212.3462799999
Whatcha Say,Jason Derulo,2230681.3425700003
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Big Sean,4389862.04436
Wolves (feat. Post Malone),Big Sean,1280359.66919
I Don't Fuck With You,Big Sean,2949831.94006
I Know,Big Sean,1046199.75266
Beware,Big Sean,1375282.36315
Bounce Back,Big Sean,2794131.79111
Easy Lover (feat. Big Sean),Big Sean,99068.05042000001
Champions,Big Sean,1075340.10617
Clique,Big Sean,1217524.4827100001
Blessings,Big Sean,1122686.92001
Fuentes De Ortiz,Julión Álvarez y su Norteño Banda,138859.36929
Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,321843.28903000004
Ojos Verdes,Julión Álvarez y su Norteño Banda,373992.41620000004
Pongámonos De Acuerdo,Julión Álvarez y su Norteño Banda,432180.62450000003
Te Hubieras Ido Antes,Julión Álvarez y su Norteño Banda,382637.82902
Ni Diablo Ni Santo,Julión Álvarez y su Norteño Banda,147858.37716
Aquí Algo Cambió,Julión Álvarez y su Norteño Banda,38015.21234
Y Tú - Ranchera,Julión Álvarez y su Norteño Banda,149061.66559000002
Terrenal,Julión Álvarez y su Norteño Banda,240778.0264
Y Me Da Vergüenza,Julión Álvarez y su Norteño Banda,155493.68485
Tennessee Whiskey,Chris Stapleton,3014642.85625
You Should Probably Leave,Chris Stapleton,664897.5599700001
Broken Halos,Chris Stapleton,981560.77018
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Chris Stapleton,522420.38301
Starting Over,Chris Stapleton,758824.2490899999
Parachute,Chris Stapleton,881745.17447
Millionaire,Chris Stapleton,651850.37512
Joy Of My Life,Chris Stapleton,236939.74493000002
Fire Away,Chris Stapleton,687190.80102
Traveller,Chris Stapleton,490640.51756
A Little Bit Off,Five Finger Death Punch,484305.5882
Bad Company,Five Finger Death Punch,1243386.76991
Welcome To The Circus,Five Finger Death Punch,92418.11388
Jekyll and Hyde,Five Finger Death Punch,1066614.77446
Times Like These,Five Finger Death Punch,60572.212250000004
Wrong Side of Heaven,Five Finger Death Punch,1431688.9012
The End,Five Finger Death Punch,39363.96501
Wash It All Away,Five Finger Death Punch,904684.01206
Living The Dream,Five Finger Death Punch,179124.85700000002
AfterLife,Five Finger Death Punch,90196.11740999999
exile (feat. Bon Iver),Bon Iver,2010871.9348100002
Rosyln,Bon Iver,1149946.50264
Beach Baby,Bon Iver,529680.82021
Skinny Love,Bon Iver,2146711.72588
Holocene,Bon Iver,1607904.8988100002
evermore (feat. Bon Iver),Bon Iver,499838.95422
Blood Bank,Bon Iver,460925.29137
Wash.,Bon Iver,389701.39541
Flume,Bon Iver,549125.3431599999
Going Bad (feat. Drake),Meek Mill,4071016.1286299997
Dreams and Nightmares,Meek Mill,1184426.74768
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,1003287.87202
R.I.C.O. (feat. Drake),Meek Mill,1417590.1842500002
All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,1619918.1657
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,570073.15489
Blue Notes,Meek Mill,448838.11196
Ima Boss (feat. Rick Ross),Meek Mill,541307.71365
Dangerous (feat. Jeremih and PnB Rock),Meek Mill,651983.99378
Litty (feat. Tory Lanez),Meek Mill,685072.09611
Pehla Pyaar,Armaan Malik,384201.01716
Sun Maahi,Armaan Malik,44665.3876
"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",Armaan Malik,396553.49881
Tu / You,Armaan Malik,106486.98496
Main Rahoon Ya Na Rahoon,Armaan Malik,436586.10575
Kaun Tujhe (Armaan Malik Version),Armaan Malik,107234.22701
Sau Aasmaan,Armaan Malik,263488.93665
Naina,Armaan Malik,123575.90331
Buttabomma - Telugu,Armaan Malik,806448.49645
Hayloft,Mother Mother,1468346.1998700001
Hayloft II,Mother Mother,461781.19659
Burning Pile,Mother Mother,958433.62976
Arms Tonite,Mother Mother,629032.12792
Oh Ana,Mother Mother,522307.98973
Problems,Mother Mother,243438.47255
Body,Mother Mother,401447.52047
Wrecking Ball,Mother Mother,211644.30027
Ghosting,Mother Mother,337957.46882
Bad Decisions (with BTS & Snoop Dogg),benny blanco,723115.5371300001
Eastside (with Halsey & Khalid),benny blanco,6136208.15609
Lonely (with benny blanco),benny blanco,2849203.38858
Graduation (with Juice WRLD),benny blanco,1285824.57994
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,1730535.13807
Real Shit (with benny blanco),benny blanco,433244.52457
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1452957.0569799999
Unlearn (with Gracie Abrams),benny blanco,202355.79449
You (with Marshmello & Vance Joy),benny blanco,481978.01204
Eastside (with Halsey & Khalid) - Acoustic,benny blanco,625560.61209
Color Esperanza 2020,Carlos Rivera,374912.65763000003
Te Esperaba,Carlos Rivera,702379.32623
Que Lo Nuestro Se Quede Nuestro,Carlos Rivera,1086550.06028
¿Cómo Pagarte?,Carlos Rivera,796360.49359
Me Muero,Carlos Rivera,782057.852
Un Viaje a Todas Partes,Carlos Rivera,9722.76864
100 Años,Carlos Rivera,532989.17609
Solo Tú,Carlos Rivera,416551.61101
Otras Vidas,Carlos Rivera,450188.19935999997
Un Viaje a Todas Partes - Versión Acústica,Carlos Rivera,14873.692640000001
Tranquilito,Gerardo Ortiz,634310.0902600001
Pasado Pisado,Gerardo Ortiz,106484.24523
Mañana Voy A Conquistarla,Gerardo Ortiz,288086.36227000004
Quién Se Anima,Gerardo Ortiz,481843.80578000005
Fuiste Mía,Gerardo Ortiz,430458.99587
El Mundo Es Tuyo (En Vivo),Gerardo Ortiz,121662.38137
Tal Como Eres,Gerardo Ortiz,318999.83348000003
El Gabito,Gerardo Ortiz,49790.913100000005
Perdóname,Gerardo Ortiz,394303.97182
Dámaso,Gerardo Ortiz,477902.45613
King For A Day,Pierce The Veil,1153736.69263
Bulls In The Bronx,Pierce The Veil,451402.37842
Hell Above,Pierce The Veil,290036.0039
Emergency Contact,Pierce The Veil,32470.054190000003
Pass The Nirvana,Pierce The Veil,70566.21508000001
Caraphernelia,Pierce The Veil,372917.51038
Even When I’m Not With You,Pierce The Veil,7754.74893
Bulletproof Love,Pierce The Veil,368818.65177
Hold On Till May,Pierce The Veil,249392.88835000002
Show Out (with Skepta & Pop Smoke),Skepta,746394.3375400001
Wow (feat. Skepta & Naira Marley),Skepta,34142.87368
Papi Chulo,Skepta,724540.20938
Warm - Remix,Skepta,27413.038230000002
Energy (Stay Far Away),Skepta,446912.12229
Greaze Mode,Skepta,328653.15151
Shutdown,Skepta,477118.69078
Dimension (feat. Skepta & Rema),Skepta,118239.1787
That's Not Me,Skepta,386112.58573
What Do You Mean?,Skepta,174216.47255
"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,613211.90232
Wedding Dress,TAEYANG,219296.36076
링가링가 (RINGA LINGA),TAEYANG,241112.80134999997
I Need A Girl (Feat. G-DRAGON),TAEYANG,102898.11421000001
Only Look At Me (나만 바라봐),TAEYANG,54983.42418
WHITE NIGHT,TAEYANG,32856.14261
Wedding Dress - English Version,TAEYANG,53980.20508
"EYES, NOSE, LIPS - JPN",TAEYANG,249361.28632
WAKE ME UP,TAEYANG,53809.81577
Wherever you are,ONE OK ROCK,454639.58069
Stand Out Fit In,ONE OK ROCK,368190.08801999997
The Beginning,ONE OK ROCK,472950.6184200001
We Are,ONE OK ROCK,199780.57506
Let Me Let You Go,ONE OK ROCK,51459.9522
Wasted Nights,ONE OK ROCK,232827.05328000002
Save Yourself,ONE OK ROCK,76118.76818999999
Heartache,ONE OK ROCK,193339.29388
Vandalize,ONE OK ROCK,45725.774679999995
Rainbow,Kacey Musgraves,757101.96711
Butterflies,Kacey Musgraves,610889.5255
Follow Your Arrow,Kacey Musgraves,487611.18496000004
Golden Hour,Kacey Musgraves,428426.43691
Merry Go 'Round,Kacey Musgraves,374304.78669
Easy (with Kacey Musgraves feat. Mark Ronson),Kacey Musgraves,337716.58188
Glittery - From The Kacey Musgraves Christmas Show,Kacey Musgraves,184147.08292000002
All Is Found - Kacey Musgraves Version,Kacey Musgraves,283162.33346000005
High Horse,Kacey Musgraves,419843.95164000004
Soul,Lee Brice,325627.67966
One Of Them Girls,Lee Brice,1035262.80192
Rumor,Lee Brice,1067763.8219700002
I Hope You’re Happy Now,Lee Brice,688791.0185900001
Hard To Love,Lee Brice,986065.89061
Memory I Don't Mess With,Lee Brice,416029.23517999996
I Don't Dance,Lee Brice,894007.13036
Boy,Lee Brice,409131.69925
Love Like Crazy,Lee Brice,304342.65497000003
Drinking Class,Lee Brice,524315.4393099999
Transgender,Crystal Castles,336157.84422
Kerosene,Crystal Castles,142982.56346
Vanished,Crystal Castles,417548.86165
Leni (Crystal Castles vs GoodBooks),Crystal Castles,219245.76269
Crimewave,Crystal Castles,568152.96167
Untrust Us,Crystal Castles,201463.04020000002
Not In Love - Radio Version,Crystal Castles,292295.64632999996
Char,Crystal Castles,68426.28598
Empathy,Crystal Castles,78183.39678000001
Fireflies,Owl City,3222983.9288
Good Time,Owl City,2096295.56236
"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,486622.03015
Vanilla Twilight,Owl City,411685.41883
Kelly Time,Owl City,4225.02947
Verge,Owl City,262439.08011
Shooting Star,Owl City,158852.89721
Forever & Always,Owl City,16802.87134
Unbelievable,Owl City,99529.63124
This Isn’t The End,Owl City,73725.79328
Another Life,Motionless In White,446704.90921
Masterpiece,Motionless In White,103373.00709999999
Voices,Motionless In White,302980.10042
Werewolf,Motionless In White,41090.09012
Sign Of Life,Motionless In White,42463.232789999995
Cyberhex,Motionless In White,70503.29170999999
Reincarnate,Motionless In White,209305.4863
Brand New Numb,Motionless In White,178047.89419000002
Soft,Motionless In White,76777.36581
Thoughts & Prayers,Motionless In White,82128.015
Rue des trois frères,Fabrizio Paterlini,159867.53776
Waltz,Fabrizio Paterlini,21376.68333
Distractions,Fabrizio Paterlini,27161.159900000002
The hall is dancing,Fabrizio Paterlini,17746.671049999997
Fire,Fabrizio Paterlini,4828.44942
When Orange is the Sky,Fabrizio Paterlini,42262.930230000005
Snow,Fabrizio Paterlini,25764.860099999998
My Misty Mornings,Fabrizio Paterlini,21300.405889999998
"All My Joy, All My Pain",Fabrizio Paterlini,48602.55278
If only I could tell,Fabrizio Paterlini,3093.0209800000002
Beautiful Girls,Sean Kingston,3069594.2510200003
Eenie Meenie,Sean Kingston,2055543.94671
Fire Burning,Sean Kingston,962012.1824800001
Beautiful Girls,Sean Kingston,1329176.02302
Take You There,Sean Kingston,346507.13516
Beat It (feat. Chris Brown & Wiz Khalifa),Sean Kingston,472954.46983
Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),Sean Kingston,283702.90226
Amore e Capoeira,Sean Kingston,600374.5946
Me Love,Sean Kingston,176439.27869
Dumb Love,Sean Kingston,143201.25618
Mambella,Lucenzo,23060.16446
Vem Dancar Kuduro,Lucenzo,4396000.013850001
Baila Pa Mi,Lucenzo,87247.2228
Bailamos,Lucenzo,140300.97878
Baila Morena,Lucenzo,520832.37565
No Me Ama,Lucenzo,170514.45377
Obsesión,Lucenzo,88248.7488
Danza Kuduro 2019 - Luigi Ramirez Mix,Lucenzo,54288.01604
Te Toca,Lucenzo,15972.48052
FADE UP,Hamza,296075.23038
Introduction,Hamza,14373.73981
Atasanté (feat. Hamza),Hamza,96658.07431
Pilote (feat. Hamza),Hamza,327628.88296
Chrome Hearts,Hamza,28617.656450000002
Life,Hamza,280964.97813
God Bless (feat. Damso),Hamza,255295.94676
Milli,Hamza,15077.39273
BXL ZOO,Hamza,193090.44439999998
Jota,Hamza,91006.71349
sex money feelings die - slowed version,Lykke Li,745513.3098100001
sex money feelings die,Lykke Li,601253.67173
I Follow Rivers - The Magician Remix,Lykke Li,1737190.43769
Possibility,Lykke Li,275936.08941
Little Bit,Lykke Li,315649.52449
I Follow Rivers,Lykke Li,553071.70317
Little Bit (feat. Autoerotique) - Remix,Lykke Li,10314.3731
Late Night Feelings (feat. Lykke Li),Lykke Li,387722.74111
No Rest for the Wicked,Lykke Li,192685.62626999998
Unchained Melody,Lykke Li,55544.05360000001
Calma - Remix,Pedro Capó,6031827.51341
Color Esperanza 2020,Pedro Capó,374912.65763000003
Tutu,Pedro Capó,2638967.66633
Una Vez Más,Pedro Capó,15518.691009999999
Tutu - Remix,Pedro Capó,573743.1674
Perdiendo la Cabeza,Pedro Capó,571527.4112
Casualidad,Pedro Capó,318175.62176
Calma,Pedro Capó,685952.8103499999
Te Olvidaré,Pedro Capó,357462.72319
Sin Haber Dormido,Pedro Capó,3033.31977
Dive,Mike Perry,404267.01231
The Ocean (feat. Shy Martin),Mike Perry,3117390.62584
By Your Side,Mike Perry,120535.83757999999
I Can't Love,Mike Perry,33476.02707
Stay Young,Mike Perry,302924.24364999996
